,date,place,usage,고객호수,사용량(kWh),전기요금(원),평균판매단가(원/kWh),평균기온(C),최고기온(C),최저기온(C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량
464,201105,광주광역시,산업용,5012,242256682,18070461556,74.6,19.0,30.6,8.4,67.0,142.9,2.5,5.8
465,201106,광주광역시,산업용,5026,255587190,19100367799,74.7,23.3,33.1,15.3,74.0,120.0,2.7,6.8
466,201107,광주광역시,산업용,5038,267549893,24419303761,91.3,26.5,35.3,19.2,80.0,277.5,2.7,7.6
467,201108,광주광역시,산업용,5060,254418909,25215690705,99.1,25.9,35.2,17.9,81.0,382.5,2.4,8.3
468,201109,광주광역시,산업용,5076,252046270,20879260629,82.8,22.7,33.3,12.8,71.0,13.5,1.8,4.7
469,201110,광주광역시,산업용,5096,245424191,19325972979,78.7,15.4,27.7,2.9,66.0,20.5,1.5,4.3
470,201111,광주광역시,산업용,5107,249610263,23202212758,93.0,12.6,27.1,-1.2,73.0,136.8,1.6,5.9
471,201112,광주광역시,산업용,5121,253491214,25629346165,101.1,2.2,12.3,-6.3,65.0,13.3,2.1,5.5
472,201201,광주광역시,산업용,5137,249718676,26039657732,104.3,0.4,11.1,-9.7,64.0,15.2,2.1,5.5
473,201202,광주광역시,산업용,5149,252389661,26790879877,106.1,0.4,14.9,-9.7,64.0,18.6,2.0,5.9
474,201203,광주광역시,산업용,5167,252548372,22445704405,88.9,6.5,20.5,-3.5,64.0,100.4,2.3,5.3
475,201204,광주광역시,산업용,5190,247918044,21262649714,85.8,13.6,28.5,0.8,60.0,82.5,2.5,4.6
476,201205,광주광역시,산업용,5208,250008454,21375333476,85.5,20.0,31.6,10.4,61.0,42.6,1.8,4.6
477,201206,광주광역시,산업용,5223,254980093,21717961631,85.2,23.4,31.8,15.6,68.0,83.1,2.2,6.6
478,201207,광주광역시,산업용,5242,262938218,27361015687,104.1,26.4,35.2,20.5,78.0,330.6,2.2,7.4
479,201208,광주광역시,산업용,5258,257379784,29274700318,113.7,27.6,37.7,18.8,75.0,473.5,2.9,7.0
480,201209,광주광역시,산업용,5269,250349442,24121242641,96.4,21.3,31.4,14.3,74.0,272.0,2.0,5.8
481,201210,광주광역시,산업용,5280,233657619,21942487425,93.9,15.9,26.7,4.6,64.0,82.8,1.6,3.4
482,201211,광주광역시,산업용,5276,260205431,28099041683,108.0,8.1,18.8,-0.6,63.0,45.9,2.2,5.3
483,201212,광주광역시,산업용,5299,255142650,28361654343,111.2,0.4,12.0,-10.2,71.0,79.6,2.3,5.2
484,201301,광주광역시,산업용,5312,264679886,30268956814,114.4,0.0,15.4,-10.3,66.0,20.6,1.8,4.7
485,201302,광주광역시,산업용,5328,233629727,27866147083,119.3,2.0,19.8,-9.7,58.0,48.0,2.1,5.1
486,201303,광주광역시,산업용,5333,250041245,24965701433,99.8,7.6,26.8,-3.4,58.0,76.9,2.2,3.6
487,201304,광주광역시,산업용,5399,255315141,24078094818,94.3,11.4,25.0,0.0,59.0,54.9,2.4,4.6
488,201305,광주광역시,산업용,5414,252204406,24030354818,95.3,19.1,32.1,6.6,63.0,86.5,2.0,4.3
489,201306,광주광역시,산업용,5426,259029411,24351459871,94.0,23.9,32.8,15.3,72.0,83.7,1.8,6.7
490,201307,광주광역시,산업용,5435,274807007,31702124861,115.4,27.1,33.5,22.3,76.0,349.1,3.3,7.3
491,201308,광주광역시,산업용,5454,266052531,31592166949,118.7,28.4,36.2,19.7,72.0,293.2,2.1,4.7
492,201309,광주광역시,산업용,5465,245362515,24868918127,101.4,22.6,32.1,11.7,69.0,88.5,1.8,5.0
493,201310,광주광역시,산업용,5469,253090255,23960713034,94.7,16.8,29.8,5.1,66.0,30.8,2.0,3.7
494,201311,광주광역시,산업용,5477,258680645,29685038898,114.8,8.6,23.8,-2.0,69.0,95.0,1.6,5.1
495,201312,광주광역시,산업용,5501,263197167,32143776053,122.1,2.9,14.0,-5.0,67.0,18.2,1.7,5.0
496,201401,광주광역시,산업용,5526,257465838,31582044629,122.7,2.1,14.2,-7.3,58.0,12.9,1.8,3.3
497,201402,광주광역시,산업용,5546,243225037,30509542768,125.4,4.2,20.5,-6.6,57.0,8.6,2.2,5.2
498,201403,광주광역시,산업용,5564,258210880,26730947197,103.5,8.6,26.2,-2.8,61.0,101.7,2.0,4.2
499,201404,광주광역시,산업용,5601,258379756,25687489051,99.4,14.5,28.0,4.1,55.0,62.5,1.9,4.8
500,201405,광주광역시,산업용,5608,249053248,24797764630,99.6,19.2,33.5,7.0,56.0,57.0,2.2,3.4
501,201406,광주광역시,산업용,5624,257334579,30619935860,119.0,22.9,32.1,16.5,67.0,72.0,1.9,6.9
502,201407,광주광역시,산업용,5647,277017378,35392197244,127.8,25.2,36.5,17.7,74.0,240.9,2.1,7.6
503,201408,광주광역시,산업용,5670,255867511,32184087746,125.8,24.4,32.3,18.4,78.0,370.2,2.0,8.1
504,201409,광주광역시,산업용,5688,247081350,26264598179,106.3,22.3,31.2,15.0,69.0,116.5,1.7,5.7
505,201410,광주광역시,산업용,5696,250240743,24919801204,99.6,16.4,29.1,5.3,66.0,105.0,1.8,3.4
506,201411,광주광역시,산업용,5718,256099833,30352887649,118.5,10.3,19.2,0.3,68.0,95.5,1.5,5.0
507,201412,광주광역시,산업용,5738,270528520,33382251768,123.4,1.2,11.6,-6.7,70.0,47.5,1.9,5.7
508,201501,광주광역시,산업용,5745,266092703,32855227216,123.5,1.7,12.2,-8.3,66.0,47.2,1.6,4.7
509,201502,광주광역시,산업용,5754,246602545,30702863245,124.5,3.0,13.3,-8.7,61.0,23.9,1.8,5.4
510,201503,광주광역시,산업용,5761,253248001,26515731798,104.7,8.0,23.3,-4.1,51.0,36.5,1.9,3.9
511,201504,광주광역시,산업용,5778,259819838,26067172597,100.3,13.9,28.2,4.3,63.0,145.5,1.9,6.0
512,201505,광주광역시,산업용,5786,246043304,24616776144,100.1,19.4,33.1,6.5,56.0,48.6,2.0,4.7
513,201506,광주광역시,산업용,5806,248297242,32533535816,131.0,22.5,31.9,13.9,70.0,96.1,1.8,7.3
514,201507,광주광역시,산업용,5844,295019299,36238461029,122.8,25.4,34.2,17.6,83.0,164.3,1.9,7.2
515,201508,광주광역시,산업용,5855,257914264,32167471237,124.7,26.0,36.2,19.1,81.0,148.9,1.5,6.0
516,201509,광주광역시,산업용,5874,256255079,27189256721,106.1,22.0,30.6,14.9,73.0,66.6,1.4,4.6
517,201510,광주광역시,산업용,5876,257768561,25456177384,98.8,16.9,26.9,4.8,70.0,90.9,1.3,3.2
518,201511,광주광역시,산업용,5893,261441675,30901861600,118.2,11.6,21.6,-0.2,83.0,121.9,1.1,7.2
519,201512,광주광역시,산업용,5910,266528325,32882202932,123.4,5.3,15.8,-3.5,73.0,59.2,1.3,5.7
520,201601,광주광역시,산업용,5922,261196271,31946140613,122.3,0.9,13.7,-11.7,69.0,49.7,1.5,6.0
521,201602,광주광역시,산업용,5932,249686944,30899039185,123.8,3.3,19.8,-5.9,60.0,45.2,1.8,4.5
522,201603,광주광역시,산업용,5946,265611126,27492913573,103.5,8.4,22.9,-4.3,60.0,55.2,1.7,4.1
523,201604,광주광역시,산업용,5935,254699750,25408946253,99.8,15.5,27.4,7.1,66.0,185.0,1.8,5.8
524,201605,광주광역시,산업용,5940,250569999,25164271093,100.4,19.8,31.1,10.0,65.0,104.5,1.8,5.2
525,201606,광주광역시,산업용,5966,268629134,32389791034,120.6,23.0,31.5,14.7,80.0,116.1,1.6,7.0
526,201607,광주광역시,산업용,5987,283162090,35258057817,124.5,26.9,36.0,20.1,84.0,301.3,1.9,6.6
527,201608,광주광역시,산업용,5997,269911993,34200179105,126.7,27.8,37.2,16.6,79.0,81.0,1.4,4.1
528,201609,광주광역시,산업용,6015,257262845,27575823772,107.2,23.0,33.0,15.6,83.0,251.2,1.5,6.8
529,201610,광주광역시,산업용,6036,255668381,25562445526,100.0,17.2,31.1,5.9,79.0,216.7,1.5,6.7
530,201611,광주광역시,산업용,6050,269083814,32268384222,119.9,9.6,21.9,-0.5,69.0,31.5,1.5,4.6
531,201612,광주광역시,산업용,6061,275812572,34246268278,124.2,4.7,17.3,-4.6,69.0,44.9,1.5,5.1
532,201701,광주광역시,산업용,6062,266767270,33045731492,123.9,2.0,14.8,-7.9,66.0,11.7,1.6,4.7
533,201702,광주광역시,산업용,6059,265948639,33188988567,124.8,2.9,15.7,-5.3,60.0,41.9,1.6,4.3
534,201703,광주광역시,산업용,6076,275255944,28519514719,103.6,7.4,20.6,-2.4,57.0,33.2,1.5,4.8
535,201704,광주광역시,산업용,6091,265088130,26415557106,99.6,15.1,30.4,3.5,60.0,60.6,1.9,4.4
536,201705,광주광역시,산업용,6107,251168619,25366705217,101.0,19.8,33.0,10.7,62.0,30.2,1.4,4.1
537,201706,광주광역시,산업용,6126,271419451,32761380458,120.7,23.1,34.1,13.7,68.0,42.1,1.5,5.5
538,201707,광주광역시,산업용,6138,292212033,36736647194,125.7,27.8,35.4,22.5,89.0,211.6,1.8,7.4
539,201708,광주광역시,산업용,6154,275234392,35321667118,128.3,27.0,37.3,17.7,83.0,280.5,1.6,5.8
540,201709,광주광역시,산업용,6158,284174505,29606453138,104.2,22.4,31.1,11.5,76.0,108.8,1.5,5.1
541,201710,광주광역시,산업용,6169,238063827,24046908517,101.0,17.0,29.5,3.4,75.0,85.4,1.5,5.0
542,201711,광주광역시,산업용,6187,266181441,32051816174,120.4,8.8,21.3,-0.8,64.0,2.1,1.3,3.8
543,201712,광주광역시,산업용,6192,267357093,33171324530,124.1,1.9,13.6,-7.2,64.0,28.5,1.5,5.2
544,201801,광주광역시,산업용,6195,274715904,34094903637,124.1,-0.2,11.4,-11.5,67.0,38.8,1.5,4.7
545,201802,광주광역시,산업용,6199,254968942,31940480271,125.3,1.8,15.9,-10.0,54.0,22.0,1.6,4.8
546,201803,광주광역시,산업용,6205,256046322,27025107998,105.5,10.0,24.8,-3.1,72.0,115.8,1.8,4.9
547,201804,광주광역시,산업용,6220,256840613,26075753826,101.5,15.1,30.2,1.1,67.0,127.4,1.7,4.7
548,201805,광주광역시,산업용,6234,252622696,25633016512,101.5,19.5,31.1,7.8,74.0,85.4,1.6,5.9
549,201806,광주광역시,산업용,6245,261786251,31719489761,121.2,23.6,34.5,15.7,74.0,222.4,1.5,6.0
550,201807,광주광역시,산업용,6256,269930043,34950259074,129.5,28.3,38.5,20.4,79.0,84.5,1.7,4.7
551,201808,광주광역시,산업용,6266,268852575,34762827282,129.3,28.4,38.5,20.6,78.0,397.1,2.0,6.0
552,201809,광주광역시,산업용,6266,250034893,27048047274,108.2,21.6,29.7,11.6,78.0,129.7,1.5,6.2
553,201810,광주광역시,산업용,6272,248817607,25323458545,101.8,14.5,25.4,5.6,72.0,125.2,1.4,4.0
554,201811,광주광역시,산업용,6283,254913035,31005135351,121.6,9.9,21.0,0.4,70.0,47.2,1.0,3.8
555,201812,광주광역시,산업용,6289,256814879,32163006298,125.2,3.2,19.8,-7.0,62.0,32.4,1.7,5.2
556,201901,광주광역시,산업용,6299,271217394,33998304498,125.4,1.8,10.5,-5.9,59.0,16.4,1.4,4.1
557,201902,광주광역시,산업용,6305,236874435,30000945709,126.7,3.6,15.6,-4.9,58.0,37.0,1.5,5.8
558,201903,광주광역시,산업용,6311,245845446,26342396076,107.2,8.4,20.7,-0.6,61.0,33.9,1.7,4.8
559,201905,광주광역시,산업용,6337,251804704,25707161257,102.1,19.2,30.7,6.8,58.0,78.8,1.6,4.4
560,201001,대구광역시,산업용,17509,535847540,42510677649,79.3,0.0,13.0,-8.9,48.0,15.2,2.3,2.6
561,201002,대구광역시,산업용,17534,499042196,40170486946,80.5,3.9,20.4,-6.8,54.0,58.1,2.1,4.9
562,201003,대구광역시,산업용,17546,510144643,37690031657,73.9,6.9,24.5,-2.7,56.0,59.1,2.5,6.2
563,201004,대구광역시,산업용,17562,521758452,37403998556,71.7,11.5,26.5,1.5,49.0,63.5,2.5,5.5
564,201005,대구광역시,산업용,17571,495237278,35546349761,71.8,19.4,32.9,7.6,52.0,97.5,2.3,5.0
565,201006,대구광역시,산업용,17601,508892968,36970445678,72.6,24.8,34.7,10.1,54.0,35.9,2.1,5.5
566,201007,대구광역시,산업용,17624,528604947,46006972554,87.0,26.7,35.6,20.6,70.0,247.8,2.0,7.1
567,201008,대구광역시,산업용,17655,509440285,47883490556,94.0,28.7,36.5,22.9,70.0,396.0,1.9,6.2
568,201009,대구광역시,산업용,17670,513847311,41161393644,80.1,23.3,34.7,10.8,67.0,160.5,1.8,5.3
569,201010,대구광역시,산업용,17687,485598168,36912775633,76.0,16.4,27.0,2.2,61.0,41.8,1.7,4.6
570,201011,대구광역시,산업용,17722,527043167,44312255409,84.1,8.6,19.5,-2.0,46.0,1.7,1.8,2.0
571,201012,대구광역시,산업용,17774,558686284,47878250256,85.7,2.0,16.9,-10.0,50.0,27.4,2.2,2.7
572,201101,대구광역시,산업용,17803,583626133,49843427443,85.4,-2.5,6.4,-13.1,40.0,1.0,2.8,2.1
573,201102,대구광역시,산업용,17814,530998269,46155873671,86.9,4.2,19.4,-6.0,53.0,64.4,1.9,4.3
574,201103,대구광역시,산업용,17840,554154840,42378409478,76.5,7.0,22.5,-3.4,35.0,16.5,2.6,2.7
575,201104,대구광역시,산업용,17882,545762659,40441103958,74.1,13.7,28.6,1.8,46.0,104.5,2.5,4.0
576,201105,대구광역시,산업용,17917,525182637,39048984922,74.4,18.8,29.1,9.3,57.0,156.8,2.4,5.6
577,201106,대구광역시,산업용,17993,542716505,40683313262,75.0,24.3,34.5,15.3,61.0,173.0,2.2,6.0
578,201107,대구광역시,산업용,18049,557537136,50030554520,89.7,26.8,35.0,20.1,71.0,427.7,2.0,7.0
579,201108,대구광역시,산업용,18075,535319842,52652688106,98.4,26.2,35.1,18.7,75.0,253.6,2.1,7.4
580,201109,대구광역시,산업용,18118,516993619,43604472048,84.3,23.0,35.5,11.6,63.0,38.5,2.0,5.3
581,201110,대구광역시,산업용,18149,523872702,41261230078,78.8,15.7,27.2,2.5,58.0,115.0,1.6,4.3
582,201111,대구광역시,산업용,18256,539992904,48710504994,90.2,11.9,25.4,-0.5,63.0,69.8,1.9,5.3
583,201112,대구광역시,산업용,18334,563699071,55349640993,98.2,2.3,12.4,-6.8,46.0,9.6,2.2,3.6
584,201201,대구광역시,산업용,18373,571513743,58215628158,101.9,0.8,10.4,-9.2,47.0,8.1,2.1,4.2
585,201202,대구광역시,산업용,18397,561996528,58367496221,103.9,1.1,13.5,-12.4,44.0,7.1,2.3,4.2
586,201203,대구광역시,산업용,18460,560452398,49788929178,88.8,7.7,20.8,-3.4,50.0,82.1,2.5,5.0
587,201204,대구광역시,산업용,18509,548386099,46567089172,84.9,15.1,30.2,2.4,47.0,74.4,2.5,4.2
588,201205,대구광역시,산업용,18582,533449990,45643016247,85.6,20.1,31.8,11.0,53.0,50.6,2.1,5.1
589,201206,대구광역시,산업용,18648,541333739,46094621294,85.2,23.2,31.9,15.6,64.0,85.1,2.5,7.1
590,201207,대구광역시,산업용,18672,554874165,56724153798,102.2,27.5,37.2,20.1,70.0,202.5,2.1,7.0
591,201208,대구광역시,산업용,18735,538077278,60448017642,112.3,27.9,36.3,20.1,71.0,327.1,2.5,7.0
592,201209,대구광역시,산업용,18782,531590698,51861986887,97.6,21.7,31.0,11.9,69.0,241.5,1.8,5.6
593,201210,대구광역시,산업용,18851,497878171,46349998523,93.1,15.8,26.1,6.4,57.0,28.1,1.6,3.0
594,201211,대구광역시,산업용,18906,548155624,58854130667,107.4,8.2,18.4,-1.9,50.0,32.5,2.2,3.9
595,201212,대구광역시,산업용,18948,577713701,62602210712,108.4,-0.3,12.1,-9.9,55.0,50.8,2.1,4.0
596,201301,대구광역시,산업용,19001,602429091,66015652876,109.6,-0.1,13.4,-11.6,52.0,17.7,2.0,3.1
597,201302,대구광역시,산업용,19027,542917705,62710554602,115.5,2.6,19.4,-12.5,43.0,27.3,2.2,4.1
598,201303,대구광역시,산업용,19050,548327463,54014801261,98.5,9.8,26.9,-2.3,41.0,55.1,2.0,3.1
599,201304,대구광역시,산업용,19097,562169873,52708138464,93.8,12.3,28.4,1.0,47.0,60.5,2.5,4.5
600,201305,대구광역시,산업용,19151,550244048,51969261434,94.4,20.3,34.4,8.7,53.0,70.5,2.2,4.6
601,201306,대구광역시,산업용,19203,548075942,51635664685,94.2,24.3,34.4,15.0,66.0,63.1,2.3,6.2
602,201307,대구광역시,산업용,19267,572302124,64847153493,113.3,28.7,35.9,22.3,67.0,249.3,1.9,6.7
603,201308,대구광역시,산업용,19335,549525836,64760376095,117.8,29.0,37.9,21.7,69.0,203.0,1.7,5.1
604,201309,대구광역시,산업용,19385,540746063,54544533649,100.9,23.0,33.0,13.6,67.0,96.7,1.6,5.5
605,201310,대구광역시,산업용,19412,533740792,50726748120,95.0,17.2,28.2,6.0,64.0,107.5,1.6,
606,201311,대구광역시,산업용,19449,561862441,63026760917,112.2,8.9,22.8,-2.4,55.0,39.8,2.1,
607,201312,대구광역시,산업용,19471,586935196,69938569858,119.2,3.5,13.3,-4.7,51.0,5.9,2.0,
608,201401,대구광역시,산업용,19530,593765623,70508145169,118.7,2.8,15.3,-6.2,40.0,1.7,1.9,
609,201402,대구광역시,산업용,19549,551744311,67060768661,121.5,4.5,20.4,-7.0,54.0,7.0,2.0,
610,201403,대구광역시,산업용,19599,576799714,59101496067,102.5,9.7,26.4,-1.1,51.0,110.5,2.0,
611,201404,대구광역시,산업용,19646,577405120,56568770768,98.0,15.5,27.9,4.6,48.0,105.0,2.0,
612,201405,대구광역시,산업용,19699,548116491,54126360192,98.7,21.2,37.4,8.5,44.0,24.4,2.1,
613,201406,대구광역시,산업용,19772,560236957,64965441809,116.0,23.4,33.4,15.4,63.0,28.2,2.2,
614,201407,대구광역시,산업용,19882,588864475,73732425290,125.2,27.0,37.5,20.1,68.0,142.6,1.9,
615,201408,대구광역시,산업용,19929,536730615,66879710566,124.6,24.7,33.9,17.3,79.0,402.8,1.9,
616,201409,대구광역시,산업용,19977,531973077,56865915718,106.9,22.5,32.3,13.7,68.0,110.5,1.8,
617,201410,대구광역시,산업용,20011,554552993,54962059423,99.1,16.4,26.0,6.7,64.0,88.6,1.5,
618,201411,대구광역시,산업용,20047,554575850,64807970588,116.9,10.3,20.5,0.0,60.0,45.3,1.5,
619,201412,대구광역시,산업용,20081,591017973,71677150156,121.3,1.2,11.8,-7.4,47.0,5.5,2.4,
620,201501,대구광역시,산업용,20111,602778084,72363515012,120.1,2.3,11.8,-6.1,57.0,24.1,2.0,
621,201502,대구광역시,산업용,20161,566797790,68517687443,120.9,3.8,14.7,-8.9,53.0,14.6,2.3,
622,201503,대구광역시,산업용,20169,552976500,57498279298,104.0,9.2,24.1,-4.8,46.0,50.5,2.2,
623,201504,대구광역시,산업용,20207,580540193,57388963930,98.9,14.6,30.0,3.9,63.0,82.7,2.3,
624,201505,대구광역시,산업용,20241,542186860,54100276587,99.8,21.7,34.5,9.6,49.0,34.7,2.0,
625,201506,대구광역시,산업용,20283,567417965,67899647266,119.7,22.9,35.0,12.9,66.0,62.1,2.3,
626,201507,대구광역시,산업용,20318,574502720,72911482701,126.9,25.0,37.0,16.8,72.0,157.5,2.4,6.8
627,201508,대구광역시,산업용,20366,531062904,66646464147,125.5,26.0,38.3,18.3,75.0,269.5,1.7,5.8
628,201509,대구광역시,산업용,20405,550710136,58277973132,105.8,20.6,30.0,12.8,77.0,70.3,1.8,4.9
629,201510,대구광역시,산업용,20430,529171929,53073084332,100.3,15.8,26.9,2.8,68.0,38.1,1.9,2.5
630,201511,대구광역시,산업용,20442,551341386,64349517614,116.7,11.0,21.8,-0.3,80.0,70.9,1.9,7.0
631,201512,대구광역시,산업용,20449,573024664,69308398722,121.0,4.5,13.5,-5.6,69.0,33.5,1.9,4.4
632,201601,대구광역시,산업용,20455,584305366,69476839089,118.9,-0.2,13.9,-13.0,58.0,23.8,2.1,3.7
633,201602,대구광역시,산업용,20490,555477234,66667475541,120.0,3.1,15.9,-6.1,52.0,15.5,2.4,3.6
634,201603,대구광역시,산업용,20507,579268671,59510886551,102.7,8.8,22.4,-4.6,55.0,67.5,2.2,4.5
635,201604,대구광역시,산업용,20523,562355095,55163276940,98.1,14.9,27.2,4.0,61.0,151.0,2.5,5.2
636,201605,대구광역시,산업용,20540,541661699,54087746367,99.9,20.0,32.3,8.2,59.0,65.0,2.3,4.3
637,201606,대구광역시,산업용,20550,564537116,66626877933,118.0,23.4,33.5,12.3,67.0,45.7,2.2,6.2
638,201607,대구광역시,산업용,20575,574331921,71007972777,123.6,26.4,36.1,19.4,73.0,307.3,2.0,7.0
639,201608,대구광역시,산업용,20598,554833665,69970749599,126.1,27.6,38.1,16.9,65.0,81.2,2.3,4.2
640,201609,대구광역시,산업용,20631,532195249,57482839274,108.0,21.9,32.2,13.1,79.0,306.5,1.6,7.8
641,201610,대구광역시,산업용,20647,541374716,54591488549,100.8,16.6,27.6,5.7,75.0,111.5,1.7,6.4
642,201611,대구광역시,산업용,20640,577993987,68228903760,118.0,8.8,20.4,-3.0,62.0,11.3,1.9,4.1
643,201612,대구광역시,산업용,20670,593803485,72535891274,122.2,4.0,16.6,-5.1,58.0,41.0,2.1,4.1
644,201701,대구광역시,산업용,20684,595113621,72028045102,121.0,1.1,13.0,-9.0,52.0,2.5,2.5,2.8
645,201702,대구광역시,산업용,20695,573406388,70206452163,122.4,3.2,17.1,-6.2,46.0,25.7,2.8,3.0
646,201703,대구광역시,산업용,20746,580856764,60186049878,103.6,7.9,20.2,-2.5,50.0,38.4,2.3,4.2
647,201704,대구광역시,산업용,20758,568665523,56607267221,99.5,15.7,31.1,2.1,52.0,53.0,2.3,4.2
648,201705,대구광역시,산업용,20755,538078243,54226884951,100.8,20.8,35.9,8.5,52.0,33.1,2.3,4.0
649,201706,대구광역시,산업용,20778,559063767,67383149246,120.5,23.3,36.3,12.2,60.0,71.5,2.4,5.0
650,201707,대구광역시,산업용,20797,574018299,72503684424,126.3,28.0,38.4,19.1,75.0,105.3,1.9,6.9
651,201708,대구광역시,산업용,20807,552044089,70207426358,127.2,26.4,37.0,15.5,75.0,171.3,2.2,6.1
652,201709,대구광역시,산업용,20819,571810497,60643825185,106.1,21.5,30.4,9.2,68.0,97.5,1.8,4.8
653,201710,대구광역시,산업용,20839,494536366,50638730169,102.4,16.2,29.1,1.7,71.0,54.3,1.8,5.8
654,201711,대구광역시,산업용,20817,567825340,67199287090,118.3,7.8,22.2,-3.5,53.0,0.1,2.0,3.1
655,201712,대구광역시,산업용,20818,586777822,71254410589,121.4,0.7,12.8,-10.2,46.0,11.0,2.6,2.9
656,201801,대구광역시,산업용,20834,604253040,73243722455,121.2,-0.9,13.2,-13.9,49.0,21.1,2.5,3.9
657,201802,대구광역시,산업용,20860,567793024,69011982972,121.5,1.3,15.0,-10.9,40.0,25.1,2.5,3.6
658,201803,대구광역시,산업용,20867,552171905,57848712932,104.8,9.2,25.9,-2.8,60.0,98.7,2.3,4.3
659,201804,대구광역시,산업용,20857,553021374,55491518416,100.3,15.0,32.0,0.5,52.0,113.0,2.6,4.6
660,201805,대구광역시,산업용,20847,546931619,54685225043,100.0,19.2,32.0,7.2,62.0,99.7,2.4,6.1
661,201806,대구광역시,산업용,20842,551770093,65150095956,118.1,23.6,35.3,13.7,60.0,121.1,2.2,6.1
662,201807,대구광역시,산업용,20824,568324314,72019578107,126.7,28.2,39.2,17.6,66.0,169.6,2.2,5.1
663,201808,대구광역시,산업용,20817,558475987,70840699643,126.8,27.7,38.7,18.4,68.0,334.2,2.4,5.8
664,201809,대구광역시,산업용,20823,538644145,57510062893,106.8,21.0,30.4,10.4,71.0,109.0,1.9,6.7
665,201810,대구광역시,산업용,20815,522218517,52713089336,100.9,14.3,25.8,2.8,63.0,165.1,1.8,3.6
666,201811,대구광역시,산업용,20801,555314912,65585871787,118.1,8.8,21.2,-2.7,63.0,17.2,1.3,3.5
667,201812,대구광역시,산업용,20800,568537161,68851669189,121.1,2.0,16.1,-8.8,50.0,23.8,2.1,4.0
668,201901,대구광역시,산업용,20748,593712113,71800135879,120.9,1.7,12.5,-7.2,44.0,9.5,2.3,3.0
669,201902,대구광역시,산업용,20730,525314770,64471147701,122.7,4.0,15.7,-4.7,47.0,26.2,2.1,5.0
670,201903,대구광역시,산업용,20728,536846637,56284001724,104.8,9.4,24.2,-1.5,50.0,20.7,2.4,4.8
671,201905,대구광역시,산업용,20716,530719477,53464164440,100.7,20.7,34.5,7.2,47.0,25.7,2.1,4.4
672,201001,대전광역시,산업용,4675,256888382,19910559418,77.5,-2.7,10.2,-14.4,67.0,46.4,1.5,4.1
673,201002,대전광역시,산업용,4687,232372742,18412318680,79.2,2.1,20.0,-10.0,63.0,81.5,1.7,5.0
674,201003,대전광역시,산업용,4697,248296614,17534305516,70.6,5.3,20.4,-4.2,62.0,100.1,2.3,6.2
675,201004,대전광역시,산업용,4719,245189101,17225175555,70.3,10.0,24.2,-1.2,55.0,88.5,2.3,4.9
676,201005,대전광역시,산업용,4723,243102131,16888510419,69.5,17.8,30.8,3.6,60.0,117.6,2.0,5.1
677,201006,대전광역시,산업용,4735,255077704,17845741310,70.0,23.4,31.9,11.2,62.0,65.6,1.8,5.6
678,201007,대전광역시,산업용,4743,274716799,23969539395,87.3,25.7,33.3,20.0,75.0,223.1,1.8,7.0
679,201008,대전광역시,산업용,4762,263421503,24146332757,91.7,27.1,33.9,21.9,80.0,376.4,1.6,7.1
680,201009,대전광역시,산업용,4775,256426495,19183578872,74.8,21.9,32.9,7.3,77.0,250.5,1.5,5.5
681,201010,대전광역시,산업용,4775,253790590,18630553408,73.4,14.2,24.4,-1.6,71.0,17.9,1.4,3.8
682,201011,대전광역시,산업용,4776,252871640,21634614131,85.6,6.9,18.4,-4.3,60.0,16.4,1.6,2.9
683,201012,대전광역시,산업용,4783,265119330,22643611230,85.4,0.1,16.3,-13.1,67.0,35.7,1.5,3.8
684,201101,대전광역시,산업용,4797,278970115,23515612415,84.3,-5.7,3.3,-16.1,60.0,4.0,1.6,3.2
685,201102,대전광역시,산업용,4796,245689234,21040569420,85.6,1.8,15.5,-9.3,60.0,44.8,1.4,4.0
686,201103,대전광역시,산업용,4810,268408975,19643085591,73.2,4.5,20.3,-5.5,49.0,19.0,2.3,3.1
687,201104,대전광역시,산업용,4825,258962605,18912230419,73.0,11.6,23.6,1.7,53.0,71.0,2.2,4.5
688,201105,대전광역시,산업용,4837,258973170,18573228405,71.7,18.1,28.5,7.9,60.0,162.0,2.1,5.7
689,201106,대전광역시,산업용,4857,273344090,19687446329,72.0,22.7,31.7,13.0,66.0,391.6,2.0,6.3
690,201107,대전광역시,산업용,4877,286051552,25305223317,88.5,25.7,32.9,19.4,81.0,587.3,1.7,8.0
691,201108,대전광역시,산업용,4894,285490672,26855140746,94.1,25.8,33.3,17.9,78.0,420.3,1.9,7.5
692,201109,대전광역시,산업용,4884,264084869,20559308178,77.9,21.2,31.9,11.2,70.0,91.7,1.5,4.8
693,201110,대전광역시,산업용,4890,250995669,19108188592,76.1,13.5,23.6,0.8,69.0,37.0,1.3,4.4
694,201111,대전광역시,산업용,4912,249739692,22816612503,91.4,11.2,25.5,-2.4,67.0,103.2,1.7,5.9
695,201112,대전광역시,산업용,4920,255378559,25140354907,98.4,0.4,10.7,-10.2,60.0,11.5,1.5,4.8
696,201201,대전광역시,산업용,4933,261711437,25966559573,99.2,-1.5,9.1,-11.4,61.0,16.4,1.5,4.7
697,201202,대전광역시,산업용,4937,263841632,26500730715,100.4,-1.0,13.5,-14.1,52.0,2.5,1.7,4.0
