,date,place,usage,고객호수,사용량(kWh),전기요금(원),평균판매단가(원/kWh),평균기온(C),최고기온(C),최저기온(C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량
0,201001,강원도,산업용,10295,463950773,35139335712,75.7,-5.0,8.2,-19.4,66.0,40.8,1.0,3.8
1,201002,강원도,산업용,10317,422910243,32495554645,76.8,1.2,20.0,-11.5,62.0,62.1,1.2,5.1
2,201003,강원도,산업용,10316,517990816,34865302481,67.3,4.6,18.8,-4.0,63.0,78.2,1.6,6.6
3,201004,강원도,산업용,10370,534291666,35837294235,67.1,10.0,25.3,-1.4,51.0,58.5,1.7,5.5
4,201005,강원도,산업용,10401,552798158,36102869755,65.3,17.8,31.4,3.3,57.0,78.0,1.4,5.5
5,201006,강원도,산업용,10442,555653248,36892838836,66.4,23.4,33.7,8.8,63.0,86.6,1.1,5.5
6,201007,강원도,산업용,10518,519317358,43514434931,83.8,26.1,34.2,19.2,74.0,174.8,1.1,7.9
7,201008,강원도,산업용,10572,486324103,42584423469,87.6,27.1,36.0,21.6,78.0,269.9,1.1,7.8
8,201009,강원도,산업용,10622,475862246,34456881597,72.4,21.1,34.2,7.2,76.0,550.2,0.9,6.2
9,201010,강원도,산업용,10642,546945649,38087119329,69.6,13.7,24.9,-1.9,69.0,24.7,0.8,4.8
10,201011,강원도,산업용,10752,567036330,46532417979,82.1,5.8,18.5,-5.5,54.0,19.5,1.1,3.2
11,201012,강원도,산업용,10852,574760250,46968406506,81.7,-1.6,16.0,-14.2,59.0,18.9,1.4,4.3
12,201101,강원도,산업용,10897,543621151,44441563342,81.8,-7.7,1.9,-18.6,55.0,11.0,1.2,2.5
13,201102,강원도,산업용,10912,504535587,41783699836,82.8,0.8,14.3,-10.8,58.0,42.4,1.1,4.6
14,201103,강원도,산업용,10923,611321099,42162705274,69.0,3.7,18.7,-7.1,50.0,38.5,2.0,3.5
15,201104,강원도,산업용,10974,601744447,41985386372,69.8,11.1,23.7,1.1,53.0,163.1,1.9,5.0
16,201105,강원도,산업용,11013,616765922,41905550293,67.9,18.3,29.8,8.0,56.0,109.1,1.7,5.8
17,201106,강원도,산업용,11057,618944279,42849222153,69.2,22.8,33.7,14.0,64.0,364.8,1.6,6.2
18,201107,강원도,산업용,11083,595903573,50950542056,85.5,25.5,35.3,18.7,78.0,882.0,1.3,8.3
19,201108,강원도,산업용,11141,576713181,52988882307,91.9,25.9,35.4,17.5,75.0,369.8,1.3,7.7
20,201109,강원도,산업용,11156,604959584,44724133909,73.9,20.5,33.0,8.7,68.0,96.7,1.2,4.8
21,201110,강원도,산업용,11178,654763940,46768251857,71.4,12.1,22.6,-0.9,69.0,44.6,1.1,4.4
22,201111,강원도,산업용,11189,634952657,55727217330,87.8,9.6,25.5,-5.1,64.0,55.0,1.4,6.0
23,201112,강원도,산업용,11215,638077502,60394683117,94.7,-2.0,9.3,-13.8,57.0,11.0,1.3,4.0
24,201201,강원도,산업용,11259,581408142,55187040829,94.9,-3.9,9.3,-14.8,58.0,10.5,1.2,4.1
25,201202,강원도,산업용,11258,537959873,53040030542,98.6,-2.6,12.4,-20.5,48.0,2.1,1.5,3.5
26,201203,강원도,산업용,11271,614494922,48282035458,78.6,4.9,18.6,-7.2,53.0,50.9,2.0,5.7
27,201204,강원도,산업용,11282,602629232,46754679507,77.6,12.4,28.6,-1.7,52.0,125.1,2.0,4.8
28,201205,강원도,산업용,11329,623123684,49511573284,79.5,18.7,29.4,7.7,53.0,27.7,1.6,4.9
29,201206,강원도,산업용,11364,623503577,50719881243,81.3,23.6,33.0,13.2,56.0,70.5,1.8,6.0
30,201207,강원도,산업용,11454,602175744,59179825035,98.3,25.6,34.4,17.6,73.0,449.6,1.5,7.4
31,201208,강원도,산업용,11451,557897312,57623638877,103.3,26.5,37.1,17.6,71.0,338.1,1.8,7.2
32,201209,강원도,산업용,11488,548144972,47263051441,86.2,19.5,30.7,7.9,74.0,156.1,1.3,6.4
33,201210,강원도,산업용,11588,581388466,48256848625,83.0,13.2,25.0,1.3,66.0,53.1,1.2,3.7
34,201211,강원도,산업용,11517,581731734,59750179141,102.7,4.3,15.9,-5.9,64.0,44.5,1.5,5.0
35,201212,강원도,산업용,11540,606718083,61116263717,100.7,-4.9,7.8,-16.2,64.0,50.3,1.3,3.7
36,201301,강원도,산업용,11584,554660933,58051485269,104.7,-4.9,13.2,-20.3,64.0,20.4,1.2,4.5
37,201302,강원도,산업용,11581,495934431,53846943780,108.6,-1.3,15.1,-17.0,54.0,41.8,1.5,4.7
38,201303,강원도,산업용,11564,586599870,51552641665,87.9,5.4,24.5,-5.7,58.0,49.1,1.7,3.7
39,201304,강원도,산업용,11583,602432845,52574360079,87.3,9.8,26.8,-1.2,62.0,82.0,2.1,5.6
40,201305,강원도,산업용,11620,629470495,54254015694,86.2,18.3,31.2,6.0,64.0,82.6,1.6,4.8
41,201306,강원도,산업용,11633,602470154,52271250409,86.8,23.9,32.6,13.4,71.0,199.2,1.4,5.8
42,201307,강원도,산업용,11659,565264620,60224954727,106.5,26.0,32.5,20.8,82.0,642.2,1.6,8.2
43,201308,강원도,산업용,11674,548367685,58070735454,105.9,26.9,34.1,19.6,78.0,153.5,1.3,5.8
44,201309,강원도,산업용,11737,565758684,50142322223,88.6,20.5,30.4,8.7,78.0,138.3,1.2,5.9
45,201310,강원도,산업용,11760,586656580,51101983429,87.1,14.2,27.7,1.9,74.0,12.8,1.2,3.3
46,201311,강원도,산업용,11795,590577713,64445549971,109.1,4.9,21.4,-7.6,72.0,48.7,1.4,4.2
47,201312,강원도,산업용,11872,603102513,67208842432,111.4,-1.2,9.9,-12.6,76.0,30.5,1.1,4.3
48,201401,강원도,산업용,11908,567932145,63400353362,111.6,-1.8,8.2,-13.1,67.0,15.4,1.0,3.7
49,201402,강원도,산업용,11896,496798838,57696810842,116.1,1.3,15.1,-10.4,65.0,32.2,1.3,4.4
50,201403,강원도,산업용,11896,592497537,54754126719,92.4,7.3,24.5,-5.6,60.0,17.8,1.7,4.1
51,201404,강원도,산업용,11920,593474052,54438975321,91.7,13.8,26.7,-1.0,58.0,47.6,1.5,4.7
52,201405,강원도,산업용,11958,611485973,54870833515,89.7,19.0,34.1,5.1,58.0,35.2,1.9,3.2
53,201406,강원도,산업용,12000,586997811,63763854065,108.6,22.9,31.9,15.0,68.0,40.1,1.6,7.0
54,201407,강원도,산업용,12040,605010420,70060007675,115.8,26.2,35.9,18.3,71.0,117.8,1.6,7.0
55,201408,강원도,산업용,12107,577545076,64875891439,112.3,24.6,35.1,17.1,79.0,258.2,1.4,7.6
56,201409,강원도,산업용,12138,584131577,54356357389,93.1,21.3,31.2,11.5,72.0,79.7,1.2,4.8
57,201410,강원도,산업용,12157,631119925,56999807710,90.3,14.1,27.5,1.6,71.0,116.8,1.2,3.2
58,201411,강원도,산업용,12173,620661127,69300416819,111.7,7.6,17.6,-3.0,71.0,21.5,1.1,4.6
59,201412,강원도,산업용,12186,616100631,70174293947,113.9,-3.1,9.7,-14.7,64.0,19.0,1.4,3.6
60,201501,강원도,산업용,12216,585592815,67086006515,114.6,-1.0,9.1,-12.7,68.0,16.8,1.2,4.2
61,201502,강원도,산업용,12226,534452784,60992803650,114.1,1.3,13.6,-13.1,63.0,16.8,1.6,
62,201503,강원도,산업용,12225,620521169,57438991298,92.6,6.7,22.8,-7.2,47.0,23.0,1.7,
63,201504,강원도,산업용,12261,615945262,56900923393,92.4,13.5,27.6,2.7,61.0,106.6,1.7,
64,201505,강원도,산업용,12280,636216341,57143815369,89.8,19.9,33.0,6.7,55.0,32.0,1.8,
65,201506,강원도,산업용,12322,633287884,71920180203,113.6,23.8,35.0,11.8,63.0,177.0,1.6,
66,201507,강원도,산업용,12356,624538663,72544540252,116.2,26.2,36.3,14.9,72.0,196.3,1.7,
67,201508,강원도,산업용,12411,611891274,68802820961,112.4,26.2,37.0,16.4,74.0,101.5,1.4,
68,201509,강원도,산업용,12435,623787954,57869626913,92.8,20.7,29.2,12.5,67.0,36.6,1.1,
69,201510,강원도,산업용,12466,650034319,59149090885,91.0,14.6,25.2,-1.2,68.0,56.0,1.0,
70,201511,강원도,산업용,12506,589781419,66281245326,112.4,9.2,19.8,-4.0,79.0,111.4,1.0,
71,201512,강원도,산업용,12532,629579532,71619907010,113.8,1.7,11.1,-10.1,70.0,29.8,0.8,
72,201601,강원도,산업용,12571,586635833,66759603198,113.8,-2.5,10.6,-15.9,57.0,1.6,1.0,
73,201602,강원도,산업용,12588,529649384,60761276156,114.7,0.8,17.3,-10.8,57.0,45.8,1.2,
74,201603,강원도,산업용,12608,605570851,57619985657,95.1,7.1,20.3,-9.8,51.0,36.5,1.1,
75,201604,강원도,산업용,12650,707587252,57292283306,81.0,14.8,30.0,4.6,51.0,71.5,1.4,
76,201605,강원도,산업용,12681,639472522,58238363772,91.1,19.3,30.7,8.6,53.0,87.4,1.3,
77,201606,강원도,산업용,12719,606478651,69095545719,113.9,23.6,32.4,13.7,58.0,35.8,1.2,
78,201607,강원도,산업용,12780,625637196,71791357407,114.7,25.7,33.8,19.1,71.0,360.1,1.1,
79,201608,강원도,산업용,12797,614149071,71619476715,116.6,27.0,35.7,13.6,64.0,49.4,1.2,
80,201609,강원도,산업용,12828,606281460,57187191500,94.3,21.8,30.3,11.0,68.0,47.1,1.0,
81,201610,강원도,산업용,12893,632047651,58099663147,91.9,15.1,28.4,1.3,70.0,81.4,0.9,
82,201611,강원도,산업용,12951,624531295,71396105776,114.3,6.7,19.0,-5.9,64.0,24.3,0.8,
83,201612,강원도,산업용,12984,638167336,74227420896,116.3,0.8,14.2,-11.1,66.0,33.7,0.8,
84,201701,강원도,산업용,13052,598024331,72322211422,120.9,-2.2,12.2,-15.2,60.0,16.2,0.8,
85,201702,강원도,산업용,13063,554832664,65654432975,118.3,-0.1,12.6,-11.4,56.0,17.5,1.1,
86,201703,강원도,산업용,13071,622165166,58991981628,94.8,5.6,17.6,-5.0,50.0,22.7,1.1,
87,201704,강원도,산업용,13111,616919215,57589615359,93.4,13.6,27.8,1.4,48.0,38.1,1.4,
88,201705,강원도,산업용,13128,627625262,58416262324,93.1,18.8,29.7,7.9,50.0,30.1,1.3,
89,201706,강원도,산업용,13189,612544625,70892882175,115.7,22.1,34.0,11.8,55.0,73.7,1.2,
90,201707,강원도,산업용,13192,606606453,71347867602,117.6,25.7,33.0,20.9,75.0,505.6,0.9,
91,201708,강원도,산업용,13229,581564103,68951143500,118.6,24.2,34.8,14.1,73.0,273.6,1.0,
92,201709,강원도,산업용,13231,586710393,57461521182,97.9,19.5,28.3,8.5,67.0,16.0,0.9,
93,201710,강원도,산업용,13225,611076093,55788791391,91.3,14.6,25.5,-0.6,66.0,15.9,0.7,
94,201711,강원도,산업용,13267,639040996,73653376648,115.3,5.1,18.5,-6.5,59.0,35.2,0.8,
95,201712,강원도,산업용,13290,635258893,73174204496,115.2,-2.1,8.6,-13.5,56.0,19.0,0.9,
96,201801,강원도,산업용,13316,583013251,68524411231,117.5,-3.8,9.1,-17.4,54.0,4.4,0.9,
97,201802,강원도,산업용,13340,551599238,64032697705,116.1,-1.6,10.9,-15.5,45.0,27.4,1.0,
98,201803,강원도,산업용,13354,600729214,57477992330,95.7,8.2,21.8,-5.9,56.0,53.6,1.3,
99,201804,강원도,산업용,13371,596955880,56249516502,94.2,13.2,28.5,1.3,53.0,112.6,1.4,
100,201805,강원도,산업용,13381,597656694,56133308141,93.9,17.9,29.6,5.0,63.0,211.3,1.2,
101,201806,강원도,산업용,13414,601239070,67785824642,112.7,23.0,32.5,13.7,58.0,131.8,1.2,
102,201807,강원도,산업용,13451,605090418,70893152620,117.2,27.1,36.6,15.4,66.0,122.5,1.1,
103,201808,강원도,산업용,13475,581020155,67952752038,117.0,27.4,38.8,18.6,65.0,258.2,1.3,6.3
104,201809,강원도,산업용,13504,564388271,53788199567,95.3,19.9,29.6,8.7,67.0,147.6,1.0,5.6
105,201810,강원도,산업용,13541,597856215,55449630168,92.7,11.6,25.0,0.2,69.0,89.5,0.8,4.6
106,201811,강원도,산업용,13574,608143205,69411050902,114.1,6.8,18.5,-3.7,67.0,45.0,0.6,4.3
107,201812,강원도,산업용,13602,606504952,69111240315,114.0,-1.1,12.7,-13.0,56.0,25.3,0.8,4.2
108,201901,강원도,산업용,13629,582592914,68486540482,117.6,-1.6,8.2,-11.3,49.0,0.7,0.8,3.2
109,201902,강원도,산업용,13627,499178837,57432841579,115.1,1.3,13.1,-8.6,52.0,25.4,0.9,5.0
110,201903,강원도,산업용,13642,570260843,55498624384,97.3,6.9,19.3,-2.9,53.0,42.8,1.2,4.9
111,201905,강원도,산업용,13672,586932298,55053820156,93.8,19.2,32.5,5.8,45.0,10.4,1.3,4.0
112,201001,경기도,산업용,96802,4018117308,315136795695,78.4,-4.4,9.2,-18.6,73.0,26.9,1.5,3.8
113,201002,경기도,산업용,97066,3835305895,303545368396,79.1,1.4,19.1,-11.5,69.0,56.7,1.6,5.0
114,201003,경기도,산업용,97212,3837089474,277092905318,72.2,4.6,14.7,-3.6,69.0,78.7,2.3,6.3
115,201004,경기도,산업용,97554,3913331448,277432917629,70.9,9.6,21.8,-0.8,65.0,58.6,2.2,5.2
116,201005,경기도,산업용,97842,3783500887,265883567826,70.3,17.1,29.8,4.1,73.0,100.7,1.9,5.5
117,201006,경기도,산업용,98149,3871397578,276283917333,71.4,23.1,33.3,12.5,73.0,116.1,1.6,5.3
118,201007,경기도,산업용,98452,4070133169,354843526857,87.2,26.0,33.4,20.9,83.0,206.8,1.8,7.4
119,201008,경기도,산업용,98791,4029008403,373542410933,92.7,26.9,34.2,21.4,86.0,372.8,1.6,7.4
120,201009,경기도,산업용,99032,3937083799,304808781078,77.4,22.2,33.7,7.7,81.0,375.9,1.7,5.7
121,201010,경기도,산업용,99388,3666460064,276039162256,75.3,14.4,24.7,-1.6,74.0,30.0,1.4,3.7
122,201011,경기도,산업용,99656,4160647787,347586658173,83.5,6.4,18.0,-4.6,68.0,18.1,1.7,3.1
123,201012,경기도,산업용,99847,4308334440,369006189492,85.6,-0.8,14.7,-14.3,69.0,29.3,1.8,3.9
124,201101,경기도,산업용,100064,4563549970,385519311152,84.5,-7.2,3.2,-16.9,65.0,11.3,1.5,2.7
125,201102,경기도,산업용,100383,4139403698,354728705082,85.7,0.6,13.4,-11.2,70.0,49.8,1.4,4.1
126,201103,경기도,산업용,100577,4242080316,318511742338,75.1,3.5,16.9,-6.7,63.0,23.4,2.2,3.2
127,201104,경기도,산업용,101025,4162320590,306618618741,73.7,10.1,21.0,0.2,67.0,186.4,2.0,4.7
128,201105,경기도,산업용,101318,4044865785,296636910264,73.3,16.2,29.0,6.4,58.0,74.2,1.8,5.5
129,201106,경기도,산업용,101599,4123123016,306190132845,74.3,21.1,32.6,11.7,73.0,391.5,1.9,6.1
130,201107,경기도,산업용,101895,4322852614,389016157663,90.0,25.3,35.8,18.6,87.0,794.3,1.7,8.1
131,201108,경기도,산업용,102182,4184244741,408863867240,97.7,26.1,35.6,18.6,83.0,315.1,1.8,7.6
132,201109,경기도,산업용,102421,4053895243,331210255336,81.7,21.7,33.3,9.9,71.0,32.8,1.7,4.5
133,201110,경기도,산업용,102688,4095166173,316377766678,77.3,13.9,23.8,1.2,70.0,38.4,1.1,3.9
134,201111,경기도,산업용,102891,4174580304,379717470053,91.0,11.2,25.8,-3.8,71.0,46.3,1.6,5.9
135,201112,경기도,산업용,103134,4405269899,432406385999,98.2,-0.4,9.9,-12.1,63.0,12.4,1.6,4.0
136,201201,경기도,산업용,103378,4566180660,453624521628,99.3,-2.7,8.7,-12.7,63.0,9.9,1.5,3.5
137,201202,경기도,산업용,103641,4473620858,458009453486,102.4,-1.9,12.5,-16.2,56.0,0.7,1.8,3.4
138,201203,경기도,산업용,103926,4468037408,384567295400,86.1,5.1,17.7,-5.1,65.0,43.1,2.3,5.2
139,201204,경기도,산업용,104230,4291965866,358632327985,83.6,12.1,29.1,0.8,66.0,125.5,2.2,4.5
140,201205,경기도,산업용,104552,4209758934,355251632622,84.4,19.1,29.1,9.7,63.0,16.5,1.6,4.3
141,201206,경기도,산업용,104862,4247167138,358185435829,84.3,23.6,33.9,14.9,67.0,100.8,2.1,5.3
142,201207,경기도,산업용,105082,4409916597,452852497221,102.7,25.5,33.3,18.0,83.0,572.3,1.8,7.0
143,201208,경기도,산업용,105246,4392583484,490456405567,111.7,27.3,37.4,17.9,78.0,426.2,2.3,6.9
144,201209,경기도,산업용,105431,4266790435,398850782999,93.5,20.8,29.5,11.3,77.0,241.0,1.5,5.6
145,201210,경기도,산업용,105604,4132456236,374547957414,90.6,14.8,26.1,2.1,71.0,98.6,1.3,3.4
146,201211,경기도,산업용,105908,4422098553,474145970237,107.2,5.7,16.3,-4.2,71.0,66.5,1.7,4.7
147,201212,경기도,산업용,106126,4721191293,501001592444,106.1,-3.9,9.6,-14.4,70.0,47.2,1.5,3.4
148,201301,경기도,산업용,106411,4870413478,532644940416,109.4,-3.4,13.7,-18.1,71.0,23.1,1.4,4.1
149,201302,경기도,산업용,106727,4452910418,504407364356,113.3,-1.0,15.2,-14.8,65.0,53.4,1.8,4.6
150,201303,경기도,산업용,106964,4511274600,429310146905,95.2,4.8,25.0,-4.8,65.0,48.2,1.8,3.4
151,201304,경기도,산업용,107346,4477366451,414998680772,92.7,9.7,22.4,-0.1,67.0,69.5,2.3,4.8
152,201305,경기도,산업용,107684,4413901325,410878907321,93.1,17.6,31.1,6.8,71.0,129.0,1.7,4.6
153,201306,경기도,산업용,108005,4399138375,408076691762,92.8,23.5,32.1,13.2,73.0,69.6,1.5,5.2
154,201307,경기도,산업용,108257,4607905743,524948023802,113.9,25.5,31.1,19.6,84.0,405.9,1.9,8.4
155,201308,경기도,산업용,108507,4561274419,530228673350,116.2,27.4,34.7,19.6,81.0,157.0,1.7,5.9
156,201309,경기도,산업용,108767,4343850619,422189856201,97.2,21.7,31.2,10.4,72.0,183.6,1.7,5.3
157,201310,경기도,산업용,109020,4332880501,403666663643,93.2,15.7,28.6,3.6,69.0,5.4,1.7,2.8
158,201311,경기도,산업용,109215,4495720349,508403822253,113.1,6.2,21.8,-5.4,69.0,61.9,1.9,4.1
159,201312,경기도,산업용,109535,4773134169,561674196888,117.7,0.0,11.5,-9.9,73.0,33.5,1.5,4.2
160,201401,경기도,산업용,109861,4853126054,566504689205,116.7,-0.6,9.3,-10.8,61.0,9.9,1.4,3.3
161,201402,경기도,산업용,110171,4503995388,541900519440,120.3,2.1,16.0,-9.6,61.0,16.5,1.8,4.3
162,201403,경기도,산업용,110450,4641937852,460966612468,99.3,7.6,24.7,-4.2,61.0,10.9,2.1,4.0
163,201404,경기도,산업용,110835,4560606849,443786614857,97.3,13.3,26.3,1.4,63.0,55.7,1.9,4.6
164,201405,경기도,산업용,111228,4406915234,427508343030,97.0,18.2,33.2,6.0,63.0,64.4,2.2,3.2
165,201406,경기도,산업용,111634,4478707366,520162023855,116.1,22.9,30.6,17.2,74.0,68.1,2.0,6.7
166,201407,경기도,산업용,112008,4764338908,591243221300,124.1,25.6,34.6,19.7,79.0,264.0,1.9,7.0
167,201408,경기도,산업용,112301,4573833126,556977226391,121.8,24.7,34.3,18.2,81.0,290.9,1.9,7.3
168,201409,경기도,산업용,112605,4383642203,446385920964,101.8,21.8,31.4,12.8,73.0,92.0,1.5,5.1
169,201410,경기도,산업용,112862,4482410114,436568294781,97.4,15.2,28.2,1.9,69.0,85.4,1.6,3.4
170,201411,경기도,산업용,113170,4511645424,523040675073,115.9,8.5,21.3,-1.9,70.0,44.2,1.5,4.4
171,201412,경기도,산업용,113420,4889142756,582693971390,119.2,-2.0,8.7,-11.1,60.0,27.1,2.0,3.8
172,201501,경기도,산업용,113664,4997455612,588953163679,117.9,-0.5,9.3,-10.2,63.0,17.5,1.8,4.2
173,201502,경기도,산업용,113994,4654338153,548685004822,117.9,1.3,12.9,-11.7,64.0,22.7,2.0,4.5
174,201503,경기도,산업용,114152,4668977253,465532599704,99.7,6.0,21.8,-6.0,53.0,12.5,2.0,2.9
175,201504,경기도,산업용,114531,4687511914,455198415727,97.1,13.1,27.4,3.0,63.0,99.2,2.1,5.0
176,201505,경기도,산업용,114848,4507133174,436598639862,96.9,18.2,31.8,7.3,63.0,32.6,2.0,4.0
177,201506,경기도,산업용,115316,4605335404,556369080520,120.8,23.1,33.6,13.9,66.0,30.2,1.9,5.7
178,201507,경기도,산업용,115572,4689497258,588401325135,125.5,25.5,35.0,16.8,78.0,225.8,2.1,7.0
179,201508,경기도,산업용,115936,4914070131,590473500707,120.2,26.2,35.3,18.2,78.0,71.0,1.6,5.6
180,201509,경기도,산업용,116261,4682064047,473495329501,101.1,22.1,30.8,12.8,66.0,6.9,1.6,3.9
181,201510,경기도,산업용,116503,4543864640,440151564706,96.9,15.3,26.7,-0.1,71.0,67.4,1.4,3.3
182,201511,경기도,산업용,116813,4657230376,539922494334,115.9,9.5,20.7,-4.8,80.0,116.0,1.7,6.8
183,201512,경기도,산업용,117014,4919161782,592367263621,120.4,2.4,13.4,-9.3,67.0,49.3,1.5,4.5
184,201601,경기도,산업용,117362,5050182277,587942056542,116.4,-2.1,10.7,-16.2,59.0,4.6,1.7,4.0
185,201602,경기도,산업용,117580,4844967606,564877448297,116.6,0.9,16.6,-10.5,59.0,52.6,1.9,4.0
186,201603,경기도,산업용,117882,4947321460,490177635618,99.1,7.0,22.2,-7.0,58.0,54.8,1.7,3.9
187,201604,경기도,산업용,118223,4797644272,458366930216,95.5,13.9,29.7,4.1,64.0,79.2,1.8,5.3
188,201605,경기도,산업용,118618,4576832600,445260707898,97.3,19.1,31.8,8.1,65.0,156.4,2.0,4.7
189,201606,경기도,산업용,118923,4774342475,562770929397,117.9,23.2,31.4,15.3,73.0,37.4,1.9,5.4
190,201607,경기도,산업용,119248,4981127129,603770739196,121.2,26.0,34.2,19.8,83.0,317.7,1.8,7.2
191,201608,경기도,산업용,119574,4987985934,610270933382,122.3,27.7,36.5,16.1,73.0,73.0,1.8,5.0
192,201609,경기도,산업용,119908,4780111550,486398226409,101.8,22.7,31.5,14.1,75.0,67.8,1.7,6.4
193,201610,경기도,산업용,120207,4749067299,461768023400,97.2,15.7,28.9,0.0,72.0,99.1,1.7,5.3
194,201611,경기도,산업용,120595,4941737976,578374488929,117.0,7.0,20.0,-4.6,64.0,17.4,1.7,4.6
195,201612,경기도,산업용,120894,5242897188,629632968263,120.1,1.7,14.6,-9.5,67.0,63.4,1.6,4.6
196,201701,경기도,산업용,121270,5320020341,620945307019,116.7,-1.5,11.9,-13.6,65.0,19.4,1.7,3.4
197,201702,경기도,산업용,121661,5104867247,610103340059,119.5,0.0,13.0,-9.8,60.0,22.5,2.0,2.9
198,201703,경기도,산업용,122009,5211220748,517383980981,99.3,5.7,18.7,-5.6,58.0,9.0,1.9,3.9
199,201704,경기도,산업용,122430,5039624694,484965684511,96.2,13.2,28.1,1.8,60.0,52.5,2.1,4.2
200,201705,경기도,산업용,122763,4906070810,475400948015,96.9,18.4,30.3,8.6,63.0,22.5,2.0,3.6
201,201706,경기도,산업용,123101,5090599396,603022586531,118.5,22.4,33.2,12.5,67.0,27.6,2.0,4.6
202,201707,경기도,산업용,123428,5453120155,663082144578,121.6,26.5,35.8,21.4,88.0,684.5,1.6,7.7
203,201708,경기도,산업용,123856,5429518851,661534385372,121.8,25.5,36.9,15.1,81.0,359.7,1.8,6.8
204,201709,경기도,산업용,124181,5340474408,538569749260,100.8,21.2,29.8,8.6,72.0,26.1,1.6,4.1
205,201710,경기도,산업용,124403,4917054679,470451365978,95.7,15.4,28.6,0.3,68.0,28.7,1.5,4.3
206,201711,경기도,산업용,124740,5353329390,625075087692,116.8,5.7,20.0,-6.1,65.0,37.6,1.7,3.7
207,201712,경기도,산업용,124968,5714433559,667917341025,116.9,-1.4,9.0,-11.5,62.0,38.5,1.8,4.0
208,201801,경기도,산업용,125306,5867652691,688391065601,117.3,-3.6,8.9,-16.8,57.0,7.9,1.8,4.0
209,201802,경기도,산업용,125623,5551902779,648408483865,116.8,-1.6,11.1,-14.6,54.0,29.1,2.0,3.7
210,201803,경기도,산업용,125847,5479425157,542105571632,98.9,7.9,23.2,-6.2,69.0,86.0,2.1,5.0
211,201804,경기도,산업용,126254,5378550162,518648676082,96.4,12.6,27.3,0.0,65.0,128.8,2.0,4.5
212,201805,경기도,산업용,126665,5406290688,517639716526,95.7,17.9,29.5,6.9,73.0,196.4,2.0,5.4
213,201806,경기도,산업용,126919,5443599809,630144405592,115.8,22.6,33.3,14.0,72.0,107.0,1.9,5.8
214,201807,경기도,산업용,127159,5809205814,706973346456,121.7,27.5,37.5,18.5,75.0,222.7,1.8,4.7
215,201808,경기도,산업용,127418,5875658625,712445499834,121.3,28.4,39.3,19.0,72.0,218.6,2.1,5.5
216,201809,경기도,산업용,127621,5516127552,549227558348,99.6,21.1,30.7,9.2,71.0,61.7,1.9,5.0
217,201810,경기도,산업용,127724,5344592154,516519287541,96.6,12.6,25.6,-0.2,73.0,132.7,1.4,3.6
218,201811,경기도,산업용,127929,5547740704,648304366841,116.9,7.7,20.6,-4.3,71.0,78.1,1.3,3.9
219,201812,경기도,산업용,128140,5814780402,682068379738,117.3,-0.3,13.4,-13.2,56.0,24.1,1.7,3.7
220,201901,경기도,산업용,128402,6029833569,707519310885,117.3,-1.1,9.2,-10.7,59.0,0.5,1.5,3.2
221,201902,경기도,산업용,128654,5441044947,636916368163,117.1,0.8,14.8,-9.5,61.0,33.4,1.6,5.0
222,201903,경기도,산업용,128834,5583654944,550319755496,98.6,6.6,18.2,-3.3,64.0,39.6,1.9,4.6
223,201905,경기도,산업용,129286,5431512259,526640370160,97.0,18.4,32.6,6.7,61.0,26.7,2.0,3.8
224,201001,경상남도,산업용,31501,1594246998,129937316237,81.5,2.2,16.0,-8.0,45.0,61.0,2.0,2.5
225,201002,경상남도,산업용,31592,1434121423,120050163216,83.7,5.1,18.2,-5.5,56.0,146.6,1.9,5.0
226,201003,경상남도,산업용,31625,1551544072,116121607311,74.8,7.9,20.4,-2.3,58.0,137.2,2.2,6.5
227,201004,경상남도,산업용,31699,1564561962,115421463028,73.8,11.4,22.3,2.3,60.0,163.0,2.1,5.6
228,201005,경상남도,산업용,31780,1513212358,111225589900,73.5,17.7,29.3,6.9,70.0,229.0,2.1,5.1
229,201006,경상남도,산업용,31849,1540337100,114441693210,74.3,22.3,31.7,10.9,73.0,71.9,1.7,6.0
230,201007,경상남도,산업용,31988,1610841557,146888079094,91.2,25.4,32.6,20.6,84.0,375.6,1.7,7.4
231,201008,경상남도,산업용,32065,1507358957,148000858147,98.2,27.7,34.5,23.4,81.0,214.8,2.1,5.5
232,201009,경상남도,산업용,32146,1519738319,122411735173,80.5,23.7,33.2,14.1,74.0,262.5,1.7,5.1
233,201010,경상남도,산업용,32239,1546328781,119641727320,77.4,17.3,26.6,5.0,65.0,67.5,1.6,4.4
234,201011,경상남도,산업용,32302,1614499899,142026657601,88.0,9.8,19.1,0.5,53.0,16.0,1.7,2.0
235,201012,경상남도,산업용,32406,1723281823,152835873121,88.7,4.0,17.4,-8.3,51.0,21.8,2.0,2.5
236,201101,경상남도,산업용,32497,1780443351,156725111872,88.0,-1.1,6.6,-13.1,40.0,0.0,2.6,2.1
237,201102,경상남도,산업용,32571,1548038821,139854319746,90.3,5.0,18.0,-3.9,57.0,74.7,1.7,4.4
238,201103,경상남도,산업용,32643,1726366805,133183805097,77.1,7.1,22.3,-2.8,42.0,26.9,2.2,2.8
239,201104,경상남도,산업용,32741,1666626674,126991003176,76.2,12.9,22.8,2.6,58.0,149.6,2.4,4.0
