,place,date,평균기온(C),최고기온(C),최저기온(C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량,고객호수,사용량(kWh),전기요금(원),평균판매단가(원/kWh),증감률 (%),생산지수(2015=100)
573,7,2,1.8,15.5,-9.3,60,44.8,1.4,4,4796,245689234,21040569420,85.6,2.7,75.1
574,7,3,4.5,20.3,-5.5,49,19,2.3,3.1,4810,268408975,19643085591,73.2,4.6,92
575,7,4,11.6,23.6,1.7,53,71,2.2,4.5,4825,258962605,18912230419,73,-7.7,81.3
576,7,5,18.1,28.5,7.9,60,162,2.1,5.7,4837,258973170,18573228405,71.7,0.8,87.2
577,7,6,22.7,31.7,13,66,391.6,2,6.3,4857,273344090,19687446329,72,-2.6,89.1
578,7,7,25.7,32.9,19.4,81,587.3,1.7,8,4877,286051552,25305223317,88.5,-5.2,86.8
579,7,8,25.8,33.3,17.9,78,420.3,1.9,7.5,4894,285490672,26855140746,94.1,5.2,85.5
580,7,9,21.2,31.9,11.2,70,91.7,1.5,4.8,4884,264084869,20559308178,77.9,0.2,82.6
581,7,10,13.5,23.6,0.8,69,37,1.3,4.4,4890,250995669,19108188592,76.1,-8.7,83.4
582,7,11,11.2,25.5,-2.4,67,103.2,1.7,5.9,4912,249739692,22816612503,91.4,4.3,93.4
583,7,12,0.4,10.7,-10.2,60,11.5,1.5,4.8,4920,255378559,25140354907,98.4,2.4,97.1
584,7,1,-1.5,9.1,-11.4,61,16.4,1.5,4.7,4933,261711437,25966559573,99.2,1.7,89.5
585,7,2,-1,13.5,-14.1,52,2.5,1.7,4,4937,263841632,26500730715,100.4,24.2,93.3
586,7,3,5.7,20.1,-5.4,58,54.6,2.1,5.4,4943,270483049,22342659803,82.6,5.4,96.9
587,7,4,13.2,29.5,-0.9,54,66.2,2.4,4.6,4953,256011039,20974471747,81.9,19.6,97.2
588,7,5,19.8,29.9,11,54,24,1.9,4.7,4960,261200817,21312413692,81.6,1.1,88.2
589,7,6,23.8,33.1,14.2,68,57.8,2.1,5.7,4976,267938177,21817424384,81.4,8.8,97
590,7,7,26.3,35.1,20.1,82,277.6,1.7,6.8,4974,274500800,27485413520,100.1,12.3,97.4
591,7,8,27.1,36.9,18,81,463.6,2.3,6.8,4986,273648807,29465116353,107.7,5.3,90
592,7,9,20.6,29.8,12.1,81,242.5,1.4,5.6,5012,263069456,23523805653,89.4,13,93.3
593,7,10,14.3,25.3,2.3,74,81.3,1.3,3.4,5017,250155254,22004573235,88,15.6,96.5
594,7,11,6,17.8,-3.6,72,58.4,1.7,5.1,5030,259876206,28143953765,108.3,2.7,95.9
595,7,12,-3,9.8,-14.4,77,64.6,1.4,4.5,5030,269464772,28323794522,105.1,-7.8,89.5
596,7,1,-2.6,13.8,-16.5,74,46.2,1.4,4,5030,278936360,30410122106,109,6.8,95.5
597,7,2,0,18.8,-14.7,63,54.2,1.5,4.8,5026,249631879,28213755458,113,-12.6,81.5
598,7,3,6.6,26.1,-4.5,57,52.8,1.8,3.6,5031,265534261,24439143015,92,-7.8,89.4
599,7,4,10.6,26.7,-0.2,62,86.8,2.1,4.8,5027,262551760,24038437556,91.6,-8.2,89.3
600,7,5,18.8,31.8,6.2,68,110.4,1.8,4.4,5039,267712873,24326549207,90.9,1.3,89.3
601,7,6,23.9,32,12.8,76,162.6,1.5,6,5056,277454609,24839236516,89.5,-7,90.1
602,7,7,26.8,33.2,21.9,85,218.7,1.9,7.4,5062,287418033,32182073327,112,-2.2,95.2
603,7,8,27.8,35,19,82,126.6,1.5,5.4,5075,290302137,32490607060,111.9,-6,84.6
604,7,9,21.4,29.9,9.6,81,146.4,1.2,5.4,5078,260072710,24337987271,93.6,-16.8,77.7
605,7,10,15.5,28.3,3.4,78,19.6,1.4,3.5,5079,267044953,24168408086,90.5,-2.8,93.8
606,7,11,6.7,22.1,-4.5,76,63.1,1.4,4.7,5074,265012103,30117052541,113.6,-4.6,91.5
607,7,12,1.3,13,-8.6,76,32.8,1.4,4.8,5080,275595464,32206166711,116.9,5,94
608,7,1,-0.1,11.3,-10.6,65,6.5,1.2,3.3,5088,273601980,31886312296,116.5,-7.8,88.1
609,7,2,2.7,15.6,-10.7,64,8.5,1.6,5.1,5100,257566165,30745686704,119.4,2.8,83.8
610,7,3,8.3,25.7,-4.5,64,67.2,1.7,4.2,5108,275172596,26399061502,95.9,5,93.9
611,7,4,14.3,27.2,0.3,61,59.4,1.7,4.3,5125,271091018,25809753217,95.2,13.4,101.2
612,7,5,19.4,33.3,5.7,62,49.7,2,3,5138,267391092,25302268087,94.6,10.7,98.9
613,7,6,22.9,31.1,16.5,77,143.7,1.7,6.6,5132,277347146,31950880163,115.2,7.1,96.5
614,7,7,25.9,34.9,19.3,83,177.2,1.6,7.2,5132,298856453,36031800950,120.6,9.2,104
615,7,8,24.2,31.8,18.6,87,240.9,1.6,7.9,5133,278955128,32952038854,118.1,6.4,90.1
616,7,9,21.6,31.1,12.9,78,118,1.3,5.1,5141,267734552,26079875477,97.4,33.8,104
617,7,10,14.9,27.1,2.5,76,169.4,1.4,3.4,5147,274538272,25905715609,94.4,9.8,102.9
618,7,11,8.5,18.1,-2,77,40.7,1.2,4.9,5159,267821791,31385291561,117.2,6.4,97.4
619,7,12,-1.3,10.1,-10.5,75,36.5,1.4,4.5,5166,281519394,33342736994,118.4,7.5,101
620,7,1,0,10.3,-9.9,73,31.5,1.3,4.5,5183,286480493,33712806392,117.7,7,94.2
621,7,2,1.9,12.4,-12.4,66,27,1.7,5,5190,255133737,30215554305,118.4,0.7,84.3
622,7,3,7.2,23.4,-6,51,44.7,1.7,3,5201,272432238,26468625217,97.2,3.8,97.4
623,7,4,13.3,27,3.3,68,95.2,1.9,5.6,5205,269993391,25960254094,96.2,-2.3,98.9
624,7,5,19.5,32.1,5.7,60,28.9,1.6,4,5199,266672390,25334806294,95,-2.9,96
625,7,6,23.4,35,13.5,68,119.8,1.5,6.3,5201,282347982,33840039874,119.9,9.7,105.9
626,7,7,25.4,34.3,16.5,80,145.6,1.8,6.8,5210,281381034,34663531572,123.2,6.4,110.6
627,7,8,26.4,36.3,18.7,76,51.6,1.5,5.4,5217,293787074,34620615961,117.8,6,95.5
628,7,9,21.7,31.3,12.8,69,18.5,1.6,4.1,5247,276965652,26969787564,97.4,0,104
629,7,10,15.5,26.7,-0.1,71,94.1,1.4,2.8,5266,265718528,25298289763,95.2,3.3,106.3
630,7,11,10.1,21.4,-2.3,83,126.1,1.3,7.4,5341,252355222,29838215004,118.2,3.2,100.5
631,7,12,3.1,14.2,-7.6,75,39.7,1.2,5.4,5374,266331381,31756224634,119.2,5.4,106.4
632,7,1,-1.3,14.1,-17,69,11.6,1.3,5.1,5401,282009089,32815113493,116.4,11.1,104.7
633,7,2,1.5,18.7,-9.7,62,45.8,1.7,4.2,5419,264105319,30960138616,117.2,14.8,96.8
634,7,3,7.5,22.9,-7.5,58,40.3,1.5,3.7,5433,280662427,27160411208,96.8,20.3,117.2
635,7,4,14.8,29.2,4.8,63,154.9,1.7,5.1,5436,270279627,25681374177,95,11,109.8
636,7,5,19.8,31.3,9.2,62,85.1,1.7,4.4,5428,275018412,26030844449,94.7,14.8,110.2
637,7,6,23.7,32,14.6,72,62.5,1.6,5.5,5434,286461388,33524756109,117,10.1,116.6
638,7,7,26.6,34.7,20,81,367.9,1.6,6.8,5443,291246156,34840140453,119.6,-1.6,108.8
639,7,8,27.9,37.6,15.8,72,57.4,1.4,4.8,5473,297203935,36026873522,121.2,10.5,105.5
640,7,9,22.4,31.5,12.8,79,196,1.3,6.6,5470,260954037,26239137577,100.6,0.4,104.4
641,7,10,15.7,27.9,1.2,79,122.6,1.4,6.3,5470,259495058,25182611983,97,4.7,111.3
642,7,11,7.2,21.9,-4.9,72,29.5,1.2,4.7,5475,251866950,30510332826,121.1,20.6,121.2
643,7,12,2.5,14.8,-8.3,71,54.8,1.3,4.9,5482,264692263,32360960702,122.3,4.3,111
644,7,1,-0.4,14.8,-11.8,67,15,1.5,4.2,5472,279716641,33193369762,118.7,1.8,106.6
645,7,2,1.2,15.5,-9,61,42,1.6,3.7,5475,270285709,32741583740,121.1,9.7,106.2
646,7,3,6.8,19.5,-3.7,54,11.6,1.6,4.3,5487,280629885,27532647885,98.1,-2.8,113.9
647,7,4,14.5,28.6,1.9,57,77.7,1.9,4.1,5485,271559172,26233215350,96.6,0.5,110.4
648,7,5,19.6,30.7,10.5,60,29.3,1.8,3.7,5492,268661959,25967764319,96.7,-7.5,101.9
649,7,6,23.3,34.8,12,62,35.3,1.7,4.9,5504,283644228,34028726806,120,-3.3,112.8
650,7,7,27.1,34,22.3,87,434.5,1.7,7.4,5501,295295718,35946248701,121.7,2.8,111.9
651,7,8,26,35.9,16,83,293.8,1.5,6.3,5504,295295150,35896065382,121.6,-2.2,103.2
652,7,9,21.1,29.2,9.8,77,111.4,1.4,4.5,5507,279764874,27815199515,99.4,14.3,119.3
653,7,10,15.4,27,0.4,76,28.3,1.2,4.8,5514,249967006,24105905265,96.4,-11.1,98.9
654,7,11,6.4,20.8,-5.8,68,15.1,1.4,3.4,5512,271376173,32447332248,119.6,-5.8,114.2
655,7,12,-0.4,12.8,-11.4,66,33.5,1.4,4.5,5519,286029257,33925302778,118.6,-9,101
656,7,1,-2.5,11,-16.3,66,23.9,1.3,4.8,5514,296960114,35313937945,118.9,-0.5,106.1
657,7,2,-0.4,13.1,-13.9,53,40.5,1.6,4,5522,268902822,32092036577,119.3,-15.2,90.1
658,7,3,8.7,24.2,-6.2,70,108.4,1.8,4.5,5528,279657020,27377628892,97.9,-6.7,106.3
659,7,4,13.9,30,0.8,64,155.3,2,4.5,5528,273985521,26365423750,96.2,-15.5,93.3
660,7,5,19.2,31,7.8,70,95.9,1.8,5.6,5538,275393919,26183851631,95.1,-8.1,93.6
661,7,6,23.6,33.8,15.8,68,115.8,1.7,5.6,5565,282433232,32939278476,116.6,-20.4,89.8
662,7,7,27.9,37.3,17.5,76,226.9,1.5,4.9,5587,291211819,35606523089,122.3,-17.4,92.4
663,7,8,29,39.4,19.5,72,408.6,1.9,5.7,5606,286442449,34923390713,121.9,-13.3,89.5
664,7,9,21.2,29.8,9.9,76,149.4,1.6,5.5,5610,265622584,26124848853,98.4,-21.7,93.4
665,7,10,13,25.6,1.5,76,133.9,1.2,3.9,5618,262362705,25046258463,95.5,1.9,100.8
666,7,11,8,19.4,-2.3,72,49.8,0.9,4.2,5636,263537270,31218096244,118.5,-11.6,101
667,7,12,0.6,15,-11.1,64,33.7,1.2,4.3,5649,268783080,31897087041,118.7,-1.1,99.9
672,4,1,1.8,15.5,-7.4,47,16,2.5,2.6,25412,2555517971,1.90422E+11,74.5,27.5,102.9
673,4,2,5,22.4,-5.3,61,67.7,2.2,5.1,25384,2334662331,1.7679E+11,75.7,9,93.7
674,4,3,7.4,25.5,-1.2,66,75.7,2.4,6.5,25398,2506646151,1.689E+11,67.4,13,111.8
675,4,4,11.5,23,2.4,60,54.7,2.5,5.6,25454,2475570971,1.66562E+11,67.3,4.7,112.4
676,4,5,18.2,31,8.6,65,123.2,2.2,5.6,25541,2491838421,1.63911E+11,65.8,1.9,109.1
677,4,6,22.7,34.2,12.6,74,42.3,1.6,5.4,25615,2507706436,1.67536E+11,66.8,-2.6,109.1
678,4,7,26.4,34.9,19.4,78,148.5,2.2,6.8,25729,2527637502,2.08989E+11,82.7,-4.5,107.2
679,4,8,27.9,35.7,22.5,80,193,1.9,6.3,25817,2492289658,2.14827E+11,86.2,1.3,104.7
680,4,9,22.9,33.3,13,77,133,1.8,5.7,25863,2481305836,1.75122E+11,70.6,-9.3,103.6
681,4,10,17.3,25.7,5.4,70,37.8,1.8,5.2,25991,2583075591,1.80102E+11,69.7,-1.4,112.9
682,4,11,10.2,20,0.6,49,10,2.2,2,26030,2560139804,2.10879E+11,82.4,-2.1,113.8
683,4,12,4.1,19.4,-8.7,50,25.5,2.5,2.7,26082,2708729397,2.22569E+11,82.2,2.8,113.4
684,4,1,-1.6,9.2,-12.7,44,27.1,2.8,2.4,26154,2818394367,2.27672E+11,80.8,6.7,109.8
685,4,2,5,20,-5.2,65,103.5,1.9,4.9,26171,2463119693,2.02729E+11,82.3,4.8,98.3
686,4,3,7.4,20.9,-2.6,43,15,2.4,2.8,26194,2772444354,1.94836E+11,70.3,2.9,115
687,4,4,13.4,27.8,2.6,56,105,2.4,4.5,26300,2751623817,1.92639E+11,70,2,114.7
688,4,5,17.6,29.3,10.2,69,145.2,2.2,6.1,26365,2785169175,1.89522E+11,68,4.8,114.3
689,4,6,22.8,34.6,14.6,72,171.4,2.2,6.5,26478,2734906805,1.90712E+11,69.7,2.4,111.7
690,4,7,25.6,35.1,19.4,80,188.3,2.1,7.2,26567,2746218478,2.33075E+11,84.9,1.7,109.1
691,4,8,25.8,33.9,19.3,83,97.2,1.8,7.4,26629,2656456152,2.41573E+11,90.9,2.5,107.3
692,4,9,22.5,31.5,13.6,74,34.8,2,5.9,26710,2615357659,1.95032E+11,74.6,6.9,110.7
693,4,10,16.5,28,5.3,64,92,1.9,4.2,26855,2797781872,2.0336E+11,72.7,0.7,113.7
694,4,11,13,22.3,0.6,64,73.7,1.9,5.4,26917,2742403069,2.4113E+11,87.9,3.3,117.6
695,4,12,3.7,13.2,-5.8,46,36.7,2.5,3.5,27044,2772634488,2.637E+11,95.1,-1,112.3
696,4,1,2.2,10,-7.1,51,67.5,2.3,3.6,27164,2724376522,2.59463E+11,95.2,2.5,112.5
697,4,2,2.2,15.1,-11.5,49,6.5,2.2,4.3,27180,2607615266,2.55754E+11,98.1,14.6,112.6
698,4,3,8,21.4,-2.7,65,116.9,2.4,5.3,27202,2868386618,2.27789E+11,79.4,-0.8,114
699,4,4,15.1,30.4,2.9,59,127.8,2.6,4.2,27261,2774415464,2.17473E+11,78.4,-5.6,108.3
700,4,5,19,31.4,12,69,34.6,1.9,5.2,27357,2871317074,2.22816E+11,77.6,1.2,115.8
701,4,6,21.6,31,15.5,85,70.7,1.8,7.4,27427,2811515043,2.20191E+11,78.3,0.5,112.2
702,4,7,26.5,36.8,19.6,84,209.8,1.8,6.7,27527,2764424518,2.67047E+11,96.6,0.3,109.4
703,4,8,26.6,34.2,19.5,86,226.8,2,7.7,27636,2661936150,2.76582E+11,103.9,-2.1,105.1
704,4,9,21.5,30.4,13.4,75,353.4,2,5.7,27753,2662210159,2.29007E+11,86,-1.9,108.6
705,4,10,16.8,26.7,7.7,58,21.5,2,3.4,27865,2667463221,2.23856E+11,83.9,1.6,115.5
706,4,11,9,18.8,-0.2,48,50.2,2.4,3.8,28000,2728036338,2.82032E+11,103.4,-0.6,116.9
707,4,12,1.1,12,-9.4,48,48,2.7,3.3,28075,2773791312,2.79256E+11,100.7,-3.4,108.5
708,4,1,0.9,14.5,-10.1,45,33.8,2.6,2.9,28151,2752250425,2.91139E+11,105.8,-3.1,109.1
709,4,2,3.5,18.3,-12.3,41,19.5,2.3,4.2,28154,2481507974,2.70881E+11,109.2,-17.1,93.3
710,4,3,9.7,26.9,-1.9,50,69.1,2.5,3.7,28122,2837508746,2.51244E+11,88.5,-9,103.8
711,4,4,12.3,28.7,3.3,53,71,2.6,4.5,28195,2737417141,2.41459E+11,88.2,-3.3,104.7
712,4,5,19,32.5,8.1,63,87.5,2.4,4.9,28289,2815761470,2.47532E+11,87.9,-6.2,108.5
713,4,6,22.1,34,15.7,79,60.3,1.6,6.9,28398,2806191818,2.42172E+11,86.3,-13.2,97.4
714,4,7,28.4,36.6,21.5,70,165.5,2.6,6.5,28443,2850230400,3.07223E+11,107.8,-10.6,97.8
715,4,8,28.8,37.6,21.5,71,85,2.5,4.6,28515,2705877714,2.93089E+11,108.3,-1.8,103.1
716,4,9,22.6,32.4,14.6,74,66.9,2.4,5.7,28627,2722663904,2.41874E+11,88.8,-5.5,102.7
717,4,10,17.7,26.5,7.8,68,204.4,2.8,5.1,28724,2844764080,2.47557E+11,87,-0.3,115.2
718,4,11,9.5,22.1,-2.8,54,22.7,2.8,2.5,28790,2832284511,3.11185E+11,109.9,-3.4,112.9
719,4,12,4,14.5,-5.5,52,19.5,2.8,2.6,28872,2983604426,3.33866E+11,111.9,-3.3,105
720,4,1,3.4,15.9,-6.3,45,15,2.6,2.7,28940,2944671927,3.2686E+11,111,-1.9,107
721,4,2,4.5,21.5,-6.3,69,117.8,3,6.5,29041,2644586051,3.04391E+11,115.1,6.7,99.6
722,4,3,9.2,25.9,-1.5,58,129.9,2.7,4.5,29064,2984214547,2.74637E+11,92,6.7,110.7
723,4,4,14.4,27.6,3.9,59,121.6,2.9,4.6,29153,2923207754,2.67878E+11,91.6,7.4,112.5
724,4,5,20,34.2,9.1,56,20.4,2.9,3.3,29198,2876731111,2.60769E+11,90.6,-1.7,106.7
725,4,6,21.5,32.5,14.9,78,88.4,2.6,7.3,29274,2878374207,3.14034E+11,109.1,5.1,102.4
726,4,7,25.9,36,19.2,76,90,2.5,6.7,29358,2947502106,3.40669E+11,115.6,7.9,105.6
727,4,8,23.9,33.8,18,84,453,2.4,8.1,29476,2705785614,3.07499E+11,113.6,-7.5,95.4
728,4,9,21.9,31.5,14.8,75,116.8,2.2,5.4,29614,2747966919,2.62372E+11,95.5,-1.3,101.4
729,4,10,16.9,25,9.3,68,127.9,3.1,4.4,29727,2891866038,2.60676E+11,90.1,-7.2,106.9
730,4,11,11.3,20.2,1,60,49.5,2.3,4.1,29842,2774270209,3.12069E+11,112.5,-9.3,102.5
731,4,12,1.7,13.3,-8.3,47,7.9,3,3,29902,2850610744,3.24249E+11,113.7,-3,101.8
732,4,1,3,12.8,-5.9,56,24.1,2.6,3.5,29940,2937633997,3.27573E+11,111.5,-3.4,103.4
733,4,2,4.2,15.6,-9.3,54,12,2.7,3.7,29963,2587975295,2.92628E+11,113.1,-10.4,89.2
734,4,3,8.8,23.9,-5.4,49,50,2.9,2.7,29997,2778509120,2.59504E+11,93.4,-9.2,100.5
735,4,4,13.6,30,4.1,66,116.3,3,6,30045,2816296661,2.59828E+11,92.3,-7.6,104
736,4,5,20.2,32.2,10.6,56,30.6,2.8,4,30140,2796102134,2.53886E+11,90.8,-5.2,101.1
737,4,6,21.1,31.8,12.7,77,102.5,2.5,6.8,30241,2794162941,3.15449E+11,112.9,-2.5,99.8
738,4,7,24.4,37,17.5,77,132.3,2.7,6.3,30301,2730896270,3.18549E+11,116.6,-11.2,93.8
739,4,8,26,37.5,19.5,79,143.6,2.5,5.3,30365,2609251162,2.9791E+11,114.2,5.6,100.7
740,4,9,21.3,29.3,15.1,76,105.7,2.8,5.5,30427,2653946690,2.49186E+11,93.9,0.7,102.1
741,4,10,16.9,25.9,4.1,62,28.3,2.5,2.5,30513,2760283057,2.50203E+11,90.6,4.7,111.9
742,4,11,12.2,22.4,0,74,133.3,2.6,6.8,30615,2587860746,2.89663E+11,111.9,1.1,103.6
743,4,12,6.3,15.5,-4,59,40.8,2.5,4.4,30698,2693426798,3.04626E+11,113.1,-11.7,89.9
744,4,1,1.5,16,-12.3,48,47.2,2.9,3.4,30758,2726044764,3.03524E+11,111.3,-3.2,100.1
745,4,2,4.2,18,-5.3,47,14.4,2.7,3.7,30704,2463326330,2.77129E+11,112.5,-1.1,88.2
746,4,3,9.1,22.7,-4.7,56,69.8,2.5,4.8,30705,2783851501,2.5966E+11,93.3,7.7,108.2
747,4,4,14.9,27.3,5,62,155.2,2.9,5.5,30769,2675774471,2.44771E+11,91.5,-7.2,96.5
748,4,5,19.8,31,10.9,61,39.4,2.8,4.3,30802,2721904594,2.45766E+11,90.3,-2.2,98.9
749,4,6,22.8,32.7,14.2,74,52.5,2.4,6.3,30855,3243372140,2.93987E+11,90.6,-0.8,99
750,4,7,25.9,36.5,18.6,81,113.2,2.3,7,30891,2100939093,3.06815E+11,146,-5.5,88.6
751,4,8,27.5,39.3,17.5,75,181.5,2.7,4,30994,2643012355,3.03735E+11,114.9,-6.9,93.8
752,4,9,22.4,32,17,83,522.3,2.4,7.8,31081,2524152950,2.38366E+11,94.4,-8.3,93.6
753,4,10,17.7,28.2,8.1,76,257.7,2.5,6.3,31158,2588831737,2.36535E+11,91.4,-18.7,91
754,4,11,10.5,21,-0.5,62,20.9,2.4,4.5,31248,2636450002,2.97606E+11,112.9,-6.9,96.4
755,4,12,6.2,18.6,-4.5,55,41.3,2.6,3.8,31290,2811176703,3.19826E+11,113.8,-3.2,87
756,4,1,2.9,12.9,-8,48,7.4,2.9,3,31334,2756568590,3.06692E+11,111.3,-11.5,88.6
757,4,2,4.6,17.8,-5.9,46,27.8,2.9,3.1,31384,2571275186,2.97699E+11,115.8,-1.7,86.7
758,4,3,8.6,19.4,-1.9,54,13.4,2.8,4.6,31409,2737220232,2.525E+11,92.2,-13.1,94
759,4,4,16.1,31.3,3.6,55,79.6,2.8,4.4,31443,2630464642,2.4093E+11,91.6,-2.3,94.3
760,4,5,20.6,32.5,10,58,19.8,2.6,4.4,31523,2648782030,2.43221E+11,91.8,-8.7,90.3
761,4,6,21.9,34.5,13.9,71,12.8,2.6,4.8,31586,2641312022,2.96991E+11,112.4,-12.2,86.9
762,4,7,27.4,38.6,20.9,77,74.2,2.4,6.6,31682,2760861280,3.16393E+11,114.6,2.7,91
763,4,8,26.1,35.5,18.2,80,209,2.4,6.4,31734,2732037276,3.11406E+11,114,-5.3,88.8
764,4,9,22.1,31.1,12.7,71,138.2,2.6,5,31796,2727227957,2.56864E+11,94.2,6.4,99.6
765,4,10,17.5,29.3,6.1,70,81.5,2.7,6.1,31835,2673712920,2.40512E+11,90,-2.9,88.4
766,4,11,10,23,-1.7,48,0.1,2.5,2.8,31904,2797381692,3.15856E+11,112.9,-2.2,94.3
767,4,12,2.2,13.7,-8,45,10.5,2.9,1.9,31981,2813596213,3.1404E+11,111.6,0.1,87.1
768,4,1,0.6,13.3,-12.9,49,20,2.8,3.1,31999,2809633538,3.17189E+11,112.9,-0.7,88
769,4,2,2.5,15.3,-10.3,46,33.5,2.7,3.4,32027,2575621055,2.90172E+11,112.7,-7.8,79.9
770,4,3,10.2,25.9,-2.2,62,153.7,3.3,4.6,31993,2713264107,2.52514E+11,93.1,1.7,95.6
771,4,4,15.5,33,2.8,57,106.5,3.2,4.1,32018,2688830775,2.46177E+11,91.6,-5.6,89
772,4,5,18.7,32.6,9.9,73,71.6,3.1,6,32054,2793936822,2.49469E+11,89.3,3.1,93.1
773,4,6,23.3,34.6,14.4,69,89.1,2.7,6.3,32136,2598083959,2.85915E+11,110,2.4,89
774,4,7,27.3,37.2,17.6,78,164.1,2.7,5.1,32220,2708966804,3.09574E+11,114.3,-4.1,87.3
775,4,8,27.7,39.4,19.5,74,175.4,2.7,6.1,32274,2621144572,2.99449E+11,114.2,-1.5,87.5
776,4,9,21.9,30.6,13.5,74,160,2.6,7.4,32316,2640859382,2.43463E+11,92.2,-16.8,82.9
777,4,10,15.5,26.3,6,67,261.6,2.6,3.7,32384,2674997181,2.39623E+11,89.6,6.1,93.8
778,4,11,10.9,21.6,0.6,62,17.7,2.1,3.5,32468,2646166855,2.93673E+11,111,-2.4,92
779,4,12,4,19.7,-8.3,52,31.1,2.6,4.2,32539,2805928934,3.0885E+11,110.1,-4.9,82.8
784,6,1,0,13,-8.9,48,15.2,2.3,2.6,17509,535847540,42510677649,79.3,50,84.3
785,6,2,3.9,20.4,-6.8,54,58.1,2.1,4.9,17534,499042196,40170486946,80.5,18.6,77.3
786,6,3,6.9,24.5,-2.7,56,59.1,2.5,6.2,17546,510144643,37690031657,73.9,26.7,94.3
787,6,4,11.5,26.5,1.5,49,63.5,2.5,5.5,17562,521758452,37403998556,71.7,31.5,94.4
788,6,5,19.4,32.9,7.6,52,97.5,2.3,5,17571,495237278,35546349761,71.8,34.3,93
789,6,6,24.8,34.7,10.1,54,35.9,2.1,5.5,17601,508892968,36970445678,72.6,31.2,94.3
790,6,7,26.7,35.6,20.6,70,247.8,2,7.1,17624,528604947,46006972554,87,26.5,95.3
791,6,8,28.7,36.5,22.9,70,396,1.9,6.2,17655,509440285,47883490556,94,28.9,85.8
792,6,9,23.3,34.7,10.8,67,160.5,1.8,5.3,17670,513847311,41161393644,80.1,13.6,90.3
793,6,10,16.4,27,2.2,61,41.8,1.7,4.6,17687,485598168,36912775633,76,20.6,99.3
794,6,11,8.6,19.5,-2,46,1.7,1.8,2,17722,527043167,44312255409,84.1,22.5,101.2
795,6,12,2,16.9,-10,50,27.4,2.2,2.7,17774,558686284,47878250256,85.7,16,102.6
796,6,1,-2.5,6.4,-13.1,40,1,2.8,2.1,17803,583626133,49843427443,85.4,17.9,99.4
797,6,2,4.2,19.4,-6,53,64.4,1.9,4.3,17814,530998269,46155873671,86.9,13.7,87.9
798,6,3,7,22.5,-3.4,35,16.5,2.6,2.7,17840,554154840,42378409478,76.5,14.4,107.8
799,6,4,13.7,28.6,1.8,46,104.5,2.5,4,17882,545762659,40441103958,74.1,5.7,99.8
800,6,5,18.8,29.1,9.3,57,156.8,2.4,5.6,17917,525182637,39048984922,74.4,6.9,99.4
801,6,6,24.3,34.5,15.3,61,173,2.2,6,17993,542716505,40683313262,75,6.4,100.4
802,6,7,26.8,35,20.1,71,427.7,2,7,18049,557537136,50030554520,89.7,2.8,98
803,6,8,26.2,35.1,18.7,75,253.6,2.1,7.4,18075,535319842,52652688106,98.4,2.8,88.2
804,6,9,23,35.5,11.6,63,38.5,2,5.3,18118,516993619,43604472048,84.3,3.6,93.5
805,6,10,15.7,27.2,2.5,58,115,1.6,4.3,18149,523872702,41261230078,78.8,-1.4,97.9
806,6,11,11.9,25.4,-0.5,63,69.8,1.9,5.3,18256,539992904,48710504994,90.2,-0.5,100.7
807,6,12,2.3,12.4,-6.8,46,9.6,2.2,3.6,18334,563699071,55349640993,98.2,1.3,103.9
808,6,1,0.8,10.4,-9.2,47,8.1,2.1,4.2,18373,571513743,58215628158,101.9,-11.2,88.3
809,6,2,1.1,13.5,-12.4,44,7.1,2.3,4.2,18397,561996528,58367496221,103.9,9,95.7
810,6,3,7.7,20.8,-3.4,50,82.1,2.5,5,18460,560452398,49788929178,88.8,-3.4,104.1
811,6,4,15.1,30.2,2.4,47,74.4,2.5,4.2,18509,548386099,46567089172,84.9,-1.1,98.7
812,6,5,20.1,31.8,11,53,50.6,2.1,5.1,18582,533449990,45643016247,85.6,4,103.3
813,6,6,23.2,31.9,15.6,64,85.1,2.5,7.1,18648,541333739,46094621294,85.2,0.8,101.2
814,6,7,27.5,37.2,20.1,70,202.5,2.1,7,18672,554874165,56724153798,102.2,-0.9,97
815,6,8,27.9,36.3,20.1,71,327.1,2.5,7,18735,538077278,60448017642,112.3,-0.6,87.7
816,6,9,21.7,31,11.9,69,241.5,1.8,5.6,18782,531590698,51861986887,97.6,-0.7,92.9
817,6,10,15.8,26.1,6.4,57,28.1,1.6,3,18851,497878171,46349998523,93.1,-1.1,96.8
818,6,11,8.2,18.4,-1.9,50,32.5,2.2,3.9,18906,548155624,58854130667,107.4,-2.8,98
819,6,12,-0.3,12.1,-9.9,55,50.8,2.1,4,18948,577713701,62602210712,108.4,-6.4,97.2
820,6,1,-0.1,13.4,-11.6,52,17.7,2,3.1,19001,602429091,66015652876,109.6,11.4,98.4
821,6,2,2.6,19.4,-12.5,43,27.3,2.2,4.1,19027,542917705,62710554602,115.5,-10.1,86.1
822,6,3,9.8,26.9,-2.3,41,55.1,2,3.1,19050,548327463,54014801261,98.5,-2.3,101.7
823,6,4,12.3,28.4,1,47,60.5,2.5,4.5,19097,562169873,52708138464,93.8,5.2,103.8
824,6,5,20.3,34.4,8.7,53,70.5,2.2,4.6,19151,550244048,51969261434,94.4,1,104.4
