,date,place,usage,고객호수,사용량(kWh),전기요금(원),평균판매단가(원/kWh),평균기온(C),최고기온(C),최저기온(C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량
1590,201607,충청남도,농사용,175241,127281545,6133852288,48.2,25.0,33.3,18.2,82.0,364.3,1.3,
1591,201608,충청남도,농사용,176308,188933024,8440156625,44.7,26.0,35.1,14.9,75.0,82.0,1.3,
1592,201609,충청남도,농사용,177283,179691162,8118375381,45.2,21.0,30.4,9.9,79.0,55.0,1.2,
1593,201610,충청남도,농사용,177759,126496455,6331014915,50.0,14.5,27.5,-2.3,77.0,95.9,1.3,
1594,201611,충청남도,농사용,283116,240394204,9269410565,38.6,5.9,21.2,-6.7,69.0,33.5,1.2,
1595,201612,충청남도,농사용,178216,171134457,8373552214,48.9,1.1,14.0,-12.0,71.0,44.3,1.2,
1596,201701,충청남도,농사용,178414,188417667,9079449889,48.2,-1.9,12.4,-15.9,67.0,13.9,1.3,
1597,201702,충청남도,농사용,178601,203050019,9656584592,47.6,-0.1,13.3,-11.1,60.0,32.2,1.6,
1598,201703,충청남도,농사용,284076,184735417,8783762100,47.5,5.6,18.6,-6.8,52.0,6.5,1.6,
1599,201704,충청남도,농사용,180349,153013318,7425105191,48.5,13.1,27.6,-1.0,53.0,42.9,1.9,
1600,201705,충청남도,농사용,181140,127952771,6093515287,47.6,17.7,31.0,5.5,58.0,14.3,1.5,
1601,201706,충청남도,농사용,182046,148083298,6650226232,44.9,21.5,33.6,9.1,58.0,15.6,1.6,
1602,201707,충청남도,농사용,182796,136990444,6644473958,48.5,25.5,33.0,19.4,78.0,788.1,1.2,
1603,201708,충청남도,농사용,183700,171275964,8115565009,47.4,24.4,35.2,14.6,72.0,291.5,1.4,
1604,201709,충청남도,농사용,184443,155218065,7513596716,48.4,19.4,28.3,6.8,63.0,43.3,1.2,
1605,201710,충청남도,농사용,184781,129661608,6550429118,50.5,13.6,26.6,-3.2,77.0,14.1,1.2,
1606,201711,충청남도,농사용,293070,258818171,10015879754,38.7,4.7,19.3,-7.1,66.0,23.8,1.4,
1607,201712,충청남도,농사용,185271,184263614,8956751617,48.6,-1.8,14.6,-15.1,65.0,18.8,1.5,
1608,201801,충청남도,농사용,185389,208041367,9929730191,47.7,-4.2,8.2,-20.6,65.0,14.0,1.4,
1609,201802,충청남도,농사용,185511,223435187,10592923472,47.4,-2.0,13.0,-19.0,56.0,31.6,1.6,
1610,201803,충청남도,농사용,294097,192607851,9185401395,47.7,7.4,24.1,-7.8,69.0,62.2,1.9,
1611,201804,충청남도,농사용,187239,155632241,7769511744,49.9,12.4,29.1,-2.2,61.0,117.0,2.1,
1612,201805,충청남도,농사용,187873,132982405,6302343766,47.4,17.5,29.6,5.2,67.0,82.7,1.8,
1613,201806,충청남도,농사용,188443,153157976,6970570292,45.5,21.9,32.6,11.5,65.0,88.9,1.6,
1614,201807,충청남도,농사용,189021,151466320,7227230337,47.7,26.3,35.9,16.5,70.0,185.8,1.5,
1615,201808,충청남도,농사용,190105,233889226,10325089427,44.1,27.2,37.8,17.0,66.0,282.7,1.7,5.9
1616,201809,충청남도,농사용,190925,185880957,8746059943,47.1,19.3,28.8,7.4,70.0,124.6,1.6,5.4
1617,201810,충청남도,농사용,191453,139113152,6988119917,50.2,11.1,24.3,-1.4,70.0,99.8,1.3,4.2
1618,201811,충청남도,농사용,300966,270189401,10470464038,38.8,6.2,19.3,-5.5,68.0,48.3,0.9,3.9
1619,201812,충청남도,농사용,191673,189626647,9273292802,48.9,-1.2,14.5,-15.2,57.0,25.8,1.2,4.3
1620,201001,충청북도,농사용,93232,46329520,2029201529,43.8,-3.2,9.2,-15.1,66.0,37.8,1.2,4.2
1621,201002,충청북도,농사용,92704,46542852,2044438690,43.9,2.1,19.4,-8.9,61.0,69.2,1.4,5.1
1622,201003,충청북도,농사용,130513,39704093,1771778180,44.6,5.3,19.7,-3.4,60.0,99.8,1.9,6.3
1623,201004,충청북도,농사용,93423,38401776,1729918169,45.0,10.4,25.0,-0.7,52.0,70.5,1.8,5.3
1624,201005,충청북도,농사용,93856,33315917,1520190340,45.6,18.5,31.8,4.2,56.0,110.0,1.7,5.1
1625,201006,충청북도,농사용,94396,36390635,1585167878,43.6,24.0,32.8,12.1,59.0,42.6,1.6,5.4
1626,201007,충청북도,농사용,94978,37396699,1677516482,44.9,26.6,35.0,20.1,74.0,224.1,1.6,7.3
1627,201008,충청북도,농사용,95673,46194915,2032864660,44.0,28.0,35.7,22.9,80.0,433.2,1.5,7.4
1628,201009,충청북도,농사용,96518,48849513,2173869573,44.5,22.8,34.3,7.5,77.0,278.6,1.4,5.9
1629,201010,충청북도,농사용,96747,35192205,1675439614,47.6,14.8,25.4,-1.1,71.0,17.1,1.2,3.9
1630,201011,충청북도,농사용,134352,49561983,2021089107,40.8,7.0,19.3,-3.8,61.0,15.7,1.2,3.2
1631,201012,충청북도,농사용,96509,41538577,1857034626,44.7,0.0,14.8,-12.4,66.0,23.8,1.3,4.0
1632,201101,충청북도,농사용,96275,50264001,2181619555,43.4,-5.9,2.9,-15.5,61.0,4.5,1.2,3.2
1633,201102,충청북도,농사용,96110,50542006,2196560946,43.5,1.8,14.9,-9.5,61.0,43.2,1.1,4.1
1634,201103,충청북도,농사용,133890,42912541,1910540804,44.5,4.5,19.6,-5.4,51.0,23.5,1.7,3.1
1635,201104,충청북도,농사용,97223,37811550,1729083722,45.7,11.9,24.9,2.7,53.0,111.2,1.7,4.7
1636,201105,충청북도,농사용,97747,31337037,1482180733,47.3,19.3,29.8,9.2,59.0,116.2,1.7,5.6
1637,201106,충청북도,농사용,98419,36266449,1600292609,44.1,23.7,32.9,14.4,67.0,360.7,1.7,6.4
1638,201107,충청북도,농사용,99187,35997317,1667899801,46.3,26.1,34.9,19.7,82.0,531.9,1.5,8.3
1639,201108,충청북도,농사용,99948,43911711,2003216970,45.6,26.1,35.0,17.7,78.0,290.2,1.6,7.9
1640,201109,충청북도,농사용,100609,46543812,2087808480,44.9,21.3,32.4,11.3,70.0,182.5,1.5,4.6
1641,201110,충청북도,농사용,100909,36128515,1734034659,48.0,13.6,22.9,1.1,68.0,34.5,1.2,4.2
1642,201111,충청북도,농사용,138196,49184206,2054467551,41.8,11.2,25.1,-2.0,67.0,92.6,1.3,5.8
1643,201112,충청북도,농사용,100713,41694635,1894303671,45.4,0.0,9.8,-10.2,58.0,14.6,1.2,4.3
1644,201201,충청북도,농사용,100528,52325711,2260296263,43.2,-1.9,9.0,-10.6,60.0,17.8,1.2,4.3
1645,201202,충청북도,농사용,100314,54460274,2345521586,43.1,-1.3,13.6,-15.2,51.0,3.7,1.3,4.0
1646,201203,충청북도,농사용,137703,48555474,2141573024,44.1,5.8,20.2,-4.7,58.0,65.1,1.8,5.6
1647,201204,충청북도,농사용,101356,42037233,1915182101,45.6,13.3,29.1,0.5,55.0,106.8,1.9,4.6
1648,201205,충청북도,농사용,102080,35580061,1665114692,46.8,19.9,29.4,10.7,55.0,31.2,1.5,4.6
1649,201206,충청북도,농사용,102859,42189437,1841970208,43.7,23.8,32.6,15.5,61.0,93.7,1.8,5.4
1650,201207,충청북도,농사용,103780,41379525,1888828468,45.6,26.3,34.5,19.4,76.0,257.4,1.5,6.9
1651,201208,충청북도,농사용,104585,57331180,2530129039,44.1,27.3,36.4,18.7,74.0,479.5,2.0,6.9
1652,201209,충청북도,농사용,105438,54972932,2560859912,46.6,21.1,31.5,11.1,74.0,162.5,1.4,5.9
1653,201210,충청북도,농사용,105286,40195458,2000436375,49.8,14.8,25.7,3.0,66.0,61.2,1.1,3.2
1654,201211,충청북도,농사용,141715,58039755,2434371670,41.9,6.2,16.4,-3.2,65.0,52.1,1.3,5.0
1655,201212,충청북도,농사용,105109,50035945,2303055945,46.0,-3.1,9.1,-14.0,69.0,56.6,1.1,4.1
1656,201301,충청북도,농사용,105009,60579590,2720864801,44.9,-2.7,14.0,-16.9,66.0,30.5,0.9,3.9
1657,201302,충청북도,농사용,104911,58876412,2677481667,45.5,0.0,18.0,-13.9,55.0,33.2,1.3,4.9
1658,201303,충청북도,농사용,140359,49828917,2364785440,47.5,6.4,25.8,-3.5,53.0,46.8,1.5,3.5
1659,201304,충청북도,농사용,105491,44550426,2176805665,48.9,10.8,27.4,1.0,56.0,65.0,1.7,4.7
1660,201305,충청북도,농사용,105201,39287686,1956852881,49.8,19.2,32.4,7.4,58.0,97.9,1.5,4.3
1661,201306,충청북도,농사용,105866,44116411,2083492241,47.2,24.6,32.7,13.6,65.0,229.9,1.4,5.5
1662,201307,충청북도,농사용,106534,43714290,2163764269,49.5,27.2,34.1,22.1,77.0,253.6,1.6,7.8
1663,201308,충청북도,농사용,107461,59816226,2841366055,47.5,28.0,35.5,19.8,74.0,183.9,1.4,5.5
1664,201309,충청북도,농사용,108263,61188831,2879653391,47.1,21.8,30.2,11.0,72.0,162.6,1.2,5.4
1665,201310,충청북도,농사용,108518,43934360,2241642196,51.0,15.9,28.9,3.6,67.0,25.0,1.3,3.2
1666,201311,충청북도,농사용,143598,56614234,2552964172,45.1,6.7,22.3,-4.8,70.0,75.0,1.2,4.8
1667,201312,충청북도,농사용,108438,50265363,2507785077,49.9,1.1,12.3,-7.9,68.0,37.3,1.1,4.7
1668,201401,충청북도,농사용,108197,58104003,2822755307,48.6,0.1,10.3,-9.7,57.0,5.9,1.0,3.2
1669,201402,충청북도,농사용,108018,58198689,2832984644,48.7,2.9,16.5,-8.5,56.0,6.8,1.4,4.7
1670,201403,충청북도,농사용,143001,49745831,2497160205,50.2,8.5,25.9,-3.7,55.0,51.1,1.5,4.0
1671,201404,충청북도,농사용,108850,43682136,2248870355,51.5,14.7,27.6,2.0,51.0,43.7,1.5,4.5
1672,201405,충청북도,농사용,109469,41160351,2107575774,51.2,19.8,34.5,6.3,52.0,35.0,1.7,3.1
1673,201406,충청북도,농사용,110225,48824540,2357626693,48.3,23.5,32.0,16.8,66.0,92.6,1.6,6.3
1674,201407,충청북도,농사용,110882,49428199,2468217121,49.9,26.5,36.0,19.6,72.0,125.1,1.5,7.2
1675,201408,충청북도,농사용,111629,59947041,2954974100,49.3,24.9,34.1,18.7,77.0,197.5,1.5,7.8
1676,201409,충청북도,농사용,112336,59996728,2952188685,49.2,22.3,31.5,14.1,69.0,147.5,1.3,5.1
1677,201410,충청북도,농사용,112583,48155361,2486657288,51.6,15.5,27.8,3.7,67.0,151.1,1.3,3.5
1678,201411,충청북도,농사용,147348,68043481,3059705797,45.0,9.0,18.1,-1.1,68.0,24.8,1.1,4.9
1679,201412,충청북도,농사용,112363,56147733,2822318006,50.3,-1.2,10.2,-8.7,63.0,32.6,1.3,4.6
1680,201501,충청북도,농사용,112069,65829758,3203187271,48.7,0.3,10.0,-9.0,62.0,16.0,1.1,4.6
1681,201502,충청북도,농사용,112014,63899729,3131903177,49.0,2.2,13.4,-10.8,57.0,26.5,1.3,4.7
1682,201503,충청북도,농사용,146676,55531230,2779771423,50.1,7.5,23.6,-5.1,43.0,44.1,1.4,2.9
1683,201504,충청북도,농사용,112853,49507341,2544555290,51.4,13.9,28.4,4.6,59.0,109.1,1.6,5.6
1684,201505,충청북도,농사용,113406,44799229,2308851156,51.5,20.0,32.4,7.6,49.0,24.4,1.4,4.1
1685,201506,충청북도,농사용,114244,54128221,2611165795,48.2,23.7,34.8,14.9,54.0,83.3,1.6,6.3
1686,201507,충청북도,농사용,114994,51275004,2600167840,50.7,25.4,34.2,16.3,67.0,141.4,1.8,7.1
1687,201508,충청북도,농사용,115970,69008332,3339056713,48.4,26.3,36.4,19.2,64.0,54.3,1.6,5.8
1688,201509,충청북도,농사용,116760,70553448,3388821203,48.0,21.5,30.3,13.0,57.0,20.1,1.6,4.1
1689,201510,충청북도,농사용,117092,52194737,2698941225,51.7,15.3,25.2,1.0,59.0,90.5,1.3,3.2
1690,201511,충청북도,농사용,151859,75253649,3345896815,44.5,9.6,20.3,-4.1,74.0,107.5,1.4,7.4
1691,201512,충청북도,농사용,117106,59533323,3017437669,50.7,2.5,12.8,-8.0,64.0,39.7,1.2,5.3
1692,201601,충청북도,농사용,116801,66736126,3293320261,49.3,-1.8,11.5,-16.3,56.0,5.7,1.3,5.2
1693,201602,충청북도,농사용,116720,69653865,3417090940,49.1,1.0,18.8,-9.4,52.0,45.5,1.5,4.4
1694,201603,충청북도,농사용,151289,60547645,3028468393,50.0,7.3,20.6,-7.3,46.0,13.2,1.4,3.8
1695,201604,충청북도,농사용,117750,52007052,2675589317,51.4,14.7,29.1,5.8,52.0,132.1,1.8,5.2
1696,201605,충청북도,농사용,118474,46348516,2413240375,52.1,19.9,31.3,9.5,50.0,84.4,1.8,4.6
1697,201606,충청북도,농사용,119263,55750606,2733180245,49.0,23.6,32.0,15.7,60.0,39.9,1.7,5.8
1698,201607,충청북도,농사용,119935,55846165,2850509960,51.0,26.3,33.8,19.4,71.0,320.0,1.7,7.2
1699,201608,충청북도,농사용,120815,79163055,3766287658,47.6,27.6,36.3,16.3,62.0,69.0,1.7,5.1
1700,201609,충청북도,농사용,121539,76900768,3677084146,47.8,22.7,31.4,13.4,69.0,78.1,1.5,6.8
1701,201610,충청북도,농사용,121944,53999858,2829789044,52.4,15.9,29.0,1.8,68.0,83.6,1.5,6.4
1702,201611,충청북도,농사용,156647,77375941,3493835386,45.2,6.9,21.0,-4.2,60.0,26.4,1.3,4.6
1703,201612,충청북도,농사용,121854,64115399,3267453284,51.0,2.3,14.3,-7.5,61.0,40.1,1.3,5.0
1704,201701,충청북도,농사용,121585,68433418,3393196495,49.6,-0.8,12.8,-11.1,59.0,12.0,1.4,4.3
1705,201702,충청북도,농사용,121465,71337574,3506231136,49.1,0.8,13.8,-7.7,53.0,38.7,1.5,3.7
1706,201703,충청북도,농사용,156084,60854592,3063547163,50.3,6.8,18.8,-3.6,45.0,8.9,1.6,4.2
1707,201704,충청북도,농사용,122581,54719960,2820902920,51.6,14.7,29.1,2.2,47.0,61.7,1.8,4.2
1708,201705,충청북도,농사용,123248,50611369,2616217633,51.7,20.0,33.1,10.9,48.0,11.9,1.7,3.7
1709,201706,충청북도,농사용,124315,61546591,2982072652,48.5,23.4,34.9,14.0,51.0,17.5,1.8,4.7
1710,201707,충청북도,농사용,125207,61851003,3110487183,50.3,27.1,34.4,21.9,77.0,789.1,1.6,7.9
1711,201708,충청북도,농사용,126003,71691922,3578803061,49.9,26.1,36.7,16.8,70.0,225.2,1.7,6.5
1712,201709,충청북도,농사용,126564,67757916,3397088551,50.1,21.5,29.3,11.5,63.0,78.3,1.6,4.5
1713,201710,충청북도,농사용,126725,54526126,2877806651,52.8,15.9,28.1,1.1,62.0,23.1,1.5,4.6
1714,201711,충청북도,농사용,161880,80036836,3640447218,45.5,6.1,19.5,-4.6,59.0,13.7,1.4,3.6
1715,201712,충청북도,농사용,126857,72064421,3600976536,50.0,-0.6,10.5,-10.8,58.0,21.1,1.5,4.4
1716,201801,충청북도,농사용,126703,77824359,3814329137,49.0,-2.9,8.8,-15.8,60.0,17.6,1.5,4.8
1717,201802,충청북도,농사용,126575,81858238,3990678355,48.8,-0.7,13.5,-13.9,49.0,30.6,1.6,3.9
1718,201803,충청북도,농사용,161428,65222922,3282695365,50.3,8.5,23.5,-5.2,62.0,81.7,1.8,4.6
1719,201804,충청북도,농사용,127514,57262047,2962525970,51.7,14.1,29.6,1.0,55.0,133.0,1.9,4.8
1720,201805,충청북도,농사용,128268,52365446,2713520947,51.8,19.3,31.1,8.3,61.0,92.0,1.9,5.7
1721,201806,충청북도,농사용,128979,62072299,3073548509,49.5,23.8,33.4,16.5,58.0,63.3,1.9,5.8
1722,201807,충청북도,농사용,129636,65049162,3292347590,50.6,28.2,37.8,18.5,66.0,324.9,1.7,5.1
1723,201808,충청북도,농사용,130472,99660052,4646574970,46.6,28.9,39.1,19.0,63.0,247.9,2.0,6.2
1724,201809,충청북도,농사용,131186,81957329,4005050789,48.9,21.3,30.2,10.7,66.0,204.0,1.8,5.5
1725,201810,충청북도,농사용,131624,58859640,3101716681,52.7,13.3,25.9,2.9,65.0,112.2,1.5,3.9
1726,201811,충청북도,농사용,166543,87854602,3961256909,45.1,8.4,19.3,-1.6,62.0,45.9,1.1,4.0
1727,201812,충청북도,농사용,131859,72769350,3676661457,50.5,0.3,14.6,-11.6,55.0,28.5,1.4,4.3
