,date,place,usage,고객호수,사용량(kWh),전기요금(원),평균판매단가(원/kWh)
347,201403,경상북도,산업용,29064 ,2984214547 ,274636955822 ,92.0
483,201404,경상북도,산업용,29153 ,2923207754 ,267877975400 ,91.6
619,201405,경상북도,산업용,29198 ,2876731111 ,260769219326 ,90.6
755,201406,경상북도,산업용,29274 ,2878374207 ,314034123853 ,109.1
75,201407,경상북도,산업용,29358 ,2947502106 ,340668664744 ,115.6
211,201408,경상북도,산업용,29476 ,2705785614 ,307498802233 ,113.6
347,201409,경상북도,산업용,29614 ,2747966919 ,262372381662 ,95.5
483,201410,경상북도,산업용,29727 ,2891866038 ,260675633758 ,90.1
619,201411,경상북도,산업용,29842 ,2774270209 ,312068704325 ,112.5
755,201412,경상북도,산업용,29902 ,2850610744 ,324249260801 ,113.7
75,201501,경상북도,산업용,29940 ,2937633997 ,327573357743 ,111.5
211,201502,경상북도,산업용,29963 ,2587975295 ,292628324452 ,113.1
347,201503,경상북도,산업용,29997 ,2778509120 ,259504261045 ,93.4
483,201504,경상북도,산업용,30045 ,2816296661 ,259827527357 ,92.3
619,201505,경상북도,산업용,30140 ,2796102134 ,253886418678 ,90.8
755,201506,경상북도,산업용,30241 ,2794162941 ,315449090440 ,112.9
75,201507,경상북도,산업용,30301 ,2730896270 ,318549020664 ,116.6
211,201508,경상북도,산업용,30365 ,2609251162 ,297910294110 ,114.2
347,201509,경상북도,산업용,30427 ,2653946690 ,249186189424 ,93.9
483,201510,경상북도,산업용,30513 ,2760283057 ,250202500659 ,90.6
619,201511,경상북도,산업용,30615 ,2587860746 ,289662880868 ,111.9
755,201512,경상북도,산업용,30698 ,2693426798 ,304626396188 ,113.1
75,201601,경상북도,산업용,30758 ,2726044764 ,303523690707 ,111.3
211,201602,경상북도,산업용,30704 ,2463326330 ,277128523856 ,112.5
347,201603,경상북도,산업용,30705 ,2783851501 ,259660269741 ,93.3
483,201604,경상북도,산업용,30769 ,2675774471 ,244771211775 ,91.5
619,201605,경상북도,산업용,30802 ,2721904594 ,245765934560 ,90.3
755,201606,경상북도,산업용,30855 ,3243372140 ,293986575672 ,90.6
75,201607,경상북도,산업용,30891 ,2100939093 ,306814892164 ,146.0
211,201608,경상북도,산업용,30994 ,2643012355 ,303734827309 ,114.9
347,201609,경상북도,산업용,31081 ,2524152950 ,238365588827 ,94.4
483,201610,경상북도,산업용,31158 ,2588831737 ,236535415066 ,91.4
619,201611,경상북도,산업용,31248 ,2636450002 ,297605709646 ,112.9
755,201612,경상북도,산업용,31290 ,2811176703 ,319826128992 ,113.8
75,201701,경상북도,산업용,31334 ,2756568590 ,306691756232 ,111.3
211,201702,경상북도,산업용,31384 ,2571275186 ,297698566911 ,115.8
347,201703,경상북도,산업용,31409 ,2737220232 ,252500403059 ,92.2
483,201704,경상북도,산업용,31443 ,2630464642 ,240929697800 ,91.6
619,201705,경상북도,산업용,31523 ,2648782030 ,243221326189 ,91.8
755,201706,경상북도,산업용,31586 ,2641312022 ,296990506670 ,112.4
75,201707,경상북도,산업용,31682 ,2760861280 ,316393127281 ,114.6
211,201708,경상북도,산업용,31734 ,2732037276 ,311406302460 ,114.0
347,201709,경상북도,산업용,31796 ,2727227957 ,256864404992 ,94.2
483,201710,경상북도,산업용,31835 ,2673712920 ,240511624107 ,90.0
619,201711,경상북도,산업용,31904 ,2797381692 ,315855966056 ,112.9
755,201712,경상북도,산업용,31981 ,2813596213 ,314040271991 ,111.6
75,201801,경상북도,산업용,31999 ,2809633538 ,317188786702 ,112.9
211,201802,경상북도,산업용,32027 ,2575621055 ,290172103154 ,112.7
347,201803,경상북도,산업용,31993 ,2713264107 ,252514276349 ,93.1
483,201804,경상북도,산업용,32018 ,2688830775 ,246177221798 ,91.6
619,201805,경상북도,산업용,32054 ,2793936822 ,249468965234 ,89.3
755,201806,경상북도,산업용,32136 ,2598083959 ,285914602962 ,110.0
75,201807,경상북도,산업용,32220 ,2708966804 ,309574072465 ,114.3
211,201808,경상북도,산업용,32274 ,2621144572 ,299449418054 ,114.2
347,201809,경상북도,산업용,32316 ,2640859382 ,243463323150 ,92.2
483,201810,경상북도,산업용,32384 ,2674997181 ,239623207497 ,89.6
619,201811,경상북도,산업용,32468 ,2646166855 ,293673105415 ,111.0
755,201812,경상북도,산업용,32539 ,2805928934 ,308849634893 ,110.1
61,201901,경상북도,산업용,32566 ,2803996356 ,310894190188 ,110.9 
197,201902,경상북도,산업용,32607 ,2433882692 ,271765600839 ,111.7 
333,201903,경상북도,산업용,32597 ,2781389459 ,254366054857 ,91.5 
469,201905,경상북도,산업용,32640 ,2652308294 ,241019054089 ,90.9 
83,201001,광주광역시,산업용,4785 ,228905072 ,18273718363 ,79.8
211,201002,광주광역시,산업용,4806 ,215264938 ,17529411352 ,81.4
339,201003,광주광역시,산업용,4807 ,228969888 ,16722910148 ,73.0
467,201004,광주광역시,산업용,4834 ,234836737 ,16766334213 ,71.4
595,201005,광주광역시,산업용,4844 ,229760653 ,16300068504 ,70.9
723,201006,광주광역시,산업용,4860 ,240557508 ,17180209139 ,71.4
83,201007,광주광역시,산업용,4889 ,261264006 ,22876356891 ,87.6
211,201008,광주광역시,산업용,4903 ,248354460 ,23229577688 ,93.5
339,201009,광주광역시,산업용,4908 ,245016831 ,19133663546 ,78.1
467,201010,광주광역시,산업용,4915 ,239456487 ,17883710079 ,74.7
595,201011,광주광역시,산업용,4930 ,248073861 ,23093790258 ,93.1
723,201012,광주광역시,산업용,4946 ,254663515 ,20331403185 ,79.8
83,201101,광주광역시,산업용,4958 ,262589820 ,22777042114 ,86.7
211,201102,광주광역시,산업용,4977 ,234285379 ,20757004498 ,88.6
339,201103,광주광역시,산업용,5002 ,253830694 ,19414874365 ,76.5
467,201104,광주광역시,산업용,5007 ,251017754 ,18740636887 ,74.7
595,201105,광주광역시,산업용,5012 ,242256682 ,18070461556 ,74.6
723,201106,광주광역시,산업용,5026 ,255587190 ,19100367799 ,74.7
83,201107,광주광역시,산업용,5038 ,267549893 ,24419303761 ,91.3
211,201108,광주광역시,산업용,5060 ,254418909 ,25215690705 ,99.1
339,201109,광주광역시,산업용,5076 ,252046270 ,20879260629 ,82.8
467,201110,광주광역시,산업용,5096 ,245424191 ,19325972979 ,78.7
595,201111,광주광역시,산업용,5107 ,249610263 ,23202212758 ,93.0
723,201112,광주광역시,산업용,5121 ,253491214 ,25629346165 ,101.1
83,201201,광주광역시,산업용,5137 ,249718676 ,26039657732 ,104.3
211,201202,광주광역시,산업용,5149 ,252389661 ,26790879877 ,106.1
339,201203,광주광역시,산업용,5167 ,252548372 ,22445704405 ,88.9
467,201204,광주광역시,산업용,5190 ,247918044 ,21262649714 ,85.8
595,201205,광주광역시,산업용,5208 ,250008454 ,21375333476 ,85.5
723,201206,광주광역시,산업용,5223 ,254980093 ,21717961631 ,85.2
83,201207,광주광역시,산업용,5242 ,262938218 ,27361015687 ,104.1
211,201208,광주광역시,산업용,5258 ,257379784 ,29274700318 ,113.7
339,201209,광주광역시,산업용,5269 ,250349442 ,24121242641 ,96.4
467,201210,광주광역시,산업용,5280 ,233657619 ,21942487425 ,93.9
603,201211,광주광역시,산업용,5276 ,260205431 ,28099041683 ,108.0
739,201212,광주광역시,산업용,5299 ,255142650 ,28361654343 ,111.2
83,201301,광주광역시,산업용,5312 ,264679886 ,30268956814 ,114.4
219,201302,광주광역시,산업용,5328 ,233629727 ,27866147083 ,119.3
355,201303,광주광역시,산업용,5333 ,250041245 ,24965701433 ,99.8
491,201304,광주광역시,산업용,5399 ,255315141 ,24078094818 ,94.3
627,201305,광주광역시,산업용,5414 ,252204406 ,24030354818 ,95.3
763,201306,광주광역시,산업용,5426 ,259029411 ,24351459871 ,94.0
83,201307,광주광역시,산업용,5435 ,274807007 ,31702124861 ,115.4
219,201308,광주광역시,산업용,5454 ,266052531 ,31592166949 ,118.7
355,201309,광주광역시,산업용,5465 ,245362515 ,24868918127 ,101.4
491,201310,광주광역시,산업용,5469 ,253090255 ,23960713034 ,94.7
627,201311,광주광역시,산업용,5477 ,258680645 ,29685038898 ,114.8
763,201312,광주광역시,산업용,5501 ,263197167 ,32143776053 ,122.1
83,201401,광주광역시,산업용,5526 ,257465838 ,31582044629 ,122.7
219,201402,광주광역시,산업용,5546 ,243225037 ,30509542768 ,125.4
355,201403,광주광역시,산업용,5564 ,258210880 ,26730947197 ,103.5
491,201404,광주광역시,산업용,5601 ,258379756 ,25687489051 ,99.4
627,201405,광주광역시,산업용,5608 ,249053248 ,24797764630 ,99.6
763,201406,광주광역시,산업용,5624 ,257334579 ,30619935860 ,119.0
83,201407,광주광역시,산업용,5647 ,277017378 ,35392197244 ,127.8
219,201408,광주광역시,산업용,5670 ,255867511 ,32184087746 ,125.8
355,201409,광주광역시,산업용,5688 ,247081350 ,26264598179 ,106.3
491,201410,광주광역시,산업용,5696 ,250240743 ,24919801204 ,99.6
627,201411,광주광역시,산업용,5718 ,256099833 ,30352887649 ,118.5
763,201412,광주광역시,산업용,5738 ,270528520 ,33382251768 ,123.4
83,201501,광주광역시,산업용,5745 ,266092703 ,32855227216 ,123.5
219,201502,광주광역시,산업용,5754 ,246602545 ,30702863245 ,124.5
355,201503,광주광역시,산업용,5761 ,253248001 ,26515731798 ,104.7
491,201504,광주광역시,산업용,5778 ,259819838 ,26067172597 ,100.3
627,201505,광주광역시,산업용,5786 ,246043304 ,24616776144 ,100.1
763,201506,광주광역시,산업용,5806 ,248297242 ,32533535816 ,131.0
83,201507,광주광역시,산업용,5844 ,295019299 ,36238461029 ,122.8
219,201508,광주광역시,산업용,5855 ,257914264 ,32167471237 ,124.7
355,201509,광주광역시,산업용,5874 ,256255079 ,27189256721 ,106.1
491,201510,광주광역시,산업용,5876 ,257768561 ,25456177384 ,98.8
627,201511,광주광역시,산업용,5893 ,261441675 ,30901861600 ,118.2
763,201512,광주광역시,산업용,5910 ,266528325 ,32882202932 ,123.4
83,201601,광주광역시,산업용,5922 ,261196271 ,31946140613 ,122.3
219,201602,광주광역시,산업용,5932 ,249686944 ,30899039185 ,123.8
355,201603,광주광역시,산업용,5946 ,265611126 ,27492913573 ,103.5
491,201604,광주광역시,산업용,5935 ,254699750 ,25408946253 ,99.8
627,201605,광주광역시,산업용,5940 ,250569999 ,25164271093 ,100.4
763,201606,광주광역시,산업용,5966 ,268629134 ,32389791034 ,120.6
83,201607,광주광역시,산업용,5987 ,283162090 ,35258057817 ,124.5
219,201608,광주광역시,산업용,5997 ,269911993 ,34200179105 ,126.7
355,201609,광주광역시,산업용,6015 ,257262845 ,27575823772 ,107.2
491,201610,광주광역시,산업용,6036 ,255668381 ,25562445526 ,100.0
627,201611,광주광역시,산업용,6050 ,269083814 ,32268384222 ,119.9
763,201612,광주광역시,산업용,6061 ,275812572 ,34246268278 ,124.2
83,201701,광주광역시,산업용,6062 ,266767270 ,33045731492 ,123.9
219,201702,광주광역시,산업용,6059 ,265948639 ,33188988567 ,124.8
355,201703,광주광역시,산업용,6076 ,275255944 ,28519514719 ,103.6
491,201704,광주광역시,산업용,6091 ,265088130 ,26415557106 ,99.6
627,201705,광주광역시,산업용,6107 ,251168619 ,25366705217 ,101.0
763,201706,광주광역시,산업용,6126 ,271419451 ,32761380458 ,120.7
83,201707,광주광역시,산업용,6138 ,292212033 ,36736647194 ,125.7
219,201708,광주광역시,산업용,6154 ,275234392 ,35321667118 ,128.3
355,201709,광주광역시,산업용,6158 ,284174505 ,29606453138 ,104.2
491,201710,광주광역시,산업용,6169 ,238063827 ,24046908517 ,101.0
627,201711,광주광역시,산업용,6187 ,266181441 ,32051816174 ,120.4
763,201712,광주광역시,산업용,6192 ,267357093 ,33171324530 ,124.1
83,201801,광주광역시,산업용,6195 ,274715904 ,34094903637 ,124.1
219,201802,광주광역시,산업용,6199 ,254968942 ,31940480271 ,125.3
355,201803,광주광역시,산업용,6205 ,256046322 ,27025107998 ,105.5
491,201804,광주광역시,산업용,6220 ,256840613 ,26075753826 ,101.5
627,201805,광주광역시,산업용,6234 ,252622696 ,25633016512 ,101.5
763,201806,광주광역시,산업용,6245 ,261786251 ,31719489761 ,121.2
83,201807,광주광역시,산업용,6256 ,269930043 ,34950259074 ,129.5
219,201808,광주광역시,산업용,6266 ,268852575 ,34762827282 ,129.3
355,201809,광주광역시,산업용,6266 ,250034893 ,27048047274 ,108.2
491,201810,광주광역시,산업용,6272 ,248817607 ,25323458545 ,101.8
627,201811,광주광역시,산업용,6283 ,254913035 ,31005135351 ,121.6
763,201812,광주광역시,산업용,6289 ,256814879 ,32163006298 ,125.2
69,201901,광주광역시,산업용,6299 ,271217394 ,33998304498 ,125.4 
205,201902,광주광역시,산업용,6305 ,236874435 ,30000945709 ,126.7 
341,201903,광주광역시,산업용,6311 ,245845446 ,26342396076 ,107.2 
477,201905,광주광역시,산업용,6337 ,251804704 ,25707161257 ,102.1 
91,201001,대구광역시,산업용,17509 ,535847540 ,42510677649 ,79.3
219,201002,대구광역시,산업용,17534 ,499042196 ,40170486946 ,80.5
347,201003,대구광역시,산업용,17546 ,510144643 ,37690031657 ,73.9
475,201004,대구광역시,산업용,17562 ,521758452 ,37403998556 ,71.7
603,201005,대구광역시,산업용,17571 ,495237278 ,35546349761 ,71.8
731,201006,대구광역시,산업용,17601 ,508892968 ,36970445678 ,72.6
91,201007,대구광역시,산업용,17624 ,528604947 ,46006972554 ,87.0
219,201008,대구광역시,산업용,17655 ,509440285 ,47883490556 ,94.0
347,201009,대구광역시,산업용,17670 ,513847311 ,41161393644 ,80.1
475,201010,대구광역시,산업용,17687 ,485598168 ,36912775633 ,76.0
603,201011,대구광역시,산업용,17722 ,527043167 ,44312255409 ,84.1
731,201012,대구광역시,산업용,17774 ,558686284 ,47878250256 ,85.7
91,201101,대구광역시,산업용,17803 ,583626133 ,49843427443 ,85.4
219,201102,대구광역시,산업용,17814 ,530998269 ,46155873671 ,86.9
347,201103,대구광역시,산업용,17840 ,554154840 ,42378409478 ,76.5
475,201104,대구광역시,산업용,17882 ,545762659 ,40441103958 ,74.1
603,201105,대구광역시,산업용,17917 ,525182637 ,39048984922 ,74.4
731,201106,대구광역시,산업용,17993 ,542716505 ,40683313262 ,75.0
91,201107,대구광역시,산업용,18049 ,557537136 ,50030554520 ,89.7
219,201108,대구광역시,산업용,18075 ,535319842 ,52652688106 ,98.4
347,201109,대구광역시,산업용,18118 ,516993619 ,43604472048 ,84.3
475,201110,대구광역시,산업용,18149 ,523872702 ,41261230078 ,78.8
603,201111,대구광역시,산업용,18256 ,539992904 ,48710504994 ,90.2
731,201112,대구광역시,산업용,18334 ,563699071 ,55349640993 ,98.2
91,201201,대구광역시,산업용,18373 ,571513743 ,58215628158 ,101.9
219,201202,대구광역시,산업용,18397 ,561996528 ,58367496221 ,103.9
347,201203,대구광역시,산업용,18460 ,560452398 ,49788929178 ,88.8
475,201204,대구광역시,산업용,18509 ,548386099 ,46567089172 ,84.9
603,201205,대구광역시,산업용,18582 ,533449990 ,45643016247 ,85.6
731,201206,대구광역시,산업용,18648 ,541333739 ,46094621294 ,85.2
91,201207,대구광역시,산업용,18672 ,554874165 ,56724153798 ,102.2
219,201208,대구광역시,산업용,18735 ,538077278 ,60448017642 ,112.3
347,201209,대구광역시,산업용,18782 ,531590698 ,51861986887 ,97.6
475,201210,대구광역시,산업용,18851 ,497878171 ,46349998523 ,93.1
611,201211,대구광역시,산업용,18906 ,548155624 ,58854130667 ,107.4
747,201212,대구광역시,산업용,18948 ,577713701 ,62602210712 ,108.4
91,201301,대구광역시,산업용,19001 ,602429091 ,66015652876 ,109.6
227,201302,대구광역시,산업용,19027 ,542917705 ,62710554602 ,115.5
363,201303,대구광역시,산업용,19050 ,548327463 ,54014801261 ,98.5
499,201304,대구광역시,산업용,19097 ,562169873 ,52708138464 ,93.8
635,201305,대구광역시,산업용,19151 ,550244048 ,51969261434 ,94.4
771,201306,대구광역시,산업용,19203 ,548075942 ,51635664685 ,94.2
91,201307,대구광역시,산업용,19267 ,572302124 ,64847153493 ,113.3
227,201308,대구광역시,산업용,19335 ,549525836 ,64760376095 ,117.8
363,201309,대구광역시,산업용,19385 ,540746063 ,54544533649 ,100.9
499,201310,대구광역시,산업용,19412 ,533740792 ,50726748120 ,95.0
635,201311,대구광역시,산업용,19449 ,561862441 ,63026760917 ,112.2
771,201312,대구광역시,산업용,19471 ,586935196 ,69938569858 ,119.2
91,201401,대구광역시,산업용,19530 ,593765623 ,70508145169 ,118.7
227,201402,대구광역시,산업용,19549 ,551744311 ,67060768661 ,121.5
363,201403,대구광역시,산업용,19599 ,576799714 ,59101496067 ,102.5
499,201404,대구광역시,산업용,19646 ,577405120 ,56568770768 ,98.0
635,201405,대구광역시,산업용,19699 ,548116491 ,54126360192 ,98.7
771,201406,대구광역시,산업용,19772 ,560236957 ,64965441809 ,116.0
91,201407,대구광역시,산업용,19882 ,588864475 ,73732425290 ,125.2
227,201408,대구광역시,산업용,19929 ,536730615 ,66879710566 ,124.6
363,201409,대구광역시,산업용,19977 ,531973077 ,56865915718 ,106.9
499,201410,대구광역시,산업용,20011 ,554552993 ,54962059423 ,99.1
635,201411,대구광역시,산업용,20047 ,554575850 ,64807970588 ,116.9
771,201412,대구광역시,산업용,20081 ,591017973 ,71677150156 ,121.3
91,201501,대구광역시,산업용,20111 ,602778084 ,72363515012 ,120.1
227,201502,대구광역시,산업용,20161 ,566797790 ,68517687443 ,120.9
363,201503,대구광역시,산업용,20169 ,552976500 ,57498279298 ,104.0
499,201504,대구광역시,산업용,20207 ,580540193 ,57388963930 ,98.9
635,201505,대구광역시,산업용,20241 ,542186860 ,54100276587 ,99.8
771,201506,대구광역시,산업용,20283 ,567417965 ,67899647266 ,119.7
91,201507,대구광역시,산업용,20318 ,574502720 ,72911482701 ,126.9
227,201508,대구광역시,산업용,20366 ,531062904 ,66646464147 ,125.5
363,201509,대구광역시,산업용,20405 ,550710136 ,58277973132 ,105.8
499,201510,대구광역시,산업용,20430 ,529171929 ,53073084332 ,100.3
635,201511,대구광역시,산업용,20442 ,551341386 ,64349517614 ,116.7
771,201512,대구광역시,산업용,20449 ,573024664 ,69308398722 ,121.0
91,201601,대구광역시,산업용,20455 ,584305366 ,69476839089 ,118.9
227,201602,대구광역시,산업용,20490 ,555477234 ,66667475541 ,120.0
363,201603,대구광역시,산업용,20507 ,579268671 ,59510886551 ,102.7
499,201604,대구광역시,산업용,20523 ,562355095 ,55163276940 ,98.1
635,201605,대구광역시,산업용,20540 ,541661699 ,54087746367 ,99.9
771,201606,대구광역시,산업용,20550 ,564537116 ,66626877933 ,118.0
91,201607,대구광역시,산업용,20575 ,574331921 ,71007972777 ,123.6
227,201608,대구광역시,산업용,20598 ,554833665 ,69970749599 ,126.1
363,201609,대구광역시,산업용,20631 ,532195249 ,57482839274 ,108.0
499,201610,대구광역시,산업용,20647 ,541374716 ,54591488549 ,100.8
635,201611,대구광역시,산업용,20640 ,577993987 ,68228903760 ,118.0
771,201612,대구광역시,산업용,20670 ,593803485 ,72535891274 ,122.2
91,201701,대구광역시,산업용,20684 ,595113621 ,72028045102 ,121.0
227,201702,대구광역시,산업용,20695 ,573406388 ,70206452163 ,122.4
363,201703,대구광역시,산업용,20746 ,580856764 ,60186049878 ,103.6
499,201704,대구광역시,산업용,20758 ,568665523 ,56607267221 ,99.5
635,201705,대구광역시,산업용,20755 ,538078243 ,54226884951 ,100.8
771,201706,대구광역시,산업용,20778 ,559063767 ,67383149246 ,120.5
91,201707,대구광역시,산업용,20797 ,574018299 ,72503684424 ,126.3
227,201708,대구광역시,산업용,20807 ,552044089 ,70207426358 ,127.2
363,201709,대구광역시,산업용,20819 ,571810497 ,60643825185 ,106.1
499,201710,대구광역시,산업용,20839 ,494536366 ,50638730169 ,102.4
635,201711,대구광역시,산업용,20817 ,567825340 ,67199287090 ,118.3
771,201712,대구광역시,산업용,20818 ,586777822 ,71254410589 ,121.4
91,201801,대구광역시,산업용,20834 ,604253040 ,73243722455 ,121.2
227,201802,대구광역시,산업용,20860 ,567793024 ,69011982972 ,121.5
363,201803,대구광역시,산업용,20867 ,552171905 ,57848712932 ,104.8
499,201804,대구광역시,산업용,20857 ,553021374 ,55491518416 ,100.3
635,201805,대구광역시,산업용,20847 ,546931619 ,54685225043 ,100.0
771,201806,대구광역시,산업용,20842 ,551770093 ,65150095956 ,118.1
91,201807,대구광역시,산업용,20824 ,568324314 ,72019578107 ,126.7
227,201808,대구광역시,산업용,20817 ,558475987 ,70840699643 ,126.8
363,201809,대구광역시,산업용,20823 ,538644145 ,57510062893 ,106.8
499,201810,대구광역시,산업용,20815 ,522218517 ,52713089336 ,100.9
635,201811,대구광역시,산업용,20801 ,555314912 ,65585871787 ,118.1
771,201812,대구광역시,산업용,20800 ,568537161 ,68851669189 ,121.1
77,201901,대구광역시,산업용,20748 ,593712113 ,71800135879 ,120.9 
213,201902,대구광역시,산업용,20730 ,525314770 ,64471147701 ,122.7 
349,201903,대구광역시,산업용,20728 ,536846637 ,56284001724 ,104.8 
485,201905,대구광역시,산업용,20716 ,530719477 ,53464164440 ,100.7 
99,201001,대전광역시,산업용,4675 ,256888382 ,19910559418 ,77.5
227,201002,대전광역시,산업용,4687 ,232372742 ,18412318680 ,79.2
355,201003,대전광역시,산업용,4697 ,248296614 ,17534305516 ,70.6
483,201004,대전광역시,산업용,4719 ,245189101 ,17225175555 ,70.3
611,201005,대전광역시,산업용,4723 ,243102131 ,16888510419 ,69.5
739,201006,대전광역시,산업용,4735 ,255077704 ,17845741310 ,70.0
99,201007,대전광역시,산업용,4743 ,274716799 ,23969539395 ,87.3
227,201008,대전광역시,산업용,4762 ,263421503 ,24146332757 ,91.7
355,201009,대전광역시,산업용,4775 ,256426495 ,19183578872 ,74.8
483,201010,대전광역시,산업용,4775 ,253790590 ,18630553408 ,73.4
611,201011,대전광역시,산업용,4776 ,252871640 ,21634614131 ,85.6
739,201012,대전광역시,산업용,4783 ,265119330 ,22643611230 ,85.4
99,201101,대전광역시,산업용,4797 ,278970115 ,23515612415 ,84.3
227,201102,대전광역시,산업용,4796 ,245689234 ,21040569420 ,85.6
355,201103,대전광역시,산업용,4810 ,268408975 ,19643085591 ,73.2
483,201104,대전광역시,산업용,4825 ,258962605 ,18912230419 ,73.0
611,201105,대전광역시,산업용,4837 ,258973170 ,18573228405 ,71.7
739,201106,대전광역시,산업용,4857 ,273344090 ,19687446329 ,72.0
99,201107,대전광역시,산업용,4877 ,286051552 ,25305223317 ,88.5
227,201108,대전광역시,산업용,4894 ,285490672 ,26855140746 ,94.1
355,201109,대전광역시,산업용,4884 ,264084869 ,20559308178 ,77.9
483,201110,대전광역시,산업용,4890 ,250995669 ,19108188592 ,76.1
611,201111,대전광역시,산업용,4912 ,249739692 ,22816612503 ,91.4
739,201112,대전광역시,산업용,4920 ,255378559 ,25140354907 ,98.4
99,201201,대전광역시,산업용,4933 ,261711437 ,25966559573 ,99.2
227,201202,대전광역시,산업용,4937 ,263841632 ,26500730715 ,100.4
355,201203,대전광역시,산업용,4943 ,270483049 ,22342659803 ,82.6
483,201204,대전광역시,산업용,4953 ,256011039 ,20974471747 ,81.9
611,201205,대전광역시,산업용,4960 ,261200817 ,21312413692 ,81.6
739,201206,대전광역시,산업용,4976 ,267938177 ,21817424384 ,81.4
99,201207,대전광역시,산업용,4974 ,274500800 ,27485413520 ,100.1
227,201208,대전광역시,산업용,4986 ,273648807 ,29465116353 ,107.7
355,201209,대전광역시,산업용,5012 ,263069456 ,23523805653 ,89.4
483,201210,대전광역시,산업용,5017 ,250155254 ,22004573235 ,88.0
619,201211,대전광역시,산업용,5030 ,259876206 ,28143953765 ,108.3
755,201212,대전광역시,산업용,5030 ,269464772 ,28323794522 ,105.1
99,201301,대전광역시,산업용,5030 ,278936360 ,30410122106 ,109.0
235,201302,대전광역시,산업용,5026 ,249631879 ,28213755458 ,113.0
371,201303,대전광역시,산업용,5031 ,265534261 ,24439143015 ,92.0
507,201304,대전광역시,산업용,5027 ,262551760 ,24038437556 ,91.6
643,201305,대전광역시,산업용,5039 ,267712873 ,24326549207 ,90.9
779,201306,대전광역시,산업용,5056 ,277454609 ,24839236516 ,89.5
99,201307,대전광역시,산업용,5062 ,287418033 ,32182073327 ,112.0
235,201308,대전광역시,산업용,5075 ,290302137 ,32490607060 ,111.9
371,201309,대전광역시,산업용,5078 ,260072710 ,24337987271 ,93.6
507,201310,대전광역시,산업용,5079 ,267044953 ,24168408086 ,90.5
643,201311,대전광역시,산업용,5074 ,265012103 ,30117052541 ,113.6
779,201312,대전광역시,산업용,5080 ,275595464 ,32206166711 ,116.9
99,201401,대전광역시,산업용,5088 ,273601980 ,31886312296 ,116.5
235,201402,대전광역시,산업용,5100 ,257566165 ,30745686704 ,119.4
371,201403,대전광역시,산업용,5108 ,275172596 ,26399061502 ,95.9
507,201404,대전광역시,산업용,5125 ,271091018 ,25809753217 ,95.2
643,201405,대전광역시,산업용,5138 ,267391092 ,25302268087 ,94.6
779,201406,대전광역시,산업용,5132 ,277347146 ,31950880163 ,115.2
99,201407,대전광역시,산업용,5132 ,298856453 ,36031800950 ,120.6
235,201408,대전광역시,산업용,5133 ,278955128 ,32952038854 ,118.1
371,201409,대전광역시,산업용,5141 ,267734552 ,26079875477 ,97.4
507,201410,대전광역시,산업용,5147 ,274538272 ,25905715609 ,94.4
643,201411,대전광역시,산업용,5159 ,267821791 ,31385291561 ,117.2
779,201412,대전광역시,산업용,5166 ,281519394 ,33342736994 ,118.4
99,201501,대전광역시,산업용,5183 ,286480493 ,33712806392 ,117.7
235,201502,대전광역시,산업용,5190 ,255133737 ,30215554305 ,118.4
371,201503,대전광역시,산업용,5201 ,272432238 ,26468625217 ,97.2
507,201504,대전광역시,산업용,5205 ,269993391 ,25960254094 ,96.2
643,201505,대전광역시,산업용,5199 ,266672390 ,25334806294 ,95.0
779,201506,대전광역시,산업용,5201 ,282347982 ,33840039874 ,119.9
99,201507,대전광역시,산업용,5210 ,281381034 ,34663531572 ,123.2
235,201508,대전광역시,산업용,5217 ,293787074 ,34620615961 ,117.8
371,201509,대전광역시,산업용,5247 ,276965652 ,26969787564 ,97.4
507,201510,대전광역시,산업용,5266 ,265718528 ,25298289763 ,95.2
643,201511,대전광역시,산업용,5341 ,252355222 ,29838215004 ,118.2
779,201512,대전광역시,산업용,5374 ,266331381 ,31756224634 ,119.2
99,201601,대전광역시,산업용,5401 ,282009089 ,32815113493 ,116.4
235,201602,대전광역시,산업용,5419 ,264105319 ,30960138616 ,117.2
371,201603,대전광역시,산업용,5433 ,280662427 ,27160411208 ,96.8
507,201604,대전광역시,산업용,5436 ,270279627 ,25681374177 ,95.0
643,201605,대전광역시,산업용,5428 ,275018412 ,26030844449 ,94.7
779,201606,대전광역시,산업용,5434 ,286461388 ,33524756109 ,117.0
99,201607,대전광역시,산업용,5443 ,291246156 ,34840140453 ,119.6
235,201608,대전광역시,산업용,5473 ,297203935 ,36026873522 ,121.2
371,201609,대전광역시,산업용,5470 ,260954037 ,26239137577 ,100.6
507,201610,대전광역시,산업용,5470 ,259495058 ,25182611983 ,97.0
643,201611,대전광역시,산업용,5475 ,251866950 ,30510332826 ,121.1
779,201612,대전광역시,산업용,5482 ,264692263 ,32360960702 ,122.3
99,201701,대전광역시,산업용,5472 ,279716641 ,33193369762 ,118.7
235,201702,대전광역시,산업용,5475 ,270285709 ,32741583740 ,121.1
371,201703,대전광역시,산업용,5487 ,280629885 ,27532647885 ,98.1
507,201704,대전광역시,산업용,5485 ,271559172 ,26233215350 ,96.6
643,201705,대전광역시,산업용,5492 ,268661959 ,25967764319 ,96.7
779,201706,대전광역시,산업용,5504 ,283644228 ,34028726806 ,120.0
