,date,place,usage,고객호수,사용량(kWh),전기요금(원),평균판매단가(원/kWh)
149,201901,제주특별자치도,산업용,3615 ,54494235 ,6902838998 ,126.7 
285,201902,제주특별자치도,산업용,3622 ,49766263 ,6368302268 ,128 
421,201903,제주특별자치도,산업용,3607 ,49393247 ,5636753261 ,114.1 
557,201905,제주특별자치도,산업용,3527 ,49635517 ,5385413975 ,108.5 
163,201001,충청남도,산업용,16907 ,2271123251 ,169447328861 ,74.6
291,201002,충청남도,산업용,16954 ,2092786450 ,158425790417 ,75.7
419,201003,충청남도,산업용,16977 ,2311981951 ,153925913457 ,66.6
547,201004,충청남도,산업용,17010 ,2275872491 ,152104063971 ,66.8
675,201005,충청남도,산업용,17067 ,2310396830 ,151473686395 ,65.6
803,201006,충청남도,산업용,17143 ,2346864819 ,156161358091 ,66.5
163,201007,충청남도,산업용,17205 ,2482168666 ,209361544334 ,84.3
291,201008,충청남도,산업용,17271 ,2424570401 ,213019445885 ,87.9
419,201009,충청남도,산업용,17334 ,2373855977 ,165998727612 ,69.9
547,201010,충청남도,산업용,17403 ,2488258233 ,171822910547 ,69.1
675,201011,충청남도,산업용,17457 ,2469670968 ,203083103695 ,82.2
803,201012,충청남도,산업용,17569 ,2637407645 ,215215497762 ,81.6
163,201101,충청남도,산업용,17634 ,2710027058 ,218826178466 ,80.7
291,201102,충청남도,산업용,17665 ,2404219141 ,196221209257 ,81.6
419,201103,충청남도,산업용,17703 ,2666014109 ,184860658459 ,69.3
547,201104,충청남도,산업용,17755 ,2596044287 ,180768962942 ,69.6
675,201105,충청남도,산업용,17796 ,2700253911 ,183346616142 ,67.9
803,201106,충청남도,산업용,17865 ,2737937858 ,188565826210 ,68.9
163,201107,충청남도,산업용,17915 ,2806149172 ,242494318637 ,86.4
291,201108,충청남도,산업용,17956 ,2758875462 ,252494500125 ,91.5
419,201109,충청남도,산업용,18025 ,2682313327 ,197220350142 ,73.5
547,201110,충청남도,산업용,18101 ,2670575474 ,193215730052 ,72.3
675,201111,충청남도,산업용,18162 ,2664868654 ,236266225859 ,88.7
803,201112,충청남도,산업용,18240 ,2759003829 ,264027158536 ,95.7
163,201201,충청남도,산업용,18329 ,2777649818 ,263183203125 ,94.8
291,201202,충청남도,산업용,18348 ,2683664545 ,262320276471 ,97.7
419,201203,충청남도,산업용,18380 ,2887761579 ,224163508983 ,77.6
547,201204,충청남도,산업용,18420 ,2796588669 ,215523825005 ,77.1
675,201205,충청남도,산업용,18480 ,2881099880 ,221301022734 ,76.8
803,201206,충청남도,산업용,18505 ,2848704385 ,220409075416 ,77.4
163,201207,충청남도,산업용,18545 ,2946596432 ,285294270366 ,96.8
291,201208,충청남도,산업용,18585 ,2855009092 ,296216135462 ,103.8
419,201209,충청남도,산업용,18632 ,2813469017 ,235789931195 ,83.8
555,201210,충청남도,산업용,17582 ,2670325673 ,219737417307 ,82.3
691,201211,충청남도,산업용,17639 ,2701278085 ,278560295378 ,103.1
827,201212,충청남도,산업용,17721 ,2843795578 ,283702604179 ,99.8
171,201301,충청남도,산업용,17758 ,2907993423 ,302317850633 ,104.0
307,201302,충청남도,산업용,17776 ,2474100582 ,269905284511 ,109.1
443,201303,충청남도,산업용,17807 ,2833149880 ,242846046429 ,85.7
579,201304,충청남도,산업용,17821 ,2785222492 ,240877731367 ,86.5
715,201305,충청남도,산업용,17886 ,2888411065 ,247173808458 ,85.6
851,201306,충청남도,산업용,17945 ,2885636219 ,244668075648 ,84.8
171,201307,충청남도,산업용,18007 ,3014953399 ,325980337667 ,108.1
307,201308,충청남도,산업용,18070 ,2946833344 ,315089128206 ,106.9
443,201309,충청남도,산업용,18144 ,2906755768 ,248274206800 ,85.4
579,201310,충청남도,산업용,18203 ,3104137197 ,261524893047 ,84.3
715,201311,충청남도,산업용,18246 ,3065227401 ,331919822754 ,108.3
851,201312,충청남도,산업용,18321 ,3120490951 ,343616192471 ,110.1
171,201401,충청남도,산업용,18406 ,3115867004 ,341370586997 ,109.6
307,201402,충청남도,산업용,18444 ,2820068512 ,319727119272 ,113.4
443,201403,충청남도,산업용,18462 ,3135028110 ,278137994989 ,88.7
579,201404,충청남도,산업용,18493 ,3036490025 ,272620488831 ,89.8
715,201405,충청남도,산업용,18541 ,3088470074 ,270991812021 ,87.7
851,201406,충청남도,산업용,18590 ,3105457292 ,337640524787 ,108.7
171,201407,충청남도,산업용,18673 ,3209812699 ,366361130214 ,114.1
307,201408,충청남도,산업용,18766 ,3107585218 ,344832450374 ,111.0
443,201409,충청남도,산업용,18812 ,3005784134 ,270465670293 ,90.0
579,201410,충청남도,산업용,18860 ,3131099113 ,275901904323 ,88.1
715,201411,충청남도,산업용,18911 ,3075082177 ,341048881062 ,110.9
851,201412,충청남도,산업용,18968 ,3152811293 ,353697960342 ,112.2
171,201501,충청남도,산업용,19011 ,3147024010 ,350934012197 ,111.5
307,201502,충청남도,산업용,19065 ,2795403858 ,310700576075 ,111.1
443,201503,충청남도,산업용,19092 ,3040132620 ,274299224975 ,90.2
579,201504,충청남도,산업용,19122 ,2972435930 ,268931324610 ,90.5
715,201505,충청남도,산업용,19156 ,2966776291 ,263011272617 ,88.7
851,201506,충청남도,산업용,19221 ,3082420696 ,349623025995 ,113.4
171,201507,충청남도,산업용,19281 ,3232902090 ,372941921539 ,115.4
307,201508,충청남도,산업용,19327 ,3114059681 ,348704053420 ,112.0
443,201509,충청남도,산업용,19408 ,2995606632 ,271099022581 ,90.5
579,201510,충청남도,산업용,19453 ,3068806460 ,274158416683 ,89.3
715,201511,충청남도,산업용,19508 ,3045923360 ,338358143155 ,111.1
851,201512,충청남도,산업용,19566 ,3124892243 ,350178894482 ,112.1
171,201601,충청남도,산업용,19629 ,3153090875 ,348560393975 ,110.5
307,201602,충청남도,산업용,19691 ,2919510344 ,323235594384 ,110.7
443,201603,충청남도,산업용,19751 ,3056087410 ,278122374786 ,91.0
579,201604,충청남도,산업용,19816 ,3034071106 ,272330582095 ,89.8
715,201605,충청남도,산업용,19885 ,3066638762 ,273650882254 ,89.2
851,201606,충청남도,산업용,19959 ,3032044725 ,343183065462 ,113.2
171,201607,충청남도,산업용,20015 ,3242843518 ,366020503713 ,112.9
307,201608,충청남도,산업용,20058 ,3219686467 ,368269118601 ,114.4
443,201609,충청남도,산업용,20119 ,3042205850 ,278022953351 ,91.4
579,201610,충청남도,산업용,20145 ,3167158761 ,282558338726 ,89.2
715,201611,충청남도,산업용,20194 ,3147657243 ,356187048329 ,113.2
851,201612,충청남도,산업용,20274 ,3261837577 ,370513520190 ,113.6
171,201701,충청남도,산업용,20332 ,3217594364 ,356027042246 ,110.7
307,201702,충청남도,산업용,20355 ,3026453135 ,346916852658 ,114.6
443,201703,충청남도,산업용,20400 ,3252717500 ,294904368033 ,90.7
579,201704,충청남도,산업용,20464 ,3142767753 ,283501378335 ,90.2
715,201705,충청남도,산업용,20534 ,3205700454 ,286893657005 ,89.5
851,201706,충청남도,산업용,20621 ,3223742594 ,366015961754 ,113.5
171,201707,충청남도,산업용,20704 ,3416005069 ,387870236189 ,113.5
307,201708,충청남도,산업용,20753 ,3348343399 ,382803545464 ,114.3
443,201709,충청남도,산업용,20793 ,3263059312 ,299594499515 ,91.8
579,201710,충청남도,산업용,20838 ,3156663318 ,277493233212 ,87.9
715,201711,충청남도,산업용,20896 ,3280187020 ,371766107290 ,113.3
851,201712,충청남도,산업용,20959 ,3326262360 ,371283210437 ,111.6
171,201801,충청남도,산업용,21040 ,3382698438 ,382121952416 ,113.0
307,201802,충청남도,산업용,21100 ,3090634798 ,346030296307 ,112.0
443,201803,충청남도,산업용,21108 ,3325290124 ,300877517464 ,90.5
579,201804,충청남도,산업용,21181 ,3230926584 ,292493265828 ,90.5
715,201805,충청남도,산업용,21235 ,3324512436 ,295029909779 ,88.7
851,201806,충청남도,산업용,21296 ,3289887646 ,366466863859 ,111.4
171,201807,충청남도,산업용,21368 ,3488451079 ,397291826762 ,113.9
307,201808,충청남도,산업용,21432 ,3482154319 ,397643678457 ,114.2
443,201809,충청남도,산업용,21505 ,3251631341 ,293284703022 ,90.2
579,201810,충청남도,산업용,21561 ,3371245509 ,300229566920 ,89.1
715,201811,충청남도,산업용,21585 ,3342937344 ,378228369292 ,113.1
851,201812,충청남도,산업용,21646 ,3496158995 ,387141302903 ,110.7
157,201901,충청남도,산업용,21685 ,3532399257 ,396191300623 ,112.2 
293,201902,충청남도,산업용,21724 ,3089692703 ,344901758640 ,111.6 
429,201903,충청남도,산업용,21750 ,3383257432 ,304296758188 ,89.9 
565,201905,충청남도,산업용,21830 ,3467630476 ,309650183048 ,89.3 
171,201001,충청북도,산업용,12344 ,947612783 ,73920981661 ,78.0
299,201002,충청북도,산업용,12381 ,896743293 ,70660425863 ,78.8
427,201003,충청북도,산업용,12414 ,1016741433 ,70597833559 ,69.4
555,201004,충청북도,산업용,12466 ,1039520821 ,71525251617 ,68.8
683,201005,충청북도,산업용,12517 ,1043842656 ,70592118640 ,67.6
811,201006,충청북도,산업용,12569 ,1055740880 ,72539756257 ,68.7
171,201007,충청북도,산업용,12596 ,1085393792 ,94182489966 ,86.8
299,201008,충청북도,산업용,12677 ,1066975660 ,96403212576 ,90.4
427,201009,충청북도,산업용,12752 ,1008106473 ,74552237941 ,74.0
555,201010,충청북도,산업용,12797 ,1035278766 ,74578417350 ,72.0
683,201011,충청북도,산업용,12881 ,1055336749 ,88851237099 ,84.2
811,201012,충청북도,산업용,12954 ,1080990353 ,91566742722 ,84.7
171,201101,충청북도,산업용,13027 ,1060010684 ,89864166589 ,84.8
299,201102,충청북도,산업용,13033 ,933589961 ,80493091828 ,86.2
427,201103,충청북도,산업용,13119 ,1120701154 ,81156355787 ,72.4
555,201104,충청북도,산업용,13158 ,1121299733 ,80317671450 ,71.6
683,201105,충청북도,산업용,13206 ,1114794116 ,78652760364 ,70.6
811,201106,충청북도,산업용,13290 ,1137548948 ,81501412320 ,71.6
171,201107,충청북도,산업용,13382 ,1153586171 ,102779580031 ,89.1
299,201108,충청북도,산업용,13427 ,1129201974 ,107410033266 ,95.1
427,201109,충청북도,산업용,13499 ,1085544339 ,84506208457 ,77.8
555,201110,충청북도,산업용,13544 ,1133979196 ,84979197312 ,74.9
683,201111,충청북도,산업용,13601 ,1114020626 ,101609324235 ,91.2
811,201112,충청북도,산업용,13651 ,1129176153 ,111291036857 ,98.6
171,201201,충청북도,산업용,13704 ,1081546169 ,108394462771 ,100.2
299,201202,충청북도,산업용,13690 ,1075430921 ,110232599235 ,102.5
427,201203,충청북도,산업용,13714 ,1169355803 ,96609671320 ,82.6
555,201204,충청북도,산업용,13752 ,1157423459 ,93773268455 ,81.0
683,201205,충청북도,산업용,13785 ,1194285533 ,96308303486 ,80.6
811,201206,충청북도,산업용,13828 ,1218669143 ,98259205430 ,80.6
171,201207,충청북도,산업용,13900 ,1249936470 ,125229309136 ,100.2
299,201208,충청북도,산업용,13959 ,1212357951 ,131074597663 ,108.1
427,201209,충청북도,산업용,13993 ,1185606608 ,105339992365 ,88.8
563,201210,충청북도,산업용,13850 ,1113088689 ,97069982869 ,87.2
699,201211,충청북도,산업용,13884 ,1155715366 ,124145111613 ,107.4
835,201212,충청북도,산업용,13924 ,1183218718 ,124412464343 ,105.1
179,201301,충청북도,산업용,13938 ,1160388891 ,127888956035 ,110.2
315,201302,충청북도,산업용,13941 ,1057321879 ,120324589033 ,113.8
451,201303,충청북도,산업용,13933 ,1156173925 ,105932338857 ,91.6
587,201304,충청북도,산업용,13945 ,1210611438 ,106292620084 ,87.8
723,201305,충청북도,산업용,13977 ,1154877908 ,107988271735 ,93.5
859,201306,충청북도,산업용,14022 ,1201110114 ,107447425125 ,89.5
179,201307,충청북도,산업용,14090 ,1271285923 ,142003351038 ,111.7
315,201308,충청북도,산업용,14142 ,1239744259 ,138893220880 ,112.0
451,201309,충청북도,산업용,14231 ,1175320781 ,108217413684 ,92.1
587,201310,충청북도,산업용,14272 ,1309517239 ,108083793121 ,82.5
723,201311,충청북도,산업용,14325 ,1098246582 ,135785609827 ,123.6
859,201312,충청북도,산업용,14375 ,1248073614 ,144977037435 ,116.2
179,201401,충청북도,산업용,14427 ,1204723417 ,139997017193 ,116.2
315,201402,충청북도,산업용,14458 ,1124518167 ,134196667050 ,119.3
451,201403,충청북도,산업용,14502 ,1268106482 ,120589521374 ,95.1
587,201404,충청북도,산업용,14538 ,1251865802 ,117208837175 ,93.6
723,201405,충청북도,산업용,14548 ,1252992325 ,117775548675 ,94.0
859,201406,충청북도,산업용,14565 ,1254783143 ,144083671664 ,114.8
179,201407,충청북도,산업용,14610 ,1346528307 ,161896430592 ,120.2
315,201408,충청북도,산업용,14661 ,1268759916 ,149675272863 ,118.0
451,201409,충청북도,산업용,14689 ,1210672937 ,117085711999 ,96.7
587,201410,충청북도,산업용,14750 ,1278039312 ,119087732555 ,93.2
723,201411,충청북도,산업용,14782 ,1244930372 ,144152047755 ,115.8
859,201412,충청북도,산업용,14815 ,1299888515 ,152943621882 ,117.7
179,201501,충청북도,산업용,14847 ,1273429083 ,149901781037 ,117.7
315,201502,충청북도,산업용,14855 ,1155112916 ,136103508978 ,117.8
451,201503,충청북도,산업용,14868 ,1286383982 ,123008404698 ,95.6
587,201504,충청북도,산업용,14916 ,1295358575 ,122510831599 ,94.6
723,201505,충청북도,산업용,14932 ,1280845459 ,120978904349 ,94.5
859,201506,충청북도,산업용,14991 ,1319843791 ,154098585720 ,116.8
179,201507,충청북도,산업용,15080 ,1375667041 ,171819124235 ,124.9
315,201508,충청북도,산업용,15139 ,1305895321 ,148367597824 ,113.6
451,201509,충청북도,산업용,15174 ,1283911835 ,123227585653 ,96.0
587,201510,충청북도,산업용,15218 ,1306094340 ,121731494858 ,93.2
723,201511,충청북도,산업용,15260 ,1301476043 ,152082701780 ,116.9
859,201512,충청북도,산업용,15318 ,1333862007 ,153823438457 ,115.3
179,201601,충청북도,산업용,15358 ,1322184561 ,152029643340 ,115.0
315,201602,충청북도,산업용,15389 ,1261390287 ,145436243399 ,115.3
451,201603,충청북도,산업용,15439 ,1259777282 ,128447650266 ,102.0
587,201604,충청북도,산업용,15474 ,1410720298 ,123205793564 ,87.3
723,201605,충청북도,산업용,15511 ,1350816916 ,125330279606 ,92.8
859,201606,충청북도,산업용,15562 ,1380170025 ,159998386586 ,115.9
179,201607,충청북도,산업용,15590 ,1427171659 ,167072956892 ,117.1
315,201608,충청북도,산업용,15670 ,1399054607 ,167187728295 ,119.5
451,201609,충청북도,산업용,15734 ,1328554048 ,128413456092 ,96.7
587,201610,충청북도,산업용,15779 ,1358245806 ,126887801982 ,93.4
723,201611,충청북도,산업용,15849 ,1378597588 ,160804331210 ,116.6
859,201612,충청북도,산업용,15930 ,1426694172 ,168203811293 ,117.9
179,201701,충청북도,산업용,15990 ,1395906455 ,161606687133 ,115.8
315,201702,충청북도,산업용,16005 ,1316309061 ,156881315055 ,119.2
451,201703,충청북도,산업용,16043 ,1430600009 ,135938502051 ,95.0
587,201704,충청북도,산업용,16063 ,1378278539 ,129404424112 ,93.9
723,201705,충청북도,산업용,16074 ,1394582783 ,130276990061 ,93.4
859,201706,충청북도,산업용,16119 ,1404422317 ,165177298109 ,117.6
179,201707,충청북도,산업용,16177 ,1497869960 ,178040149907 ,118.9
315,201708,충청북도,산업용,16190 ,1440871463 ,172527456861 ,119.7
451,201709,충청북도,산업용,16181 ,1448075416 ,140156119656 ,96.8
587,201710,충청북도,산업용,16201 ,1345363794 ,124617697829 ,92.6
723,201711,충청북도,산업용,16270 ,1445958441 ,168363815629 ,116.4
859,201712,충청북도,산업용,16326 ,1488145977 ,172067692983 ,115.6
179,201801,충청북도,산업용,16378 ,1470427989 ,172354821249 ,117.2
315,201802,충청북도,산업용,16410 ,1357550220 ,158745614363 ,116.9
451,201803,충청북도,산업용,16434 ,1452120921 ,138120340887 ,95.1
587,201804,충청북도,산업용,16485 ,1442247179 ,135626916581 ,94.0
723,201805,충청북도,산업용,16534 ,1486522417 ,138015015453 ,92.8
859,201806,충청북도,산업용,16587 ,1496690990 ,171335823239 ,114.5
179,201807,충청북도,산업용,16661 ,1579325750 ,187901889989 ,119.0
315,201808,충청북도,산업용,16729 ,1564342605 ,185639905895 ,118.7
451,201809,충청북도,산업용,16768 ,1471907742 ,139755791184 ,94.9
587,201810,충청북도,산업용,16809 ,1506431332 ,138466649991 ,91.9
723,201811,충청북도,산업용,16849 ,1519252992 ,174969981100 ,115.2
859,201812,충청북도,산업용,16898 ,1559133957 ,178274974209 ,114.3
165,201901,충청북도,산업용,16924 ,1558739318 ,181959120021 ,116.7 
301,201902,충청북도,산업용,16945 ,1378307759 ,160623765095 ,116.5 
437,201903,충청북도,산업용,16964 ,1533077106 ,144241674451 ,94.1 
573,201905,충청북도,산업용,17039 ,1550431825 ,143798241899 ,92.7 
