,place,date,평균기온(C),최고기온(C),최저기온(C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량,고객호수,사용량(kWh),전기요금(원),평균판매단가(원/kWh),증감률 (%),생산지수(2015=100)
1460,12,5,17.1,27.2,9.5,69.0,149.0,3.3,5.7,16933,1361314765,88319905820,64.9,14.4,86.7
1461,12,6,21.6,27.9,13.9,74.0,77.6,2.8,6.5,16956,1323884070,87977404999,66.5,14.6,88.1
1462,12,7,24.7,30.0,20.0,86.0,469.2,3.2,7.6,17025,1384800462,113156601797,81.7,12.4,90.7
1463,12,8,26.7,32.5,23.4,86.0,303.5,2.9,6.4,17077,1404738127,118030224945,84.0,6.8,89.0
1464,12,9,23.4,30.6,15.7,74.0,270.4,3.7,5.8,17145,1389027377,94173215828,67.8,-1.6,88.2
1465,12,10,17.2,24.8,5.7,61.0,36.5,4.4,4.6,17220,1489483989,99749265596,67.0,5.8,93.7
1466,12,11,10.3,18.3,1.9,51.0,6.6,3.6,2.8,17284,1436538430,116227343397,80.9,4.6,92.0
1467,12,12,4.2,16.7,-7.4,53.0,29.2,4.9,3.1,17315,1570039261,123516793378,78.7,10.0,95.6
1468,12,1,-1.5,6.2,-10.4,42.0,0.0,5.9,2.8,17368,1542186129,120591527376,78.2,6.1,95.7
1469,12,2,4.9,16.0,-5.0,55.0,100.0,3.8,4.1,17444,1356725977,106650040595,78.6,10.4,87.6
1470,12,3,6.3,17.0,-2.8,45.0,32.5,5.1,3.1,17480,1477477236,100167097034,67.8,16.6,100.7
1471,12,4,12.3,20.4,5.3,57.0,83.7,4.5,3.9,17629,1538211092,105322052446,68.5,7.4,95.2
1472,12,5,17.1,25.1,12.2,71.0,139.6,3.9,6.3,17595,1433386420,96474403693,67.3,10.2,95.5
1473,12,6,21.1,27.5,15.5,84.0,216.2,3.1,7.2,17680,1420982320,98097752750,69.0,6.5,93.8
1474,12,7,25.1,32.4,19.5,86.0,387.0,3.6,7.1,17737,1576038371,130194627553,82.6,3.6,94.0
1475,12,8,25.3,31.4,19.3,85.0,398.2,4.0,7.9,17769,1599487002,141747780196,88.6,9.8,97.8
1476,12,9,23.3,32.1,14.5,69.0,30.7,3.9,4.8,17823,1509719381,105166253166,69.7,9.4,96.4
1477,12,10,17.0,24.9,7.3,59.0,72.2,3.5,4.4,17869,1622047973,115727406558,71.3,9.5,102.6
1478,12,11,13.5,23.6,1.1,66.0,185.0,4.2,5.5,17908,1607918952,140974951885,87.7,9.7,100.9
1479,12,12,3.8,12.6,-4.8,45.0,5.3,4.8,3.4,17922,1610539515,148342997455,92.1,10.9,106.1
1480,12,1,2.2,10.5,-6.3,47.0,6.7,5.1,4.1,17953,1573541022,142032111539,90.3,16.4,111.4
1481,12,2,1.8,13.1,-9.2,49.0,23.0,4.8,4.7,18006,1454576970,137509535699,94.5,13.6,99.6
1482,12,3,7.4,16.6,-3.0,55.0,143.8,5.1,5.0,18045,1474205205,114055933736,77.4,1.8,102.5
1483,12,4,13.1,21.6,2.0,60.0,195.5,4.5,4.5,18096,1492957567,114299782276,76.6,3.0,98.0
1484,12,5,18.6,27.9,12.5,64.0,44.4,3.2,4.6,18140,1583712243,118844701360,75.0,10.7,105.8
1485,12,6,21.5,27.3,17.2,85.0,69.6,3.3,6.7,18160,1643265844,124680545392,75.9,8.9,102.1
1486,12,7,25.1,33.3,20.3,94.0,235.8,3.7,7.0,18182,1692395986,155861768747,92.1,8.6,102.1
1487,12,8,27.1,34.3,20.8,88.0,559.0,4.6,6.7,18207,1657179568,163452838568,98.6,1.5,99.3
1488,12,9,21.9,28.3,14.1,82.0,360.1,4.0,5.1,18180,1653626872,135199997490,81.8,5.0,101.2
1489,12,10,17.2,24.6,8.2,67.0,38.0,3.5,3.2,18212,1702484403,137592903545,80.8,-0.9,101.7
1490,12,11,9.5,17.5,1.4,63.0,52.5,4.7,4.3,18241,1688879027,174486412415,103.3,0.5,101.4
1491,12,12,2.3,12.0,-7.3,66.0,96.7,5.0,4.1,18222,1607185371,153355417680,95.4,-2.5,103.4
1492,12,1,1.8,11.5,-7.9,62.0,15.6,4.6,3.2,18232,1657015046,167901046488,101.3,-3.8,107.2
1493,12,2,3.6,14.9,-9.3,58.0,116.4,4.7,4.6,18245,1509883782,156854226528,103.9,-11.2,88.4
1494,12,3,9.1,18.7,-1.9,63.0,79.9,4.2,3.2,18257,1733684390,147110454397,84.9,-6.2,96.2
1495,12,4,11.9,22.0,3.0,64.0,99.1,4.7,4.3,18284,1711250338,148780434699,86.9,-6.3,91.9
1496,12,5,18.0,26.7,10.4,78.0,234.2,3.3,4.5,18305,1872072426,156360379815,83.5,-6.5,98.9
1497,12,6,21.8,28.0,16.8,89.0,108.4,2.6,6.8,18346,1814847893,153154581106,84.4,-5.6,96.4
1498,12,7,25.8,34.5,22.1,93.0,127.7,4.3,7.0,18358,1731698596,181209731716,104.6,-3.2,98.8
1499,12,8,27.0,33.7,22.3,80.0,246.7,2.8,4.0,18404,1617831162,167875245163,103.8,-5.8,93.5
1500,12,9,23.2,30.9,16.7,67.0,70.1,3.1,4.7,18465,1873773901,137615484959,73.4,-10.5,90.7
1501,12,10,18.4,26.9,9.0,59.0,48.1,4.4,3.9,18525,1844663741,155894976808,84.5,-6.1,95.5
1502,12,11,10.3,22.1,-0.7,54.0,52.9,4.3,3.4,18591,1762764210,188864264600,107.1,-7.9,93.4
1503,12,12,4.9,13.4,-3.6,49.0,1.7,4.9,3.3,18611,1688762762,179331407912,106.2,-5.7,97.5
1504,12,1,3.8,14.1,-5.6,45.0,11.4,3.6,2.6,18634,1728316234,182226522281,105.4,-5.8,101.0
1505,12,2,5.3,16.2,-6.3,52.0,19.7,4.7,5.2,18666,1602807000,177167387955,110.5,-1.7,86.9
1506,12,3,9.2,20.1,-0.9,57.0,127.0,4.2,4.4,18683,1965736751,173101520169,88.1,-3.5,92.8
1507,12,4,14.2,24.5,4.5,54.0,63.9,3.5,4.8,18661,1901328458,169999750486,89.4,-1.6,90.4
1508,12,5,18.6,27.5,9.8,57.0,109.8,3.8,3.2,18692,1934117643,169996078768,87.9,-8.6,90.4
1509,12,6,21.6,28.7,16.7,71.0,127.9,3.3,7.0,18707,1796981717,192114026612,106.9,-8.8,88.0
1510,12,7,24.4,32.8,18.9,77.0,160.5,3.3,7.6,18742,1884819454,206747310631,109.7,-7.7,91.2
1511,12,8,24.3,29.5,19.8,76.0,662.2,4.5,8.0,18784,1800920591,191976460730,106.6,-4.7,89.1
1512,12,9,22.5,28.1,18.6,65.0,86.9,3.4,5.4,18812,1871751210,163130118136,87.2,-2.0,88.9
1513,12,10,17.7,24.3,11.2,58.0,131.7,4.4,3.3,18815,2098839115,183967708999,87.7,-5.4,90.3
1514,12,11,11.9,19.3,3.1,55.0,61.5,3.7,4.6,18850,1781563968,195952097253,110.0,-3.6,90.0
1515,12,12,3.1,12.5,-5.7,47.0,12.8,4.8,4.7,18866,1900887068,206274304423,108.5,-0.5,97.1
1516,12,1,3.5,12.6,-5.0,48.0,36.6,4.9,4.1,18884,1933872686,209956346872,108.6,-1.5,99.5
1517,12,2,4.2,12.4,-7.5,48.0,42.7,4.8,4.4,18915,1731960557,184755169520,106.7,4.0,90.4
1518,12,3,8.3,19.4,-4.2,49.0,101.4,3.9,3.7,18921,2074485242,184009029551,88.7,8.6,100.8
1519,12,4,13.3,22.7,6.6,62.0,252.9,3.7,6.0,18972,1931298913,173512656476,89.8,4.8,94.7
1520,12,5,18.6,27.4,8.9,58.0,146.1,3.0,4.4,19004,2070174675,176191000943,85.1,10.5,99.9
1521,12,6,20.8,28.7,13.7,72.0,82.6,2.6,7.6,19034,1849682565,199905190271,108.1,13.8,100.1
1522,12,7,23.9,31.5,17.9,75.0,217.0,4.1,7.0,19073,1755552068,193584590179,110.3,12.1,102.2
1523,12,8,25.7,32.9,20.2,71.0,130.8,3.1,5.7,19125,1902131408,200399613821,105.4,13.3,101.0
1524,12,9,22.1,28.2,17.3,61.0,88.8,4.4,4.7,19154,1980505977,169790103521,85.7,11.1,98.7
1525,12,10,17.7,24.5,6.0,57.0,43.9,3.4,2.6,19192,1792561270,172812563842,96.4,15.7,104.5
1526,12,11,13.1,21.2,1.2,67.0,74.9,4.1,6.4,19198,1837083230,199284629388,108.5,13.3,102.0
1527,12,12,7.0,14.1,-1.7,56.0,32.8,4.4,4.7,19212,1947093951,210376522456,108.0,9.5,106.3
1528,12,1,2.5,14.2,-8.9,51.0,51.2,4.9,4.8,19197,1926975147,205258763757,106.5,5.0,104.5
1529,12,2,4.3,15.9,-4.1,46.0,65.5,4.9,4.0,19203,1769357504,189805758776,107.3,7.9,97.5
1530,12,3,9.0,18.3,-3.9,57.0,86.6,3.6,4.5,19224,1852018558,166236379672,89.8,3.1,103.9
1531,12,4,14.5,24.8,8.7,63.0,301.0,3.5,6.0,19283,1795175981,158634464351,88.4,0.7,95.4
1532,12,5,18.9,29.2,11.4,60.0,124.3,3.0,5.4,19318,1964514875,169287080401,86.2,5.1,105.0
1533,12,6,21.9,29.0,16.6,76.0,162.2,2.8,7.2,19356,1882763109,203049528053,107.8,4.4,104.5
1534,12,7,25.3,32.9,20.6,82.0,157.8,2.8,6.2,19412,1873926453,204454728306,109.1,4.2,106.5
1535,12,8,27.7,34.4,17.7,67.0,33.8,3.4,2.7,19474,1914598269,209655763721,109.5,3.7,104.7
1536,12,9,23.0,29.2,17.2,74.0,317.2,4.2,6.8,19570,1941676833,170102755252,87.6,6.3,104.9
1537,12,10,18.3,26.7,8.4,66.0,150.0,4.4,6.8,19644,2056739973,180769298910,87.9,-2.7,101.7
1538,12,11,11.4,20.2,1.6,55.0,77.7,4.3,3.8,19688,1868511315,207715617027,111.2,-1.1,100.9
1539,12,12,6.4,18.6,-2.9,52.0,89.3,4.7,3.6,19721,2000561957,219979928640,110.0,-1.8,104.4
1540,12,1,3.4,13.7,-6.8,47.0,11.5,5.0,3.0,19733,1976760485,209465687610,106.0,-2.5,101.9
1541,12,2,4.3,14.2,-4.3,45.0,45.1,5.2,3.2,19788,1751147139,195836289863,111.8,-3.3,94.3
1542,12,3,8.3,17.8,-1.1,48.0,14.7,3.8,4.1,19814,1923753873,170807582970,88.8,0.5,104.4
1543,12,4,14.9,24.1,5.9,64.0,62.8,3.6,4.5,19836,1876672444,165729361895,88.3,5.9,101.0
1544,12,5,19.2,31.0,13.3,64.0,49.5,3.4,3.9,19879,1961900323,170346153349,86.8,0.6,105.6
1545,12,6,21.7,31.6,16.8,74.0,81.6,3.0,5.2,19951,1859287244,202198932230,108.8,-0.2,104.3
1546,12,7,26.1,32.2,22.6,89.0,113.5,2.8,6.5,20013,1942468121,210868451554,108.6,-2.3,104.1
1547,12,8,27.2,35.9,19.8,78.0,311.6,3.5,4.6,20090,1954325755,213551179655,109.3,-3.3,101.2
1548,12,9,22.7,29.2,14.7,71.0,163.9,4.0,5.0,20156,1967037575,174396716640,88.7,-1.8,103.0
1549,12,10,18.1,27.3,7.0,70.0,148.3,4.9,4.8,20193,1988775926,168021169765,84.5,-2.6,99.1
1550,12,11,10.6,21.5,0.3,58.0,0.6,3.7,3.2,20241,1763602992,195562342007,110.9,-5.4,95.5
1551,12,12,3.3,12.9,-5.0,54.0,16.5,4.2,2.4,20238,1955701197,209245163123,107.0,-5.7,98.4
1552,12,1,1.4,13.1,-10.3,56.0,24.7,4.6,3.6,20278,1947864357,211451721155,108.6,3.2,105.2
1553,12,2,3.1,14.5,-8.4,50.0,33.4,3.9,3.4,20298,1771597736,190080852063,107.3,-2.9,91.6
1554,12,3,9.4,20.5,-1.3,72.0,223.8,4.5,3.9,20311,1675708107,176946388667,105.6,-4.3,99.9
1555,12,4,14.2,24.9,2.5,70.0,125.3,4.1,4.8,20321,2382266645,184075261902,77.3,1.3,102.3
1556,12,5,18.2,26.1,10.0,76.0,134.5,3.6,5.8,20376,2065679162,178989553604,86.6,-2.5,103.0
1557,12,6,21.9,29.8,16.4,80.0,291.8,3.1,5.4,20435,1863085595,195685165519,105.0,-4.1,100.0
1558,12,7,26.9,35.0,19.2,81.0,149.7,3.4,3.9,20459,1953862735,210149194875,107.6,-2.1,101.9
1559,12,8,28.1,34.5,22.8,78.0,89.8,4.0,5.2,20507,1993239887,213675253336,107.2,0.6,101.8
1560,12,9,22.1,30.3,15.5,75.0,281.4,4.3,6.4,20518,1976641497,168531629679,85.3,-6.1,96.7
1561,12,10,16.4,25.6,8.4,63.0,146.6,3.9,3.3,20549,1873504566,162159590142,86.6,-4.1,95.0
1562,12,11,12.2,20.4,4.5,63.0,32.2,2.8,3.5,20579,1664091913,184777047040,111.0,-4.6,91.1
1563,12,12,5.2,16.5,-6.6,55.0,45.5,4.4,4.4,20613,1833480662,195077535591,106.4,-2.0,96.4
1564,12,1,3.7,11.9,-4.8,51.0,12.9,4.3,3.3,20651,1869638091,202175035295,108.1,-0.7,104.5
1565,12,2,5.5,16.1,-2.5,54.0,46.4,3.8,5.2,20638,1658260415,177723803662,107.2,-5.0,87.0
1566,12,3,9.8,20.9,1.5,58.0,63.3,4.4,4.3,20646,1888253993,164539739936,87.1,1.2,101.1
1567,12,5,19.1,27.2,11.2,62.0,132.4,3.3,4.1,20722,1823362567,160113733477,87.8,-4.4,98.5
1568,14,1,5.3,18.9,-2.3,63.0,34.6,4.2,6.6,2806,35996407,3070448715,85.3,56.8,105.9
1569,14,2,7.3,23.3,-0.3,66.0,81.7,3.4,6.7,2819,34666998,2997354626,86.5,14.7,75.8
1570,14,3,9.3,25.5,-1.4,65.0,161.3,4.2,6.8,2816,32566594,2697496672,82.8,-13.9,69.3
1571,14,4,11.8,21.2,3.8,62.0,210.5,3.5,6.3,2791,33806345,2681691863,79.3,-11.3,62.7
1572,14,5,17.3,25.9,8.9,66.0,33.6,2.9,5.3,2737,33078396,2621540884,79.3,0.3,68.9
1573,14,6,21.2,27.7,14.3,75.0,188.0,2.2,7.2,2678,34397726,2728273347,79.3,30.3,92.9
1574,14,7,25.9,32.2,20.9,76.0,263.9,2.3,7.3,2658,35115207,3217421361,91.6,-7.7,71.5
1575,14,8,28.8,35.8,24.6,71.0,227.6,2.6,5.7,2670,36844136,3621543887,98.3,-12.5,68.5
1576,14,9,24.2,33.9,14.8,71.0,179.1,2.7,6.2,2679,36497643,3190380544,87.4,-37.9,64.2
1577,14,10,17.6,26.3,6.8,65.0,120.3,3.2,6.0,2713,34441978,2834886969,82.3,-5.1,75.7
1578,14,11,11.7,22.1,3.5,56.0,1.8,3.3,4.1,2778,37128768,3314608455,89.3,-4.7,105.2
1579,14,12,7.1,17.8,-0.6,62.0,82.5,4.7,6.0,2864,36889562,3432977403,93.1,-18.4,102.6
1580,14,1,2.3,8.0,-2.8,63.0,15.6,5.0,7.8,2888,37629993,3474720771,92.3,-18.9,85.9
1581,14,2,7.0,22.3,-1.2,66.0,35.1,3.1,5.7,2900,34707349,3264293554,94.1,-3.3,73.4
1582,14,3,7.8,18.7,1.0,55.0,32.4,3.8,4.4,2897,34451418,2971448505,86.3,12.7,78.1
1583,14,4,13.2,26.5,6.2,63.0,51.3,3.2,4.1,2889,35604228,2917569395,81.9,12.7,70.6
1584,14,5,18.2,29.8,10.5,73.0,66.1,3.1,6.2,2854,33610106,2788207479,83.0,7.7,74.2
1585,14,6,21.7,33.2,15.5,83.0,398.6,2.6,7.4,2804,35729326,2934815934,82.1,-15.8,78.2
1586,14,7,27.3,34.5,20.8,75.0,68.3,2.2,6.1,2775,36991599,3493982716,94.5,9.8,78.5
1587,14,8,26.0,34.7,20.6,82.0,423.1,3.0,7.0,2779,38374545,3923489428,102.2,14.4,78.4
1588,14,9,23.1,29.5,16.1,71.0,47.8,2.9,5.2,2778,37477377,3410372429,91.0,23.5,79.3
1589,14,10,17.9,25.1,7.7,62.0,49.1,3.0,5.2,2822,35861810,3068371431,85.6,16.3,88.0
1590,14,11,15.7,26.4,6.4,70.0,231.3,3.2,6.9,2906,39283809,3672273465,93.5,25.6,132.1
1591,14,12,7.1,14.1,1.4,61.0,59.9,4.4,7.5,2975,38496428,3982588681,103.5,30.5,133.9
1592,14,1,5.4,11.1,-0.1,59.0,32.9,4.2,7.6,3000,39153640,4191198558,107.0,4.9,90.0
1593,14,2,4.8,11.7,-2.8,65.0,109.1,4.2,7.8,3001,37310206,4084517824,109.5,-3.7,70.6
1594,14,3,9.0,20.9,1.4,62.0,171.9,3.9,5.9,2985,36740002,3585905061,97.6,7.0,83.5
1595,14,4,14.5,24.4,4.3,62.0,165.0,3.8,4.9,2961,37463671,3443808959,91.9,2.6,72.5
1596,14,5,19.0,26.8,12.6,66.0,99.0,3.1,4.8,2940,35849605,3318854521,92.6,15.4,85.6
1597,14,6,22.3,30.2,16.9,80.0,104.8,2.8,7.2,2842,37942210,3448623090,90.9,6.0,82.8
1598,14,7,26.6,34.9,21.5,85.0,207.3,2.4,6.3,2811,38387016,3997718082,104.1,-2.6,76.5
1599,14,8,27.8,34.4,21.7,84.0,601.9,3.1,6.4,2812,40103633,4560499022,113.7,2.7,80.5
1600,14,9,22.0,30.3,16.5,81.0,499.1,2.7,5.6,2812,36926614,3867472236,104.7,-11.0,70.5
1601,14,10,18.4,25.4,10.0,69.0,35.7,2.8,4.7,2841,37373992,3626367040,97.0,0.0,88.0
1602,14,11,12.0,18.1,4.8,68.0,90.6,3.9,6.4,2897,40479040,4521142677,111.7,-18.0,108.3
1603,14,12,6.6,18.0,-0.2,74.0,131.0,4.4,7.6,2955,39971111,4610992671,115.4,-21.6,104.9
1604,14,1,5.6,17.4,-1.6,70.0,20.5,3.6,6.5,2989,40583958,4691204340,115.6,30.1,117.2
1605,14,2,6.2,19.0,-1.8,71.0,60.5,3.0,6.6,3000,38785350,4695562332,121.1,11.5,78.7
1606,14,3,10.0,28.1,2.3,71.0,55.2,3.1,4.6,2994,37546599,4043705948,107.7,-5.1,79.3
1607,14,4,13.5,26.4,5.7,66.0,94.5,3.7,4.9,2985,38922962,3932222845,101.0,3.2,74.8
1608,14,5,18.6,27.8,10.2,78.0,59.7,2.7,5.1,2939,37619987,3843403249,102.2,-4.0,82.1
1609,14,6,21.7,30.8,16.3,91.0,160.5,2.5,7.9,2872,39157498,3920010871,100.1,-3.0,80.3
1610,14,7,28.7,36.3,20.0,72.0,14.7,3.2,4.8,2856,40172010,4693121675,116.8,12.3,85.9
1611,14,8,29.1,35.7,22.2,74.0,74.2,2.4,3.9,2851,42992542,5190107428,120.7,6.0,85.3
1612,14,9,24.0,29.9,16.3,74.0,82.1,2.8,4.7,2847,41917241,4428968363,105.7,10.4,77.8
1613,14,10,19.2,27.1,10.6,72.0,113.3,3.3,5.1,2892,40340069,3983050828,98.7,3.9,91.5
1614,14,11,12.9,23.2,3.4,65.0,82.1,4.0,5.8,2960,41986422,4856941545,115.7,6.5,115.3
1615,14,12,8.1,17.2,1.8,61.0,41.8,4.4,6.4,3045,42785556,5339043556,124.8,31.7,138.1
1616,14,1,6.8,17.4,0.1,60.0,50.2,3.6,4.5,3068,43149459,5365640831,124.4,-22.7,90.5
1617,14,2,7.5,20.6,0.1,69.0,137.5,3.5,6.8,3076,39450249,5017542091,127.2,-6.6,73.5
1618,14,3,10.7,20.9,1.8,64.0,88.4,3.6,4.7,3072,38795355,4386058943,113.1,4.0,82.5
1619,14,4,14.8,24.6,7.6,65.0,52.3,3.1,5.3,3044,40456159,4250951605,105.1,10.6,82.7
1620,14,5,19.1,29.6,10.1,63.0,86.7,3.0,4.1,2982,39491407,4171173243,105.6,10.4,90.6
1621,14,6,21.8,29.7,17.3,79.0,65.4,2.8,7.0,2934,40804607,4878191892,119.6,7.8,86.6
1622,14,7,25.1,35.2,20.0,82.0,288.7,2.5,7.7,2928,41764750,5477401065,131.1,7.8,92.5
1623,14,8,25.1,30.0,20.9,84.0,460.3,2.9,8.0,2937,43510058,5557252365,127.7,2.2,87.2
1624,14,9,23.5,29.1,18.1,75.0,93.5,2.6,6.2,2955,40783844,4586960277,112.5,0.0,77.8
1625,14,10,19.1,27.9,12.1,70.0,92.9,3.1,4.7,2980,41872613,4358599603,104.1,14.6,104.9
1626,14,11,13.9,22.5,6.9,68.0,100.3,3.1,5.9,3037,43165662,5176965779,119.9,12.3,129.5
1627,14,12,7.3,14.7,1.1,64.0,47.2,4.9,7.1,3116,42482881,5477776634,128.9,-11.6,122.2
1628,14,1,7.4,17.5,1.2,66.0,82.4,3.9,6.5,3141,45128341,5679339395,125.8,16.9,105.8
1629,14,2,7.3,17.3,-0.7,64.0,35.5,3.7,6.5,3149,43818065,5518866359,125.9,26.2,92.8
1630,14,3,10.4,22.2,0.2,64.0,80.7,2.9,5.3,3162,40904725,4584966318,112.1,18.8,98.0
1631,14,4,15.1,27.7,7.0,71.0,147.9,2.9,6.2,3157,43399773,4575045923,105.4,18.8,98.3
1632,14,5,18.8,29.4,11.0,68.0,150.0,2.6,5.3,3082,41396645,4427657882,107.0,-0.5,90.2
1633,14,6,22.0,30.6,15.3,80.0,186.4,2.3,7.6,3027,43208628,5334097503,123.4,11.0,96.1
1634,14,7,25.6,36.7,19.1,81.0,329.7,3.1,6.5,3010,44989767,5926648985,131.7,4.7,96.9
1635,14,8,26.4,35.5,20.4,78.0,248.6,2.5,5.9,3023,45901574,5869374158,127.9,7.3,93.5
1636,14,9,23.2,28.6,18.4,73.0,172.9,2.7,5.4,3027,43932800,4960516605,112.9,13.8,88.6
1637,14,10,19.2,27.5,11.7,64.0,31.0,3.1,3.7,3055,42953770,4497611977,104.7,14.3,119.9
1638,14,11,15.2,23.8,3.1,76.0,173.2,3.0,7.7,3119,46059981,5517910027,119.8,-15.2,109.8
1639,14,12,10.0,20.1,2.3,66.0,90.0,3.6,7.5,3184,45862072,5833862352,127.2,-9.9,110.1
1640,14,1,6.1,16.8,-5.8,66.0,125.6,4.3,7.8,3214,47238007,5879513418,124.5,-12.0,93.1
1641,14,2,7.3,20.5,-0.4,60.0,40.0,4.3,6.4,3224,43563917,5487626341,126.0,-10.8,82.8
1642,14,3,10.8,22.5,1.0,63.0,96.9,3.0,5.0,3217,43517618,4928761248,113.3,6.1,104.0
1643,14,4,15.6,24.5,9.8,74.0,121.4,2.9,6.2,3205,44976774,4727092946,105.1,-4.3,94.1
1644,14,5,18.9,30.4,11.8,71.0,113.0,2.7,5.7,3162,44811395,4722401806,105.4,16.6,105.2
1645,14,6,22.2,30.2,16.7,83.0,162.7,2.4,7.8,3104,45461023,5506368373,121.1,5.9,101.8
1646,14,7,27.4,35.5,22.3,80.0,98.6,2.7,5.6,3107,47024836,6032082669,128.3,4.4,101.2
1647,14,8,28.5,34.4,19.9,74.0,75.6,3.1,3.9,3100,50542417,6440189121,127.4,20.1,112.3
1648,14,9,23.9,33.0,18.9,80.0,172.3,2.6,7.1,3109,48299590,5442065253,112.7,12.0,99.2
1649,14,10,20.1,32.1,12.2,76.0,282.4,2.9,7.8,3143,45235856,4796193849,106.0,-18.3,98.0
1650,14,11,13.7,23.2,6.7,69.0,71.3,3.2,6.3,3184,47982822,5835827042,121.6,5.6,116.0
1651,14,12,9.5,22.3,3.1,67.0,56.6,3.5,6.7,3267,50320378,6470646973,128.6,18.3,130.2
1652,14,1,6.6,14.8,0.7,66.0,50.7,3.7,7.2,3302,50369955,6364283767,126.4,12.5,104.7
1653,14,2,6.8,18.9,-1.1,61.0,39.1,3.9,5.5,3318,47383922,5938077858,125.3,5.9,87.7
1654,14,3,9.8,17.9,3.0,60.0,48.2,3.3,5.8,3311,46540132,5255718582,112.9,9.6,114.0
1655,14,4,15.7,27.6,8.5,64.0,51.4,3.1,5.0,3298,47933051,5043500800,105.2,12.9,106.2
1656,14,5,19.5,28.1,13.6,64.0,38.5,2.6,4.8,3255,46613347,4903777782,105.2,9.8,115.5
1657,14,6,22.0,28.0,16.7,77.0,60.7,2.5,6.5,3195,49590398,6004661734,121.1,7.9,109.8
1658,14,7,29.2,37.0,23.1,76.0,35.2,2.7,6.1,3189,50053994,6492326456,129.7,13.7,115.1
1659,14,8,28.7,35.7,22.1,74.0,159.5,2.8,5.2,3198,52507761,6707331723,127.7,-2.7,109.3
1660,14,9,24.0,32.1,18.0,71.0,83.4,2.9,7.2,3226,52265241,5838957463,111.7,17.6,116.7
1661,14,10,19.3,27.4,9.8,72.0,162.0,3.2,6.4,3273,47272516,4902840319,103.7,-4.5,93.6
1662,14,11,12.6,24.2,5.0,64.0,19.2,3.0,5.8,3326,50812677,6105543315,120.2,5.6,122.5
1663,14,12,7.2,15.1,0.7,61.0,25.4,3.9,7.4,3401,51891778,6544069068,126.1,-3.8,125.3
1664,14,1,4.9,14.4,-2.6,67.0,58.0,3.8,7.7,3425,51700300,6499995701,125.7,-10.4,93.8
1665,14,2,5.5,17.5,-2.5,60.0,86.6,3.7,6.2,3427,49094222,6203972621,126.4,-13.2,76.1
1666,14,3,11.4,23.2,2.8,72.0,118.0,3.0,4.8,3427,47504735,5334661913,112.3,-4.9,108.4
1667,14,4,15.9,26.1,5.3,68.0,112.5,2.9,5.2,3434,50510418,5305296538,105.0,-4.0,102.0
1668,14,5,19.1,31.1,12.0,76.0,98.8,2.9,6.8,3427,48339537,5134867417,106.2,-10.7,103.1
1669,14,6,22.3,32.3,16.2,79.0,211.1,2.7,6.5,3381,53208931,6279175708,118.0,5.7,116.1
1670,14,7,27.3,35.0,19.6,81.0,48.7,2.7,5.1,3388,53639108,6940164937,129.4,7.2,123.4
1671,14,8,28.8,35.3,24.4,78.0,376.5,3.3,5.1,3398,55802810,7165894189,128.4,6.1,116.0
1672,14,9,23.9,31.2,18.5,75.0,187.7,2.8,7.1,3419,52773162,5914524857,112.1,-8.9,106.3
1673,14,10,17.9,24.7,11.6,64.0,347.0,3.2,5.0,3444,49224756,5183629813,105.3,13.5,106.2
1674,14,11,13.9,20.5,7.3,65.0,28.6,2.6,4.8,3483,46458662,5791226556,124.7,-32.0,83.3
1675,14,12,8.7,22.9,0.2,68.0,96.0,3.6,7.8,3573,51215967,6571262354,128.3,-8.9,114.2
1676,14,1,6.4,12.6,2.0,64.0,24.2,3.3,6.5,3615,54494235,6902838998,126.7,30.4,122.3
1677,14,2,7.4,18.4,1.0,63.0,37.9,3.0,7.0,3622,49766263,6368302268,128.0,15.8,88.1
1678,14,3,10.8,22.0,3.6,63.0,55.5,3.5,5.5,3607,49393247,5636753261,114.1,0.6,109.0
1679,14,5,20.0,33.1,11.9,56.0,42.8,3.0,5.4,3527,49635517,5385413975,108.5,-1.6,101.4
1680,15,1,-3.9,9.1,-19.5,73.0,40.7,2.0,4.7,16907,2271123251,169447328861,74.6,67.0,79.7
1681,15,2,1.6,19.8,-11.3,69.0,50.4,2.0,5.1,16954,2092786450,158425790417,75.7,34.1,74.0
1682,15,3,5.0,18.2,-4.1,66.0,73.8,2.7,6.3,16977,2311981951,153925913457,66.6,34.7,88.6
1683,15,4,9.6,22.9,-1.6,60.0,61.0,2.6,5.0,17010,2275872491,152104063971,66.8,24.4,85.1
1684,15,5,17.6,30.5,2.3,64.0,84.0,2.1,5.0,17067,2310396830,151473686395,65.6,20.3,84.9
1685,15,6,23.1,32.7,11.8,68.0,37.0,1.4,5.5,17143,2346864819,156161358091,66.5,21.7,89.8
1686,15,7,26.0,33.3,19.2,78.0,171.0,1.6,7.0,17205,2482168666,209361544334,84.3,13.1,88.5
1687,15,8,26.9,34.9,21.6,82.0,486.1,1.5,7.2,17271,2424570401,213019445885,87.9,12.4,87.4
1688,15,9,21.6,33.0,4.8,79.0,316.9,1.7,5.8,17334,2373855977,165998727612,69.9,0.1,86.0
1689,15,10,13.2,24.8,-4.3,75.0,19.4,1.5,3.9,17403,2488258233,171822910547,69.1,13.8,93.2
