,place,date,평균기온(C),최고기온(C),최저기온(C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량,고객호수,사용량(kWh),전기요금(원),평균판매단가(원/kWh),증감률 (%),생산지수(2015=100)
1228,3,1,2.4,11.8,-5.9,43.0,8.3,1.8,3.1,38138,1759238209,216216601555,122.9,2.4,91.1
1229,3,2,4.5,15.2,-5.5,51.0,46.0,1.7,5.0,38134,1497673433,188574765125,125.9,-4.0,75.3
1230,3,3,9.2,21.0,-1.4,54.0,54.7,1.7,4.4,38177,1643973919,170186061228,103.5,-2.2,91.6
1231,3,5,18.9,31.7,7.7,56.0,131.1,1.6,4.6,38291,1595058727,161959195898,101.5,3.6,96.6
1232,5,1,0.5,15.6,-9.5,69.0,37.1,1.8,4.6,4785,228905072,18273718363,79.8,65.6,69.0
1233,5,2,4.4,20.6,-5.8,67.0,135.8,2.0,5.5,4806,215264938,17529411352,81.4,9.1,56.8
1234,5,3,7.4,20.7,-3.5,64.0,76.0,2.6,6.4,4807,228969888,16722910148,73.0,31.7,77.1
1235,5,4,11.2,26.1,1.0,61.0,133.0,2.5,5.2,4834,234836737,16766334213,71.4,26.3,80.0
1236,5,5,18.6,32.2,5.9,65.0,99.0,2.3,5.4,4844,229760653,16300068504,70.9,20.0,84.5
1237,5,6,23.7,32.5,14.6,70.0,70.6,1.9,6.5,4860,240557508,17180209139,71.4,22.0,89.8
1238,5,7,26.3,33.2,21.1,81.0,453.0,2.4,7.7,4889,261264006,22876356891,87.6,27.5,90.6
1239,5,8,28.1,35.5,22.9,82.0,337.6,2.4,6.5,4903,248354460,23229577688,93.5,53.2,79.8
1240,5,9,23.6,33.8,11.0,73.0,139.7,2.2,5.6,4908,245016831,19133663546,78.1,2.5,86.2
1241,5,10,15.7,25.8,1.5,68.0,42.0,1.9,4.3,4915,239456487,17883710079,74.7,25.4,98.1
1242,5,11,8.4,19.5,-1.2,60.0,7.4,1.6,3.4,4930,248073861,23093790258,93.1,23.8,102.8
1243,5,12,2.5,18.3,-9.3,64.0,41.9,2.2,4.6,4946,254663515,20331403185,79.8,21.1,96.1
1244,5,1,-3.4,4.2,-11.7,62.0,7.4,2.1,4.5,4958,262589820,22777042114,86.7,37.7,95.0
1245,5,2,3.1,17.5,-7.5,65.0,59.8,1.6,3.9,4977,234285379,20757004498,88.6,38.0,78.3
1246,5,3,5.3,21.0,-4.1,56.0,23.1,2.2,3.2,5002,253830694,19414874365,76.5,26.3,97.4
1247,5,4,12.2,25.6,1.8,62.0,103.0,2.4,4.3,5007,251017754,18740636887,74.7,16.8,93.5
1248,5,5,19.0,30.6,8.4,67.0,142.9,2.5,5.8,5012,242256682,18070461556,74.6,7.8,91.1
1249,5,6,23.3,33.1,15.3,74.0,120.0,2.7,6.8,5026,255587190,19100367799,74.7,9.3,98.1
1250,5,7,26.5,35.3,19.2,80.0,277.5,2.7,7.6,5038,267549893,24419303761,91.3,1.3,91.8
1251,5,8,25.9,35.2,17.9,81.0,382.5,2.4,8.3,5060,254418909,25215690705,99.1,4.6,83.5
1252,5,9,22.7,33.3,12.8,71.0,13.5,1.8,4.7,5076,252046270,20879260629,82.8,2.8,88.6
1253,5,10,15.4,27.7,2.9,66.0,20.5,1.5,4.3,5096,245424191,19325972979,78.7,-9.1,89.2
1254,5,11,12.6,27.1,-1.2,73.0,136.8,1.6,5.9,5107,249610263,23202212758,93.0,-5.0,97.6
1255,5,12,2.2,12.3,-6.3,65.0,13.3,2.1,5.5,5121,253491214,25629346165,101.1,-5.3,91.1
1256,5,1,0.4,11.1,-9.7,64.0,15.2,2.1,5.5,5137,249718676,26039657732,104.3,-17.7,78.2
1257,5,2,0.4,14.9,-9.7,64.0,18.6,2.0,5.9,5149,252389661,26790879877,106.1,10.8,86.8
1258,5,3,6.5,20.5,-3.5,64.0,100.4,2.3,5.3,5167,252548372,22445704405,88.9,-8.1,89.5
1259,5,4,13.6,28.5,0.8,60.0,82.5,2.5,4.6,5190,247918044,21262649714,85.8,-9.2,84.9
1260,5,5,20.0,31.6,10.4,61.0,42.6,1.8,4.6,5208,250008454,21375333476,85.5,-1.0,90.1
1261,5,6,23.4,31.8,15.6,68.0,83.1,2.2,6.6,5223,254980093,21717961631,85.2,-8.5,89.8
1262,5,7,26.4,35.2,20.5,78.0,330.6,2.2,7.4,5242,262938218,27361015687,104.1,-7.0,85.4
1263,5,8,27.6,37.7,18.8,75.0,473.5,2.9,7.0,5258,257379784,29274700318,113.7,-13.6,72.1
1264,5,9,21.3,31.4,14.3,74.0,272.0,2.0,5.8,5269,250349442,24121242641,96.4,-7.5,82.0
1265,5,10,15.9,26.7,4.6,64.0,82.8,1.6,3.4,5280,233657619,21942487425,93.9,-13.1,77.5
1266,5,11,8.1,18.8,-0.6,63.0,45.9,2.2,5.3,5276,260205431,28099041683,108.0,-1.6,96.0
1267,5,12,0.4,12.0,-10.2,71.0,79.6,2.3,5.2,5299,255142650,28361654343,111.2,-11.7,80.4
1268,5,1,0.0,15.4,-10.3,66.0,20.6,1.8,4.7,5312,264679886,30268956814,114.4,13.0,88.4
1269,5,2,2.0,19.8,-9.7,58.0,48.0,2.1,5.1,5328,233629727,27866147083,119.3,-18.5,70.7
1270,5,3,7.6,26.8,-3.4,58.0,76.9,2.2,3.6,5333,250041245,24965701433,99.8,2.4,91.6
1271,5,4,11.4,25.0,0.0,59.0,54.9,2.4,4.6,5399,255315141,24078094818,94.3,13.0,96.0
1272,5,5,19.1,32.1,6.6,63.0,86.5,2.0,4.3,5414,252204406,24030354818,95.3,6.2,95.7
1273,5,6,23.9,32.8,15.3,72.0,83.7,1.8,6.7,5426,259029411,24351459871,94.0,5.2,94.4
1274,5,7,27.1,33.5,22.3,76.0,349.1,3.3,7.3,5435,274807007,31702124861,115.4,0.8,86.1
1275,5,8,28.4,36.2,19.7,72.0,293.2,2.1,4.7,5454,266052531,31592166949,118.7,14.3,82.4
1276,5,9,22.6,32.1,11.7,69.0,88.5,1.8,5.0,5465,245362515,24868918127,101.4,-6.9,76.3
1277,5,10,16.8,29.8,5.1,66.0,30.8,2.0,3.7,5469,253090255,23960713034,94.7,30.4,101.1
1278,5,11,8.6,23.8,-2.0,69.0,95.0,1.6,5.1,5477,258680645,29685038898,114.8,8.5,104.2
1279,5,12,2.9,14.0,-5.0,67.0,18.2,1.7,5.0,5501,263197167,32143776053,122.1,19.8,96.3
1280,5,1,2.1,14.2,-7.3,58.0,12.9,1.8,3.3,5526,257465838,31582044629,122.7,0.1,88.5
1281,5,2,4.2,20.5,-6.6,57.0,8.6,2.2,5.2,5546,243225037,30509542768,125.4,26.9,89.7
1282,5,3,8.6,26.2,-2.8,61.0,101.7,2.0,4.2,5564,258210880,26730947197,103.5,15.4,105.6
1283,5,4,14.5,28.0,4.1,55.0,62.5,1.9,4.8,5601,258379756,25687489051,99.4,8.3,103.9
1284,5,5,19.2,33.5,7.0,56.0,57.0,2.2,3.4,5608,249053248,24797764630,99.6,5.0,100.5
1285,5,6,22.9,32.1,16.5,67.0,72.0,1.9,6.9,5624,257334579,30619935860,119.0,9.9,103.8
1286,5,7,25.2,36.5,17.7,74.0,240.9,2.1,7.6,5647,277017378,35392197244,127.8,26.4,108.8
1287,5,8,24.4,32.3,18.4,78.0,370.2,2.0,8.1,5670,255867511,32184087746,125.8,4.8,86.4
1288,5,9,22.3,31.2,15.0,69.0,116.5,1.7,5.7,5688,247081350,26264598179,106.3,17.7,89.8
1289,5,10,16.4,29.1,5.3,66.0,105.0,1.8,3.4,5696,250240743,24919801204,99.6,-10.6,90.4
1290,5,11,10.3,19.2,0.3,68.0,95.5,1.5,5.0,5718,256099833,30352887649,118.5,-1.7,102.4
1291,5,12,1.2,11.6,-6.7,70.0,47.5,1.9,5.7,5738,270528520,33382251768,123.4,14.3,110.1
1292,5,1,1.7,12.2,-8.3,66.0,47.2,1.6,4.7,5745,266092703,32855227216,123.5,10.2,97.5
1293,5,2,3.0,13.3,-8.7,61.0,23.9,1.8,5.4,5754,246602545,30702863245,124.5,-10.7,80.1
1294,5,3,8.0,23.3,-4.1,51.0,36.5,1.9,3.9,5761,253248001,26515731798,104.7,-2.7,102.8
1295,5,4,13.9,28.2,4.3,63.0,145.5,1.9,6.0,5778,259819838,26067172597,100.3,1.3,105.2
1296,5,5,19.4,33.1,6.5,56.0,48.6,2.0,4.7,5786,246043304,24616776144,100.1,1.9,102.4
1297,5,6,22.5,31.9,13.9,70.0,96.1,1.8,7.3,5806,248297242,32533535816,131.0,6.2,110.2
1298,5,7,25.4,34.2,17.6,83.0,164.3,1.9,7.2,5844,295019299,36238461029,122.8,-2.9,105.7
1299,5,8,26.0,36.2,19.1,81.0,148.9,1.5,6.0,5855,257914264,32167471237,124.7,2.0,88.1
1300,5,9,22.0,30.6,14.9,73.0,66.6,1.4,4.6,5874,256255079,27189256721,106.1,6.9,96.0
1301,5,10,16.9,26.9,4.8,70.0,90.9,1.3,3.2,5876,257768561,25456177384,98.8,17.2,105.9
1302,5,11,11.6,21.6,-0.2,83.0,121.9,1.1,7.2,5893,261441675,30901861600,118.2,3.5,106.0
1303,5,12,5.3,15.8,-3.5,73.0,59.2,1.3,5.7,5910,266528325,32882202932,123.4,-9.4,99.8
1304,5,1,0.9,13.7,-11.7,69.0,49.7,1.5,6.0,5922,261196271,31946140613,122.3,-10.7,87.1
1305,5,2,3.3,19.8,-5.9,60.0,45.2,1.8,4.5,5932,249686944,30899039185,123.8,2.2,81.9
1306,5,3,8.4,22.9,-4.3,60.0,55.2,1.7,4.1,5946,265611126,27492913573,103.5,6.1,109.1
1307,5,4,15.5,27.4,7.1,66.0,185.0,1.8,5.8,5935,254699750,25408946253,99.8,-6.6,98.3
1308,5,5,19.8,31.1,10.0,65.0,104.5,1.8,5.2,5940,250569999,25164271093,100.4,1.1,103.5
1309,5,6,23.0,31.5,14.7,80.0,116.1,1.6,7.0,5966,268629134,32389791034,120.6,-1.6,108.4
1310,5,7,26.9,36.0,20.1,84.0,301.3,1.9,6.6,5987,283162090,35258057817,124.5,0.9,106.7
1311,5,8,27.8,37.2,16.6,79.0,81.0,1.4,4.1,5997,269911993,34200179105,126.7,-1.6,86.7
1312,5,9,23.0,33.0,15.6,83.0,251.2,1.5,6.8,6015,257262845,27575823772,107.2,-5.0,91.2
1313,5,10,17.2,31.1,5.9,79.0,216.7,1.5,6.7,6036,255668381,25562445526,100.0,-8.2,97.2
1314,5,11,9.6,21.9,-0.5,69.0,31.5,1.5,4.6,6050,269083814,32268384222,119.9,1.7,107.8
1315,5,12,4.7,17.3,-4.6,69.0,44.9,1.5,5.1,6061,275812572,34246268278,124.2,8.3,108.1
1316,5,1,2.0,14.8,-7.9,66.0,11.7,1.6,4.7,6062,266767270,33045731492,123.9,3.6,90.2
1317,5,2,2.9,15.7,-5.3,60.0,41.9,1.6,4.3,6059,265948639,33188988567,124.8,23.2,100.9
1318,5,3,7.4,20.6,-2.4,57.0,33.2,1.5,4.8,6076,275255944,28519514719,103.6,3.6,113.0
1319,5,4,15.1,30.4,3.5,60.0,60.6,1.9,4.4,6091,265088130,26415557106,99.6,6.6,104.8
1320,5,5,19.8,33.0,10.7,62.0,30.2,1.4,4.1,6107,251168619,25366705217,101.0,0.7,104.2
1321,5,6,23.1,34.1,13.7,68.0,42.1,1.5,5.5,6126,271419451,32761380458,120.7,-1.8,106.4
1322,5,7,27.8,35.4,22.5,89.0,211.6,1.8,7.4,6138,292212033,36736647194,125.7,4.7,111.7
1323,5,8,27.0,37.3,17.7,83.0,280.5,1.6,5.8,6154,275234392,35321667118,128.3,16.6,101.1
1324,5,9,22.4,31.1,11.5,76.0,108.8,1.5,5.1,6158,284174505,29606453138,104.2,20.1,109.5
1325,5,10,17.0,29.5,3.4,75.0,85.4,1.5,5.0,6169,238063827,24046908517,101.0,-11.7,85.8
1326,5,11,8.8,21.3,-0.8,64.0,2.1,1.3,3.8,6187,266181441,32051816174,120.4,-3.7,103.8
1327,5,12,1.9,13.6,-7.2,64.0,28.5,1.5,5.2,6192,267357093,33171324530,124.1,-17.6,89.1
1328,5,1,-0.2,11.4,-11.5,67.0,38.8,1.5,4.7,6195,274715904,34094903637,124.1,-0.8,89.5
1329,5,2,1.8,15.9,-10.0,54.0,22.0,1.6,4.8,6199,254968942,31940480271,125.3,-24.9,75.8
1330,5,3,10.0,24.8,-3.1,72.0,115.8,1.8,4.9,6205,256046322,27025107998,105.5,-12.8,98.5
1331,5,4,15.1,30.2,1.1,67.0,127.4,1.7,4.7,6220,256840613,26075753826,101.5,-6.8,97.7
1332,5,5,19.5,31.1,7.8,74.0,85.4,1.6,5.9,6234,252622696,25633016512,101.5,-3.1,101.0
1333,5,6,23.6,34.5,15.7,74.0,222.4,1.5,6.0,6245,261786251,31719489761,121.2,-4.8,101.3
1334,5,7,28.3,38.5,20.4,79.0,84.5,1.7,4.7,6256,269930043,34950259074,129.5,-10.0,100.5
1335,5,8,28.4,38.5,20.6,78.0,397.1,2.0,6.0,6266,268852575,34762827282,129.3,-9.8,91.2
1336,5,9,21.6,29.7,11.6,78.0,129.7,1.5,6.2,6266,250034893,27048047274,108.2,-19.0,88.7
1337,5,10,14.5,25.4,5.6,72.0,125.2,1.4,4.0,6272,248817607,25323458545,101.8,19.2,102.3
1338,5,11,9.9,21.0,0.4,70.0,47.2,1.0,3.8,6283,254913035,31005135351,121.6,2.2,106.1
1339,5,12,3.2,19.8,-7.0,62.0,32.4,1.7,5.2,6289,256814879,32163006298,125.2,3.7,92.4
1340,5,1,1.8,10.5,-5.9,59.0,16.4,1.4,4.1,6299,271217394,33998304498,125.4,5.8,94.7
1341,5,2,3.6,15.6,-4.9,58.0,37.0,1.5,5.8,6305,236874435,30000945709,126.7,-1.8,74.4
1342,5,3,8.4,20.7,-0.6,61.0,33.9,1.7,4.8,6311,245845446,26342396076,107.2,-1.4,97.1
1343,5,5,19.2,30.7,6.8,58.0,78.8,1.6,4.4,6337,251804704,25707161257,102.1,3.3,104.3
1344,8,1,3.0,15.6,-7.2,41.0,37.6,3.3,2.4,21840,703567523,57442924789,81.6,14.4,86.7
1345,8,2,5.8,18.4,-5.0,57.0,91.1,3.2,5.2,21881,629206166,52754847931,83.8,-2.8,76.2
1346,8,3,7.8,18.5,-2.5,62.0,132.9,4.1,6.6,21929,663632997,50106769803,75.5,12.4,91.4
1347,8,4,11.5,21.0,1.9,60.0,146.3,3.4,5.7,21975,686466668,50762640810,73.9,11.5,92.5
1348,8,5,17.2,27.8,8.5,67.0,186.8,3.2,5.5,22019,675230003,49519587567,73.3,18.4,92.8
1349,8,6,22.0,29.0,12.4,68.0,94.4,2.5,5.9,22077,666724163,49606721390,74.4,11.1,95.8
1350,8,7,25.2,32.4,20.2,83.0,291.9,3.3,7.1,22138,713424147,64583512487,90.5,9.0,92.4
1351,8,8,27.9,34.1,24.0,81.0,165.3,3.5,5.5,22198,668878119,64850624275,97.0,9.7,87.0
1352,8,9,24.1,32.3,16.8,72.0,182.5,3.1,5.3,22237,682831921,55079946327,80.7,-8.8,87.4
1353,8,10,18.2,26.9,5.5,63.0,72.6,3.1,5.0,22280,679190903,52864769173,77.8,2.4,95.9
1354,8,11,11.3,21.0,1.8,46.0,2.0,3.1,2.2,22304,698982885,61606323528,88.1,5.9,91.8
1355,8,12,5.2,19.3,-8.1,47.0,38.5,3.5,2.7,22332,734128043,65299559761,88.9,1.2,97.1
1356,8,1,-0.7,9.5,-12.8,35.0,0.0,3.6,2.0,22388,780308955,68356405379,87.6,2.9,89.2
1357,8,2,6.1,17.6,-3.4,56.0,70.9,3.1,5.0,22448,682070319,61779363058,90.6,2.4,78.0
1358,8,3,7.4,20.1,-2.5,43.0,31.2,3.6,2.9,22497,717114001,57259029999,79.8,6.6,97.5
1359,8,4,13.1,21.4,5.3,59.0,100.0,4.3,4.3,22558,725972474,55167636987,76.0,2.6,94.9
1360,8,5,17.3,24.2,11.7,70.0,170.0,3.5,6.5,22593,672320418,51907258803,77.2,-0.1,92.7
1361,8,6,21.3,27.8,15.2,79.0,243.2,3.3,7.3,22650,713815471,55405387339,77.6,1.0,96.8
1362,8,7,25.1,33.0,19.4,79.0,418.1,3.4,6.4,22710,718341727,67720023164,94.3,1.7,93.9
1363,8,8,25.8,32.3,19.5,78.0,110.0,3.4,7.5,22762,701604110,71355097176,101.7,0.3,87.2
1364,8,9,23.3,31.6,14.8,66.0,56.8,3.1,5.1,22803,687214628,58596828768,85.3,5.1,91.8
1365,8,10,17.6,27.4,6.4,58.0,142.5,2.7,4.6,22834,711470333,57331303940,80.6,-1.4,94.6
1366,8,11,14.1,24.6,0.9,60.0,128.7,2.7,5.5,22843,709300058,67339791718,94.9,5.1,96.6
1367,8,12,4.4,15.3,-5.6,41.0,7.2,3.2,3.2,22882,738723497,75247323385,101.9,-3.8,93.4
1368,8,1,2.8,13.7,-6.5,42.0,19.5,3.4,3.7,22943,721009547,75960247946,105.4,-0.2,89.0
1369,8,2,2.8,16.4,-9.9,45.0,22.1,3.0,4.6,22971,730119889,78120816523,107.0,19.2,92.9
1370,8,3,8.3,19.7,-3.6,55.0,173.9,3.8,5.0,23039,750714907,67353868880,89.7,-0.6,96.9
1371,8,4,14.0,23.3,2.1,58.0,213.8,4.0,4.3,23093,717506098,63307791043,88.2,-0.5,94.5
1372,8,5,18.9,28.2,11.4,59.0,36.1,2.7,5.1,23150,702835705,62180338461,88.5,1.5,94.0
1373,8,6,21.6,27.8,15.9,71.0,97.8,2.8,7.2,23224,667712131,60085056019,90.0,1.7,98.5
1374,8,7,25.5,33.1,20.2,78.0,502.0,3.3,6.8,23278,720218289,77379456269,107.4,-4.3,89.9
1375,8,8,27.5,34.5,20.6,72.0,169.4,3.7,7.1,23312,708081660,82193335528,116.1,-0.8,86.5
1376,8,9,22.2,29.2,14.1,70.0,356.0,3.1,5.6,23358,699859415,69148991916,98.8,-0.3,91.6
1377,8,10,17.8,25.6,8.5,54.0,146.5,2.7,3.3,23354,663859514,64305075284,96.9,-2.6,92.1
1378,8,11,10.1,19.6,0.6,48.0,83.5,3.3,3.8,23351,728711901,82474791814,113.2,-4.8,91.9
1379,8,12,2.9,14.7,-7.7,48.0,162.7,3.2,3.6,23412,737653824,82742868702,112.2,-4.3,89.4
1380,8,1,2.5,13.3,-8.1,42.0,22.5,3.1,2.9,23429,740620584,86157768800,116.3,2.2,91.0
1381,8,2,4.7,17.2,-10.7,43.0,46.6,2.8,4.3,23501,676845417,82215905793,121.5,-10.9,82.8
1382,8,3,10.2,19.3,-2.0,53.0,93.7,3.8,3.6,23539,704913069,71005897041,100.7,-0.8,96.1
1383,8,4,12.6,23.4,3.5,50.0,136.2,4.1,4.5,23605,714675209,70059485500,98.0,0.3,94.7
1384,8,5,18.2,28.1,10.0,61.0,201.0,3.2,4.7,23686,679077200,67773153867,99.8,-3.2,91.0
1385,8,6,21.9,27.8,15.5,74.0,159.0,2.6,6.7,23719,685341682,67772623593,98.9,-10.8,87.9
1386,8,7,26.1,31.9,21.8,76.0,131.0,4.9,6.8,23748,722153661,86528513071,119.8,1.6,91.3
1387,8,8,28.0,35.0,21.3,67.0,144.5,3.3,4.2,23790,685677004,84021506867,122.5,-2.2,84.6
1388,8,9,23.7,31.4,17.3,61.0,30.2,2.7,5.0,23831,676703204,70008483839,103.5,-4.3,87.7
1389,8,10,18.9,29.8,9.1,56.0,91.2,3.0,4.7,23847,679995608,67389431518,99.1,3.6,95.5
1390,8,11,10.9,23.8,-0.8,52.0,61.6,3.5,2.6,23884,697634516,83560782918,119.8,0.9,92.8
1391,8,12,5.4,14.5,-4.0,48.0,12.6,3.6,2.4,23906,714192902,89132858737,124.8,2.7,91.8
1392,8,1,5.0,15.5,-5.4,41.0,9.6,3.5,2.3,23930,705998482,88524550546,125.4,-6.2,85.4
1393,8,2,5.8,17.5,-5.6,62.0,44.1,3.4,6.1,23987,662689707,84805249121,128.0,3.1,85.3
1394,8,3,9.8,21.6,-0.6,60.0,136.7,3.5,4.7,24042,711610784,74727156578,105.0,-0.5,95.7
1395,8,4,14.6,23.9,4.1,59.0,147.8,2.8,4.6,24084,724796213,73736019260,101.7,-0.9,93.9
1396,8,5,18.7,27.7,10.4,69.0,145.9,3.6,3.5,24133,685856883,70290000477,102.5,-0.8,90.3
1397,8,6,21.4,29.9,16.5,80.0,44.5,2.8,6.7,24162,688906542,84128741718,122.1,1.4,89.1
1398,8,7,24.8,32.9,19.3,85.0,169.3,3.2,6.9,24228,725872637,94257985345,129.9,7.7,98.4
1399,8,8,24.2,32.2,19.4,86.0,642.2,3.5,8.0,24266,684404543,87794265347,128.3,2.1,86.4
1400,8,9,22.7,30.6,17.2,75.0,128.7,2.8,5.2,24296,683276076,73933313702,108.2,2.8,90.1
1401,8,10,17.9,25.7,10.9,68.0,162.5,2.9,3.9,24342,700035767,71758659078,102.5,4.9,100.2
1402,8,11,12.7,21.6,1.8,61.0,40.5,2.5,3.8,24402,685883791,84379421863,123.0,0.3,93.0
1403,8,12,3.5,15.2,-6.0,50.0,21.3,3.3,3.0,24455,707283887,89558687392,126.6,9.8,100.8
1404,8,1,4.7,13.9,-4.9,53.0,50.7,3.1,3.3,24513,723831996,90865027627,125.5,15.2,98.4
1405,8,2,5.4,15.4,-7.8,54.0,30.5,3.3,3.7,24564,644492437,82469494434,128.0,3.6,88.4
1406,8,3,9.5,20.9,-4.1,54.0,76.5,3.5,3.1,24576,684234938,73008105274,106.7,12.4,107.5
1407,8,4,13.9,23.9,5.9,69.0,268.0,3.5,6.1,24596,710065593,73258521978,103.2,10.9,104.2
1408,8,5,18.8,30.2,12.3,67.0,183.0,3.0,4.3,24610,672772428,69481842257,103.3,5.3,95.1
1409,8,6,21.0,28.1,13.7,80.0,69.2,2.6,7.2,24667,683903022,86147414713,126.0,12.1,99.9
1410,8,7,23.9,31.9,18.4,83.0,176.7,3.7,7.1,24745,718072918,94586987283,131.7,6.5,104.8
1411,8,8,26.1,33.5,20.5,79.0,132.5,3.0,5.7,24797,684302370,87583585777,128.0,6.5,92.0
1412,8,9,22.1,28.8,17.0,74.0,172.0,2.9,5.3,24839,700729453,75485384745,107.7,7.8,97.2
1413,8,10,18.1,26.5,5.8,62.0,62.0,2.9,2.4,24842,674773333,70068567108,103.8,2.7,102.9
1414,8,11,13.6,23.6,1.1,73.0,124.1,2.7,6.1,24873,680375062,83825534828,123.2,8.7,101.1
1415,8,12,7.9,17.3,-2.5,59.0,51.5,3.0,3.8,24897,696246832,88383847902,126.9,7.5,108.4
1416,8,1,3.1,16.6,-10.2,49.0,59.5,3.5,3.3,24925,712403026,88647446269,124.4,6.0,104.3
1417,8,2,5.5,15.8,-4.0,48.0,63.7,3.7,3.4,24943,670760772,84704402965,126.3,8.5,95.9
1418,8,3,9.9,19.6,-4.3,61.0,133.5,3.2,4.7,24941,716525984,76077824926,106.2,8.3,116.4
1419,8,4,15.1,24.2,8.0,66.0,198.5,3.2,5.2,24967,689895774,71120573499,103.1,3.6,107.9
1420,8,5,19.3,30.5,11.5,64.0,108.8,3.4,4.6,24978,674478492,70635594005,104.7,9.7,104.3
1421,8,6,21.9,28.7,15.7,80.0,115.2,2.9,6.7,25013,684422027,86616796645,126.6,5.9,105.8
1422,8,7,25.3,32.7,19.5,85.0,188.8,3.3,6.2,25043,711177488,92383228524,129.9,-1.2,103.5
1423,8,8,27.7,37.3,17.5,72.0,141.5,3.0,3.6,25042,679336274,90208710351,132.8,6.8,98.3
1424,8,9,22.9,29.7,17.1,80.0,407.9,2.6,7.2,25061,677176927,74997575350,110.8,1.5,98.7
1425,8,10,18.7,28.3,9.8,73.0,182.4,2.7,6.5,25076,697416203,72969114831,104.6,3.9,106.9
1426,8,11,11.8,20.8,0.1,61.0,56.6,2.8,4.1,25090,706890861,88694430095,125.5,6.7,107.9
1427,8,12,7.3,17.6,-3.2,54.0,103.8,3.1,3.4,25086,729990337,93329363374,127.9,3.2,111.9
1428,8,1,4.1,15.1,-7.7,46.0,12.0,3.3,2.7,25097,730122964,92106622298,126.2,-8.4,95.5
1429,8,2,5.5,17.7,-5.7,45.0,33.8,3.5,3.4,25115,716373133,90581837319,126.4,1.1,97.0
1430,8,3,9.0,18.1,-2.3,53.0,35.7,3.1,4.6,25097,732262092,78471376063,107.2,-6.2,109.2
1431,8,4,15.0,23.2,5.0,64.0,105.1,3.8,4.5,25108,734611365,75642967948,103.0,-7.4,99.9
1432,8,5,19.0,28.2,12.8,63.0,39.2,3.3,4.6,25117,711391258,73571844564,103.4,-7.9,96.1
1433,8,6,21.3,30.4,15.4,70.0,49.8,2.9,5.2,25094,730931545,91748260887,125.5,-4.4,101.1
1434,8,7,26.1,32.7,21.2,82.0,172.1,3.5,6.8,25085,755944257,97634737784,129.2,-4.3,99.0
1435,8,8,27.0,36.2,18.7,74.0,82.5,2.9,6.2,25118,742744057,96512302019,129.9,-4.9,93.5
1436,8,9,22.6,29.7,14.5,69.0,335.0,2.8,5.4,25117,773209254,82515196333,106.7,7.3,105.9
1437,8,10,18.1,28.7,7.3,68.0,138.3,2.9,5.9,25101,672105959,69877343113,104.0,-20.8,84.7
1438,8,11,11.2,23.6,-1.0,49.0,0.3,2.9,3.4,25123,755576728,93323873748,123.5,-5.9,101.5
1439,8,12,3.6,14.5,-6.1,40.0,10.6,3.0,2.2,25102,780605101,97308533386,124.7,-14.0,96.2
1440,8,1,1.9,14.0,-9.9,45.0,40.9,3.1,3.5,25079,785788309,98237620503,125.0,2.6,98.0
1441,8,2,3.9,14.7,-9.6,42.0,52.5,3.5,3.6,25091,705827864,89817127080,127.3,-14.4,83.0
1442,8,3,10.0,22.3,-0.7,63.0,206.1,3.9,4.2,25082,727439750,77048490249,105.9,-9.6,98.7
1443,8,4,14.5,24.3,3.0,63.0,156.4,4.0,4.8,25110,712849930,73973575311,103.8,-3.7,96.2
1444,8,5,17.8,26.6,9.8,73.0,155.8,3.8,6.2,25117,698614414,72292296171,103.5,4.5,100.4
1445,8,6,21.5,31.3,15.1,75.0,276.7,3.1,6.3,25110,703573092,86916015510,123.5,-3.1,98.0
1446,8,7,26.7,35.4,17.8,78.0,122.1,3.0,4.4,25113,737417811,95559670586,129.6,-2.0,97.0
1447,8,8,27.9,36.4,21.2,75.0,169.7,3.5,5.3,25117,723852632,94064128540,129.9,-5.6,88.3
1448,8,9,21.9,30.0,14.9,76.0,308.4,3.0,7.2,25107,728841716,77292842929,106.0,-15.7,89.3
1449,8,10,16.4,25.6,7.9,62.0,123.7,2.0,3.7,25100,710325065,72491416762,102.1,16.1,98.3
1450,8,11,12.4,22.5,2.7,57.0,107.3,2.3,3.3,25098,726844443,89315534047,122.9,-2.8,98.7
1451,8,12,5.7,18.8,-7.1,49.0,59.0,2.9,4.3,25072,705211567,88281490257,125.2,0.2,96.4
1452,8,1,4.5,13.7,-4.4,39.0,12.7,3.1,3.1,25047,759467776,94170341496,124.0,-2.8,95.3
1453,8,2,6.6,16.5,-4.2,50.0,51.5,2.9,5.3,25052,655771401,83142252079,126.8,-5.5,78.4
1454,8,3,10.5,21.0,0.5,54.0,75.4,3.6,4.4,25050,709199946,75200530328,106.0,-4.4,94.4
1455,8,5,19.3,30.1,11.0,58.0,76.1,3.3,4.6,25045,697287794,71828681786,103.0,-6.8,93.6
1456,12,1,2.1,14.9,-6.6,51.0,21.7,4.5,3.2,16709,1402652316,102355610598,73.0,34.8,90.2
1457,12,2,5.0,17.6,-4.4,60.0,87.2,4.6,5.4,16789,1185221320,87605032527,73.9,21.6,79.3
1458,12,3,7.6,18.7,-1.9,60.0,132.2,5.3,6.3,16816,1314054177,86614695602,65.9,9.8,86.4
1459,12,4,11.2,20.7,3.1,60.0,150.0,4.2,5.7,16862,1307291539,86848779099,66.4,12.6,88.6
